Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
703¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Program
1144¿UnaryExpression¿!¿1242¿¿¿¿{"start":{"line":110,"column":25},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1145¿Identifier¿¿1242¿host¿¿¿{"start":{"line":110,"column":26},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1146¿VariableDeclarator¿¿1242¿v97¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1147¿LogicalExpression¿||¿1242¿¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
1148¿Identifier¿¿1242¿v95¿¿¿¿¿Identifier
1149¿Identifier¿¿1242¿v96¿¿¿¿¿Identifier
1150¿IfStatement¿¿1242¿¿¿¿{"start":{"line":110,"column":12},"end":{"line":121,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1151¿Identifier¿¿1242¿v97¿¿¿¿¿Identifier
1152¿VariableDeclarator¿¿1242¿output¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1153¿ObjectExpression¿¿1242¿¿¿¿¿¿ObjectExpression
1154¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1155¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1156¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1157¿Identifier¿¿1242¿output¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1158¿Identifier¿¿1242¿success¿¿¿{"start":{"line":112,"column":20},"end":{"line":112,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1159¿Literal¿boolean¿1242¿¿false¿¿{"start":{"line":112,"column":29},"end":{"line":112,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1160¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1161¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1162¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":111,"column":20},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1163¿Identifier¿¿1242¿output¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1164¿Identifier¿¿1242¿error¿¿¿{"start":{"line":113,"column":20},"end":{"line":113,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1165¿Literal¿string¿1242¿¿'invalid host/port'¿¿{"start":{"line":113,"column":27},"end":{"line":113,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1166¿IfStatement¿¿1242¿¿¿¿{"start":{"line":116,"column":16},"end":{"line":120,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1167¿Identifier¿¿1242¿callback¿¿¿{"start":{"line":116,"column":20},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1168¿VariableDeclarator¿¿1242¿v98¿¿¿{"start":{"line":117,"column":27},"end":{"line":117,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1169¿CallExpression¿¿1242¿¿¿¿{"start":{"line":117,"column":27},"end":{"line":117,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1170¿Identifier¿¿1242¿callback¿¿¿{"start":{"line":117,"column":27},"end":{"line":117,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1171¿Literal¿object¿1242¿¿null¿¿{"start":{"line":117,"column":36},"end":{"line":117,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1172¿Identifier¿¿1242¿output¿¿¿{"start":{"line":117,"column":42},"end":{"line":117,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1173¿ReturnStatement¿¿1242¿¿¿¿{"start":{"line":117,"column":20},"end":{"line":117,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
1174¿Identifier¿¿1242¿v98¿¿¿¿¿Identifier
1175¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":116,"column":30},"end":{"line":118,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1176¿ReturnStatement¿¿1242¿¿¿¿{"start":{"line":119,"column":20},"end":{"line":119,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
1177¿Identifier¿¿1242¿output¿¿¿{"start":{"line":119,"column":27},"end":{"line":119,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1178¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":118,"column":23},"end":{"line":120,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1179¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":110,"column":32},"end":{"line":121,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1180¿IfStatement¿¿1242¿¿¿¿{"start":{"line":122,"column":12},"end":{"line":126,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1181¿Identifier¿¿1242¿callback¿¿¿{"start":{"line":122,"column":16},"end":{"line":122,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1182¿VariableDeclarator¿¿1242¿v99¿¿¿{"start":{"line":123,"column":23},"end":{"line":123,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1242¿¿¿¿{"start":{"line":123,"column":23},"end":{"line":123,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1184¿Identifier¿¿1242¿testAsync¿¿¿{"start":{"line":123,"column":23},"end":{"line":123,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1185¿Identifier¿¿1242¿host¿¿¿{"start":{"line":123,"column":33},"end":{"line":123,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1186¿Identifier¿¿1242¿port¿¿¿{"start":{"line":123,"column":39},"end":{"line":123,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1187¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":123,"column":45},"end":{"line":123,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1188¿Identifier¿¿1242¿callback¿¿¿{"start":{"line":123,"column":61},"end":{"line":123,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1189¿ReturnStatement¿¿1242¿¿¿¿{"start":{"line":123,"column":16},"end":{"line":123,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
1190¿Identifier¿¿1242¿v99¿¿¿¿¿Identifier
1191¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":122,"column":26},"end":{"line":124,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1192¿VariableDeclarator¿¿1242¿v100¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1193¿CallExpression¿¿1242¿¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1194¿Identifier¿¿1242¿testSync¿¿¿{"start":{"line":125,"column":23},"end":{"line":125,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1195¿Identifier¿¿1242¿host¿¿¿{"start":{"line":125,"column":32},"end":{"line":125,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1196¿Identifier¿¿1242¿port¿¿¿{"start":{"line":125,"column":38},"end":{"line":125,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1197¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":125,"column":44},"end":{"line":125,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1198¿ReturnStatement¿¿1242¿¿¿¿{"start":{"line":125,"column":16},"end":{"line":125,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
1199¿Identifier¿¿1242¿v100¿¿¿¿¿Identifier
1200¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":124,"column":19},"end":{"line":126,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1201¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":109,"column":48},"end":{"line":127,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1202¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":85,"column":74},"end":{"line":128,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1203¿VariableDeclarator¿¿1223¿v102¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1204¿ObjectExpression¿¿1223¿¿¿¿¿¿ObjectExpression
1205¿ExpressionStatement¿¿1223¿¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1206¿AssignmentExpression¿=¿1223¿¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1207¿MemberExpression¿¿1223¿¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1208¿Identifier¿¿1223¿v102¿¿¿¿¿Identifier
1209¿Identifier¿¿1223¿timeout¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1210¿Identifier¿¿1223¿v78¿¿¿¿¿Identifier
1211¿ExpressionStatement¿¿1223¿¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1212¿AssignmentExpression¿=¿1223¿¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1213¿MemberExpression¿¿1223¿¿¿¿{"start":{"line":74,"column":17},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1214¿Identifier¿¿1223¿v102¿¿¿¿¿Identifier
1215¿Identifier¿¿1223¿test¿¿¿{"start":{"line":85,"column":4},"end":{"line":85,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1216¿Identifier¿¿1223¿v101¿¿¿¿¿Identifier
1217¿ExpressionStatement¿¿1223¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":129,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1218¿AssignmentExpression¿=¿1223¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1219¿MemberExpression¿¿1223¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1220¿Identifier¿¿1223¿module¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1221¿Identifier¿¿1223¿exports¿¿¿{"start":{"line":74,"column":7},"end":{"line":74,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1222¿Identifier¿¿1223¿v102¿¿¿¿¿Identifier
1223¿CFG_F_START¿¿1223¿__main__¿¿¿¿¿CFG_F_START
1224¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1225¿CFG_F_START¿¿1225¿729_anon¿¿¿¿¿CFG_F_START
1226¿CFG_F_END¿¿0¿729_anon¿¿¿¿¿CFG_F_END
1227¿CFG_F_START¿¿1227¿751_anon¿¿¿¿¿CFG_F_START
1228¿CFG_F_END¿¿0¿751_anon¿¿¿¿¿CFG_F_END
1229¿CFG_IF_END¿¿0¿810¿¿¿¿¿CFG_IF_END
1230¿CFG_IF_END¿¿0¿802¿¿¿¿¿CFG_IF_END
1231¿CFG_F_START¿¿1231¿838_anon¿¿¿¿¿CFG_F_START
1232¿CFG_F_END¿¿0¿838_anon¿¿¿¿¿CFG_F_END
1233¿CFG_F_START¿¿1233¿880_anon¿¿¿¿¿CFG_F_START
1234¿CFG_F_END¿¿0¿880_anon¿¿¿¿¿CFG_F_END
1235¿CFG_F_START¿¿1235¿912_anon¿¿¿¿¿CFG_F_START
1236¿CFG_F_END¿¿0¿912_anon¿¿¿¿¿CFG_F_END
1237¿CFG_F_START¿¿1237¿955_anon¿¿¿¿¿CFG_F_START
1238¿CFG_F_END¿¿0¿955_anon¿¿¿¿¿CFG_F_END
1239¿CFG_F_START¿¿1239¿1003_anon¿¿¿¿¿CFG_F_START
1240¿CFG_F_END¿¿0¿1003_anon¿¿¿¿¿CFG_F_END
1241¿CFG_IF_END¿¿0¿1011¿¿¿¿¿CFG_IF_END
1242¿CFG_F_START¿¿1242¿1022_ConnectionTester¿¿¿¿¿CFG_F_START
1243¿CFG_F_END¿¿0¿1022_ConnectionTester¿¿¿¿¿CFG_F_END
1244¿CFG_IF_END¿¿0¿1034¿¿¿¿¿CFG_IF_END
1245¿CFG_IF_END¿¿0¿1078¿¿¿¿¿CFG_IF_END
1246¿CFG_IF_END¿¿0¿1101¿¿¿¿¿CFG_IF_END
1247¿CFG_IF_END¿¿0¿1124¿¿¿¿¿CFG_IF_END
1248¿CFG_IF_END¿¿0¿1166¿¿¿¿¿CFG_IF_END
1249¿CFG_IF_END¿¿0¿1150¿¿¿¿¿CFG_IF_END
1250¿CFG_IF_END¿¿0¿1180¿¿¿¿¿CFG_IF_END
1251¿CFG_IF_END¿¿0¿1138¿¿¿¿¿CFG_IF_END
1252¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1253¿PDG_CALL¿¿1223¿1223.CALL->require-o149¿¿¿¿¿PDG_CALL
1254¿PDG_OBJECT¿¿0¿1223.net-o150¿¿¿¿¿PDG_OBJECT
1255¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1256¿PDG_CALL¿¿1223¿1223.CALL->require-o151¿¿¿¿¿PDG_CALL
1257¿PDG_OBJECT¿¿0¿1223.util-o152¿¿¿¿¿PDG_OBJECT
1258¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1259¿PDG_CALL¿¿1223¿1223.CALL->require-o153¿¿¿¿¿PDG_CALL
1260¿PDG_OBJECT¿¿0¿1223.path-o154¿¿¿¿¿PDG_OBJECT
1261¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1262¿PDG_CALL¿¿1223¿1223.CALL->require-o155¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1223.shell-o156¿¿¿¿¿PDG_OBJECT
1264¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1265¿PDG_CALL¿¿1223¿1223.CALL->RegExp-o157¿¿¿¿¿PDG_CALL
1266¿PDG_OBJECT¿¿0¿1223.ValidHostnameRegex-o158¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1225.this-o159¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1225.host-o160¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1223.isValidHostNameOrIP-o161¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1227.this-o162¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1227.host-o163¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1227.port-o164¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1227.connectTimeout-o165¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1223.testSync-o166¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1231.this-o167¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1231.host-o168¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1231.port-o169¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1231.connectTimeout-o170¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1231.callback-o171¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1223.testAsync-o172¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1239.this-o173¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1239.socketTimeout-o174¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1223.v78-o175¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1242.this-o176¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1242.host-o177¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1242.port-o178¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1242.connectTimeout-o179¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1242.callback-o180¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1223.v101-o181¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1223.v102-o182¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1223.v102-o183¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1223.v102.timeout-o184¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1223.v102-o185¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1223.v102.test-o186¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1223.module-o187¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1223.module.exports-o188¿¿¿¿¿PDG_OBJECT
1297¿PDG_CALL¿¿1225¿1225.CALL->net.isIP-o189¿¿¿¿¿PDG_CALL
1298¿PDG_OBJECT¿¿0¿1225.v52-o190¿¿¿¿¿PDG_OBJECT
1299¿PDG_CALL¿¿1225¿1225.CALL->ValidHostnameRegex.test-o191¿¿¿¿¿PDG_CALL
1300¿PDG_OBJECT¿¿0¿1225.v53-o192¿¿¿¿¿PDG_OBJECT
1301¿PDG_RETURN¿¿0¿1225.RET_OBJ-o193¿¿¿¿¿PDG_RETURN
1302¿PDG_OBJECT¿¿0¿1227.process-o194¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1227.process.execPath-o195¿¿¿¿¿PDG_OBJECT
1304¿PDG_CALL¿¿1227¿1227.CALL->path.join-o196¿¿¿¿¿PDG_CALL
1305¿PDG_OBJECT¿¿0¿1227.scriptPath-o197¿¿¿¿¿PDG_OBJECT
1306¿PDG_CALL¿¿1227¿1227.CALL->util.format-o198¿¿¿¿¿PDG_CALL
1307¿PDG_OBJECT¿¿0¿1227.cmd-o199¿¿¿¿¿PDG_OBJECT
1308¿PDG_CALL¿¿1227¿1227.CALL->shell.execSync-o200¿¿¿¿¿PDG_CALL
1309¿PDG_OBJECT¿¿0¿1227.v55-o201¿¿¿¿¿PDG_OBJECT
1310¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1311¿PDG_CALL¿¿1227¿1227.CALL->v55.toString-o202¿¿¿¿¿PDG_CALL
1312¿PDG_OBJECT¿¿0¿1227.shellOut-o203¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1227.output-o204¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1227.output-o205¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1227.output.success-o206¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1227.output-o207¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1227.output.error-o208¿¿¿¿¿PDG_OBJECT
1318¿PDG_CALL¿¿1227¿1227.CALL->shellOut.match-o209¿¿¿¿¿PDG_CALL
1319¿PDG_OBJECT¿¿0¿1227.v56-o210¿¿¿¿¿PDG_OBJECT
