Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3087¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":627,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Program
3203¿Identifier¿¿5268¿v258¿¿¿¿¿Identifier
3204¿BlockStatement¿¿5268¿¿¿¿{"start":{"line":8,"column":35},"end":{"line":26,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3205¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3206¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3207¿Identifier¿¿5268¿vBoxManageBinary¿¿¿{"start":{"line":27,"column":4},"end":{"line":27,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3208¿Literal¿string¿5268¿¿'vboxmanage'¿¿{"start":{"line":27,"column":23},"end":{"line":27,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3209¿VariableDeclarator¿¿5268¿v260¿¿¿{"start":{"line":29,"column":4},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3210¿ArrowFunctionExpression¿¿5268¿¿¿¿{"start":{"line":29,"column":16},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrowFunctionExpression
3211¿Identifier¿¿0¿arg¿¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3212¿VariableDeclarator¿¿5274¿v259¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3213¿CallExpression¿¿5274¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3214¿MemberExpression¿¿5274¿¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3215¿Identifier¿¿5274¿arg¿¿¿{"start":{"line":30,"column":15},"end":{"line":30,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3216¿Identifier¿¿5274¿replace¿¿¿{"start":{"line":30,"column":19},"end":{"line":30,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3217¿Literal¿object¿5274¿¿/([ \t\\|;&'`$*])/g¿¿{"start":{"line":30,"column":27},"end":{"line":30,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3218¿Literal¿string¿5274¿¿'\\$1'¿¿{"start":{"line":30,"column":48},"end":{"line":30,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3219¿ReturnStatement¿¿5274¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
3220¿Identifier¿¿5274¿v259¿¿¿¿¿Identifier
3221¿BlockStatement¿¿5274¿¿¿¿{"start":{"line":29,"column":23},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3222¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":31,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3223¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":29,"column":4},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3224¿Identifier¿¿5268¿escapeArg¿¿¿{"start":{"line":29,"column":4},"end":{"line":29,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3225¿Identifier¿¿5268¿v260¿¿¿¿¿Identifier
3226¿BlockStatement¿¿5268¿¿¿¿{"start":{"line":26,"column":7},"end":{"line":32,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3227¿VariableDeclarator¿¿5268¿VBoxManage¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3228¿ObjectExpression¿¿5268¿¿¿¿¿¿ObjectExpression
3229¿VariableDeclarator¿exported¿5268¿v291¿¿¿{"start":{"line":43,"column":0},"end":{"line":78,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3230¿FunctionExpression¿¿5268¿anon¿¿¿{"start":{"line":43,"column":20},"end":{"line":78,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿FunctionExpression
3231¿Identifier¿¿0¿command¿¿¿{"start":{"line":43,"column":30},"end":{"line":43,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3232¿Identifier¿¿0¿options¿¿¿{"start":{"line":43,"column":39},"end":{"line":43,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3233¿VariableDeclarator¿¿5277¿v261¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3234¿ArrayExpression¿¿5277¿¿¿¿{"start":{"line":45,"column":25},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
3235¿ExpressionStatement¿¿5277¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3236¿AssignmentExpression¿=¿5277¿¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3237¿Identifier¿¿5277¿command¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3238¿LogicalExpression¿||¿5277¿¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿LogicalExpression
3239¿Identifier¿¿5277¿command¿¿¿{"start":{"line":45,"column":14},"end":{"line":45,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3240¿Identifier¿¿5277¿v261¿¿¿¿¿Identifier
3241¿VariableDeclarator¿¿5277¿v262¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3242¿CallExpression¿¿5277¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3243¿MemberExpression¿¿5277¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3244¿Identifier¿¿5277¿Array¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3245¿Identifier¿¿5277¿isArray¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3246¿Identifier¿¿5277¿command¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3247¿VariableDeclarator¿¿5277¿v263¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3248¿UnaryExpression¿!¿5277¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿UnaryExpression
3249¿Identifier¿¿5277¿v262¿¿¿¿¿Identifier
3250¿IfStatement¿¿5277¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":48,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
3251¿Identifier¿¿5277¿v263¿¿¿¿¿Identifier
3252¿ExpressionStatement¿¿5277¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3253¿AssignmentExpression¿=¿5277¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3254¿Identifier¿¿5277¿command¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3255¿ArrayExpression¿¿5277¿¿¿¿{"start":{"line":47,"column":38},"end":{"line":47,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
3256¿Identifier¿¿5277¿command¿¿¿{"start":{"line":47,"column":39},"end":{"line":47,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3257¿BlockStatement¿¿5277¿¿¿¿{"start":{"line":46,"column":33},"end":{"line":48,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
3258¿VariableDeclarator¿¿5277¿v264¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3259¿ObjectExpression¿¿5277¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ObjectExpression
3260¿ExpressionStatement¿¿5277¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3261¿AssignmentExpression¿=¿5277¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3262¿Identifier¿¿5277¿options¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3263¿LogicalExpression¿||¿5277¿¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿LogicalExpression
3264¿Identifier¿¿5277¿options¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3265¿Identifier¿¿5277¿v264¿¿¿¿¿Identifier
3266¿VariableDeclarator¿¿5277¿i¿¿¿{"start":{"line":52,"column":13},"end":{"line":52,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3267¿Literal¿number¿5277¿¿0¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
3268¿VariableDeclarator¿¿5277¿v265¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3269¿MemberExpression¿¿5277¿¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3270¿Identifier¿¿5277¿command¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3271¿Identifier¿¿5277¿length¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3272¿VariableDeclarator¿¿5277¿v266¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3273¿BinaryExpression¿<¿5277¿¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
3274¿Identifier¿¿5277¿i¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3275¿Identifier¿¿5277¿v265¿¿¿¿¿Identifier
3276¿WhileStatement¿¿5277¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":54,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿WhileStatement
3277¿Identifier¿¿5277¿v266¿¿¿¿¿Identifier
3278¿VariableDeclarator¿¿5277¿v268¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3279¿MemberExpression¿computed¿5277¿¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3280¿Identifier¿¿5277¿command¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3281¿Identifier¿¿5277¿i¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3282¿VariableDeclarator¿¿5277¿v269¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
3283¿CallExpression¿¿5277¿¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
3284¿Identifier¿¿5277¿escapeArg¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3285¿Identifier¿¿5277¿v268¿¿¿¿¿Identifier
3286¿ExpressionStatement¿¿5277¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
3287¿AssignmentExpression¿=¿5277¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
3288¿MemberExpression¿computed¿5277¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
3289¿Identifier¿¿5277¿command¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3290¿Identifier¿¿5277¿i¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
3291¿Identifier¿¿5277¿v269¿¿¿¿¿Identifier
3292¿VariableDeclarator¿¿5277¿v267¿¿¿{"start":{"line":52,"column":40},"end":{"line":52,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
