Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
997¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Program
1476¿Identifier¿¿1734¿v145¿¿¿¿¿Identifier
1477¿VariableDeclarator¿¿1734¿v147¿¿¿{"start":{"line":103,"column":11},"end":{"line":105,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1478¿CallExpression¿¿1734¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":105,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1479¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":105,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1480¿Identifier¿¿1734¿v146¿¿¿¿¿Identifier
1481¿Identifier¿¿1734¿filter¿¿¿{"start":{"line":105,"column":7},"end":{"line":105,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1482¿Identifier¿¿1734¿Boolean¿¿¿{"start":{"line":105,"column":14},"end":{"line":105,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1483¿ReturnStatement¿¿1734¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":105,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1484¿Identifier¿¿1734¿v147¿¿¿¿¿Identifier
1485¿BlockStatement¿¿1734¿¿¿¿{"start":{"line":101,"column":49},"end":{"line":106,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1486¿BlockStatement¿¿1734¿¿¿¿¿¿BlockStatement
1487¿VariableDeclarator¿¿1734¿v148¿¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1488¿MemberExpression¿computed¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1489¿Identifier¿¿1734¿data¿¿¿{"start":{"line":108,"column":9},"end":{"line":108,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1490¿Literal¿number¿1734¿¿0¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1491¿VariableDeclarator¿¿1734¿v149¿¿¿{"start":{"line":108,"column":9},"end":{"line":109,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1492¿CallExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":109,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1493¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":109,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1494¿Identifier¿¿1734¿v148¿¿¿¿¿Identifier
1495¿Identifier¿¿1734¿trim¿¿¿{"start":{"line":109,"column":5},"end":{"line":109,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1496¿VariableDeclarator¿¿1734¿v150¿¿¿{"start":{"line":108,"column":9},"end":{"line":110,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1497¿CallExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":110,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1498¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":110,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1499¿Identifier¿¿1734¿v149¿¿¿¿¿Identifier
1500¿Identifier¿¿1734¿split¿¿¿{"start":{"line":110,"column":5},"end":{"line":110,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1501¿Literal¿string¿1734¿¿'\n'¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1502¿VariableDeclarator¿¿1734¿v152¿¿¿{"start":{"line":111,"column":9},"end":{"line":113,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1503¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":111,"column":9},"end":{"line":113,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1504¿Identifier¿¿0¿row¿¿¿{"start":{"line":111,"column":19},"end":{"line":111,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1505¿VariableDeclarator¿¿1743¿v151¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1506¿CallExpression¿¿1743¿¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1507¿Identifier¿¿1743¿parseRow¿¿¿{"start":{"line":112,"column":13},"end":{"line":112,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1508¿Identifier¿¿1743¿row¿¿¿{"start":{"line":112,"column":22},"end":{"line":112,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1509¿Identifier¿¿1743¿servers¿¿¿{"start":{"line":112,"column":27},"end":{"line":112,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1510¿ReturnStatement¿¿1743¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1511¿Identifier¿¿1743¿v151¿¿¿¿¿Identifier
1512¿BlockStatement¿¿1743¿¿¿¿{"start":{"line":111,"column":24},"end":{"line":113,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1513¿VariableDeclarator¿¿1734¿v153¿¿¿{"start":{"line":108,"column":9},"end":{"line":113,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1514¿CallExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":113,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1515¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":111,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1516¿Identifier¿¿1734¿v150¿¿¿¿¿Identifier
1517¿Identifier¿¿1734¿map¿¿¿{"start":{"line":111,"column":5},"end":{"line":111,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1518¿Identifier¿¿1734¿v152¿¿¿¿¿Identifier
1519¿VariableDeclarator¿¿1734¿v154¿¿¿{"start":{"line":108,"column":9},"end":{"line":114,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1520¿CallExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":114,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1521¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":108,"column":9},"end":{"line":114,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1522¿Identifier¿¿1734¿v153¿¿¿¿¿Identifier
1523¿Identifier¿¿1734¿filter¿¿¿{"start":{"line":114,"column":5},"end":{"line":114,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1524¿Identifier¿¿1734¿Boolean¿¿¿{"start":{"line":114,"column":12},"end":{"line":114,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1525¿ReturnStatement¿¿1734¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":114,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1526¿Identifier¿¿1734¿v154¿¿¿¿¿Identifier
1527¿BlockStatement¿¿1734¿¿¿¿{"start":{"line":91,"column":25},"end":{"line":115,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1528¿VariableDeclarator¿¿1713¿arpOne¿¿¿{"start":{"line":120,"column":0},"end":{"line":126,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1529¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":120,"column":0},"end":{"line":126,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1530¿Identifier¿¿0¿address¿¿¿{"start":{"line":120,"column":17},"end":{"line":120,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1531¿VariableDeclarator¿¿1745¿v155¿¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1532¿CallExpression¿¿1745¿¿¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1533¿MemberExpression¿¿1745¿¿¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1534¿Identifier¿¿1745¿ip¿¿¿{"start":{"line":121,"column":7},"end":{"line":121,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1535¿Identifier¿¿1745¿isV4Format¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1536¿Identifier¿¿1745¿address¿¿¿{"start":{"line":121,"column":21},"end":{"line":121,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1537¿VariableDeclarator¿¿1745¿v156¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1538¿UnaryExpression¿!¿1745¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1539¿Identifier¿¿1745¿v155¿¿¿¿¿Identifier
1540¿VariableDeclarator¿¿1745¿v157¿¿¿{"start":{"line":121,"column":34},"end":{"line":121,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1541¿CallExpression¿¿1745¿¿¿¿{"start":{"line":121,"column":34},"end":{"line":121,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1542¿MemberExpression¿¿1745¿¿¿¿{"start":{"line":121,"column":34},"end":{"line":121,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1543¿Identifier¿¿1745¿ip¿¿¿{"start":{"line":121,"column":34},"end":{"line":121,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1544¿Identifier¿¿1745¿isV6Format¿¿¿{"start":{"line":121,"column":37},"end":{"line":121,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1545¿Identifier¿¿1745¿address¿¿¿{"start":{"line":121,"column":48},"end":{"line":121,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1546¿VariableDeclarator¿¿1745¿v158¿¿¿{"start":{"line":121,"column":33},"end":{"line":121,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1547¿UnaryExpression¿!¿1745¿¿¿¿{"start":{"line":121,"column":33},"end":{"line":121,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1548¿Identifier¿¿1745¿v157¿¿¿¿¿Identifier
1549¿VariableDeclarator¿¿1745¿v159¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1550¿LogicalExpression¿&&¿1745¿¿¿¿{"start":{"line":121,"column":6},"end":{"line":121,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿LogicalExpression
1551¿Identifier¿¿1745¿v156¿¿¿¿¿Identifier
1552¿Identifier¿¿1745¿v158¿¿¿¿¿Identifier
1553¿IfStatement¿¿1745¿¿¿¿{"start":{"line":121,"column":2},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1554¿Identifier¿¿1745¿v159¿¿¿¿¿Identifier
1555¿VariableDeclarator¿¿1745¿v160¿¿¿{"start":{"line":122,"column":26},"end":{"line":122,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1556¿NewExpression¿¿1745¿¿¿¿{"start":{"line":122,"column":26},"end":{"line":122,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿NewExpression
1557¿Identifier¿¿1745¿Error¿¿¿{"start":{"line":122,"column":30},"end":{"line":122,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1558¿Literal¿string¿1745¿¿'Invalid IP address provided.'¿¿{"start":{"line":122,"column":36},"end":{"line":122,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1559¿VariableDeclarator¿¿1745¿v161¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1560¿CallExpression¿¿1745¿¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1561¿MemberExpression¿¿1745¿¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1562¿Identifier¿¿1745¿Promise¿¿¿{"start":{"line":122,"column":11},"end":{"line":122,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1563¿Identifier¿¿1745¿reject¿¿¿{"start":{"line":122,"column":19},"end":{"line":122,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1564¿Identifier¿¿1745¿v160¿¿¿¿¿Identifier
1565¿ReturnStatement¿¿1745¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1566¿Identifier¿¿1745¿v161¿¿¿¿¿Identifier
1567¿BlockStatement¿¿1745¿¿¿¿{"start":{"line":121,"column":58},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1568¿VariableDeclarator¿¿1745¿v162¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1569¿BinaryExpression¿+¿1745¿¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BinaryExpression
1570¿Literal¿string¿1745¿¿'arp -n '¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1571¿Identifier¿¿1745¿address¿¿¿{"start":{"line":125,"column":29},"end":{"line":125,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1572¿VariableDeclarator¿¿1745¿v163¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1573¿CallExpression¿¿1745¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1574¿MemberExpression¿¿1745¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1575¿Identifier¿¿1745¿cp¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1576¿Identifier¿¿1745¿exec¿¿¿{"start":{"line":125,"column":12},"end":{"line":125,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1577¿Identifier¿¿1745¿v162¿¿¿¿¿Identifier
1578¿Identifier¿¿1745¿options¿¿¿{"start":{"line":125,"column":38},"end":{"line":125,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1579¿VariableDeclarator¿¿1745¿v164¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1580¿CallExpression¿¿1745¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1581¿MemberExpression¿¿1745¿¿¿¿{"start":{"line":125,"column":9},"end":{"line":125,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1582¿Identifier¿¿1745¿v163¿¿¿¿¿Identifier
1583¿Identifier¿¿1745¿then¿¿¿{"start":{"line":125,"column":47},"end":{"line":125,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1584¿Identifier¿¿1745¿parseOne¿¿¿{"start":{"line":125,"column":52},"end":{"line":125,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1585¿ReturnStatement¿¿1745¿¿¿¿{"start":{"line":125,"column":2},"end":{"line":125,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1586¿Identifier¿¿1745¿v164¿¿¿¿¿Identifier
1587¿BlockStatement¿¿1745¿¿¿¿{"start":{"line":120,"column":26},"end":{"line":126,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1588¿VariableDeclarator¿¿1713¿parseOne¿¿¿{"start":{"line":131,"column":0},"end":{"line":150,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1589¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":131,"column":0},"end":{"line":150,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1590¿Identifier¿¿0¿data¿¿¿{"start":{"line":131,"column":19},"end":{"line":131,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1591¿VariableDeclarator¿¿1748¿v165¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1592¿UnaryExpression¿!¿1748¿¿¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1593¿Identifier¿¿1748¿data¿¿¿{"start":{"line":132,"column":7},"end":{"line":132,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1594¿VariableDeclarator¿¿1748¿v166¿¿¿{"start":{"line":132,"column":16},"end":{"line":132,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1595¿MemberExpression¿computed¿1748¿¿¿¿{"start":{"line":132,"column":16},"end":{"line":132,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1596¿Identifier¿¿1748¿data¿¿¿{"start":{"line":132,"column":16},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1597¿Literal¿number¿1748¿¿0¿¿{"start":{"line":132,"column":21},"end":{"line":132,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1598¿VariableDeclarator¿¿1748¿v167¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1599¿UnaryExpression¿!¿1748¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1600¿Identifier¿¿1748¿v166¿¿¿¿¿Identifier
