Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
882¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":126,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Program
1364¿ExpressionStatement¿¿1575¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":101,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1365¿Identifier¿¿1575¿v149¿¿¿¿¿Identifier
1366¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":91,"column":35},"end":{"line":102,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1367¿BlockStatement¿¿1575¿¿¿¿¿¿BlockStatement
1368¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":103,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1369¿CatchClause¿¿1575¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":105,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CatchClause
1370¿VariableDeclarator¿¿1575¿v150¿¿¿{"start":{"line":104,"column":53},"end":{"line":104,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1371¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":104,"column":53},"end":{"line":104,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1372¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":104,"column":53},"end":{"line":104,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1373¿Identifier¿¿1575¿name¿¿¿{"start":{"line":104,"column":59},"end":{"line":104,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1374¿VariableDeclarator¿¿1575¿v151¿¿¿{"start":{"line":104,"column":21},"end":{"line":104,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1375¿TemplateLiteral¿¿1575¿¿¿¿{"start":{"line":104,"column":21},"end":{"line":104,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿TemplateLiteral
1376¿Identifier¿¿1575¿v150¿¿¿¿¿Identifier
1377¿VariableDeclarator¿¿1575¿v152¿¿¿{"start":{"line":104,"column":68},"end":{"line":104,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1378¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":104,"column":68},"end":{"line":104,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1379¿Identifier¿¿1575¿error¿¿¿{"start":{"line":104,"column":68},"end":{"line":104,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1380¿Identifier¿¿1575¿message¿¿¿{"start":{"line":104,"column":74},"end":{"line":104,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1381¿VariableDeclarator¿¿1575¿v153¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1382¿CallExpression¿¿1575¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1383¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1384¿Identifier¿¿1575¿console¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1385¿Identifier¿¿1575¿warn¿¿¿{"start":{"line":104,"column":16},"end":{"line":104,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1386¿Identifier¿¿1575¿v151¿¿¿¿¿Identifier
1387¿Identifier¿¿1575¿v152¿¿¿¿¿Identifier
1388¿ExpressionStatement¿¿1575¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1389¿Identifier¿¿1575¿v153¿¿¿¿¿Identifier
1390¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":103,"column":22},"end":{"line":105,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1391¿Identifier¿¿1575¿error¿¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1392¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":75,"column":29},"end":{"line":106,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1393¿VariableDeclarator¿¿1570¿v155¿¿¿{"start":{"line":75,"column":4},"end":{"line":106,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1394¿CallExpression¿¿1570¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":106,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1395¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1396¿Identifier¿¿1570¿entries¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1397¿Identifier¿¿1570¿forEach¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1398¿Identifier¿¿1570¿v154¿¿¿¿¿Identifier
1399¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":106,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1400¿Identifier¿¿1570¿v155¿¿¿¿¿Identifier
1401¿VariableDeclarator¿¿1570¿v162¿¿¿{"start":{"line":108,"column":21},"end":{"line":112,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1402¿ArrowFunctionExpression¿¿1570¿¿¿¿{"start":{"line":108,"column":21},"end":{"line":112,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ArrowFunctionExpression
1403¿Identifier¿¿0¿a¿¿¿{"start":{"line":108,"column":22},"end":{"line":108,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1404¿Identifier¿¿0¿b¿¿¿{"start":{"line":108,"column":25},"end":{"line":108,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1405¿VariableDeclarator¿¿1583¿v156¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1406¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1407¿Identifier¿¿1583¿a¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1408¿Identifier¿¿1583¿isParent¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1409¿IfStatement¿¿1583¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1410¿Identifier¿¿1583¿v156¿¿¿¿¿Identifier
1411¿VariableDeclarator¿¿1583¿v157¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1412¿UnaryExpression¿-¿1583¿¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿UnaryExpression
1413¿Literal¿number¿1583¿¿1¿¿{"start":{"line":109,"column":30},"end":{"line":109,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1414¿ReturnStatement¿¿1583¿¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1415¿Identifier¿¿1583¿v157¿¿¿¿¿Identifier
1416¿BlockStatement¿¿1583¿¿¿¿¿¿BlockStatement
1417¿VariableDeclarator¿¿1583¿v158¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1418¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1419¿Identifier¿¿1583¿b¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1420¿Identifier¿¿1583¿isParent¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1421¿IfStatement¿¿1583¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1422¿Identifier¿¿1583¿v158¿¿¿¿¿Identifier
1423¿ReturnStatement¿¿1583¿¿¿¿{"start":{"line":110,"column":22},"end":{"line":110,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1424¿Literal¿number¿1583¿¿1¿¿{"start":{"line":110,"column":29},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1425¿BlockStatement¿¿1583¿¿¿¿¿¿BlockStatement
1426¿VariableDeclarator¿¿1583¿v159¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1427¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1428¿Identifier¿¿1583¿a¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1429¿Identifier¿¿1583¿name¿¿¿{"start":{"line":111,"column":15},"end":{"line":111,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1430¿VariableDeclarator¿¿1583¿v160¿¿¿{"start":{"line":111,"column":34},"end":{"line":111,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1431¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":111,"column":34},"end":{"line":111,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1432¿Identifier¿¿1583¿b¿¿¿{"start":{"line":111,"column":34},"end":{"line":111,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1433¿Identifier¿¿1583¿name¿¿¿{"start":{"line":111,"column":36},"end":{"line":111,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1434¿VariableDeclarator¿¿1583¿v161¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1435¿CallExpression¿¿1583¿¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1436¿MemberExpression¿¿1583¿¿¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1437¿Identifier¿¿1583¿v159¿¿¿¿¿Identifier
1438¿Identifier¿¿1583¿localeCompare¿¿¿{"start":{"line":111,"column":20},"end":{"line":111,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1439¿Identifier¿¿1583¿v160¿¿¿¿¿Identifier
1440¿ReturnStatement¿¿1583¿¿¿¿{"start":{"line":111,"column":6},"end":{"line":111,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1441¿Identifier¿¿1583¿v161¿¿¿¿¿Identifier
1442¿BlockStatement¿¿1583¿¿¿¿{"start":{"line":108,"column":31},"end":{"line":112,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1443¿VariableDeclarator¿¿1570¿v163¿¿¿{"start":{"line":108,"column":4},"end":{"line":112,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1444¿CallExpression¿¿1570¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":112,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1445¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1446¿Identifier¿¿1570¿directories¿¿¿{"start":{"line":108,"column":4},"end":{"line":108,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1447¿Identifier¿¿1570¿sort¿¿¿{"start":{"line":108,"column":16},"end":{"line":108,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1448¿Identifier¿¿1570¿v162¿¿¿¿¿Identifier
1449¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":108,"column":4},"end":{"line":112,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1450¿Identifier¿¿1570¿v163¿¿¿¿¿Identifier
1451¿VariableDeclarator¿¿1570¿v167¿¿¿{"start":{"line":113,"column":15},"end":{"line":113,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1452¿ArrowFunctionExpression¿¿1570¿¿¿¿{"start":{"line":113,"column":15},"end":{"line":113,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ArrowFunctionExpression
1453¿Identifier¿¿0¿a¿¿¿{"start":{"line":113,"column":16},"end":{"line":113,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1454¿Identifier¿¿0¿b¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1587¿v164¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1456¿MemberExpression¿¿1587¿¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1457¿Identifier¿¿1587¿a¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1458¿Identifier¿¿1587¿name¿¿¿{"start":{"line":113,"column":27},"end":{"line":113,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1459¿VariableDeclarator¿¿1587¿v165¿¿¿{"start":{"line":113,"column":46},"end":{"line":113,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1460¿MemberExpression¿¿1587¿¿¿¿{"start":{"line":113,"column":46},"end":{"line":113,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1461¿Identifier¿¿1587¿b¿¿¿{"start":{"line":113,"column":46},"end":{"line":113,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1462¿Identifier¿¿1587¿name¿¿¿{"start":{"line":113,"column":48},"end":{"line":113,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1463¿VariableDeclarator¿¿1587¿v166¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1464¿CallExpression¿¿1587¿¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1465¿MemberExpression¿¿1587¿¿¿¿{"start":{"line":113,"column":25},"end":{"line":113,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1466¿Identifier¿¿1587¿v164¿¿¿¿¿Identifier
1467¿Identifier¿¿1587¿localeCompare¿¿¿{"start":{"line":113,"column":32},"end":{"line":113,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1468¿Identifier¿¿1587¿v165¿¿¿¿¿Identifier
1469¿ReturnStatement¿¿1587¿¿¿¿¿¿ReturnStatement
1470¿Identifier¿¿1587¿v166¿¿¿¿¿Identifier
1471¿BlockStatement¿¿1587¿¿¿¿¿¿BlockStatement
1472¿VariableDeclarator¿¿1570¿v168¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1473¿CallExpression¿¿1570¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1474¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1475¿Identifier¿¿1570¿files¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1476¿Identifier¿¿1570¿sort¿¿¿{"start":{"line":113,"column":10},"end":{"line":113,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1477¿Identifier¿¿1570¿v167¿¿¿¿¿Identifier
1478¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":113,"column":4},"end":{"line":113,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1479¿Identifier¿¿1570¿v168¿¿¿¿¿Identifier
1480¿VariableDeclarator¿¿1570¿v169¿¿¿{"start":{"line":117,"column":15},"end":{"line":117,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1481¿BinaryExpression¿===¿1570¿¿¿¿{"start":{"line":117,"column":15},"end":{"line":117,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BinaryExpression
1482¿Identifier¿¿1570¿hereReal¿¿¿{"start":{"line":117,"column":15},"end":{"line":117,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1483¿Identifier¿¿1570¿baseReal¿¿¿{"start":{"line":117,"column":28},"end":{"line":117,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1484¿VariableDeclarator¿¿1570¿v170¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1485¿BinaryExpression¿!==¿1570¿¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BinaryExpression
1486¿Identifier¿¿1570¿hereReal¿¿¿{"start":{"line":118,"column":19},"end":{"line":118,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1487¿Identifier¿¿1570¿baseReal¿¿¿{"start":{"line":118,"column":32},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1488¿VariableDeclarator¿¿1570¿v171¿¿¿{"start":{"line":118,"column":43},"end":{"line":118,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1489¿CallExpression¿¿1570¿¿¿¿{"start":{"line":118,"column":43},"end":{"line":118,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1490¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":118,"column":43},"end":{"line":118,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
