Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5201¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":617,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Program
5321¿VariableDeclarator¿¿9170¿v514¿¿¿{"start":{"line":21,"column":17},"end":{"line":21,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5322¿ArrowFunctionExpression¿¿9170¿¿¿¿{"start":{"line":21,"column":17},"end":{"line":21,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ArrowFunctionExpression
5323¿VariableDeclarator¿¿9172¿v511¿¿¿{"start":{"line":21,"column":82},"end":{"line":21,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5324¿MemberExpression¿¿9172¿¿¿¿{"start":{"line":21,"column":82},"end":{"line":21,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5325¿ThisExpression¿¿9172¿¿¿¿{"start":{"line":21,"column":82},"end":{"line":21,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5326¿Identifier¿¿9172¿fileTimeout¿¿¿{"start":{"line":21,"column":87},"end":{"line":21,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5327¿VariableDeclarator¿¿9172¿v512¿¿¿{"start":{"line":21,"column":30},"end":{"line":21,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5328¿NewExpression¿¿9172¿¿¿¿{"start":{"line":21,"column":30},"end":{"line":21,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿NewExpression
5329¿Identifier¿¿9172¿Error¿¿¿{"start":{"line":21,"column":34},"end":{"line":21,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5330¿TemplateLiteral¿¿9172¿¿¿¿{"start":{"line":21,"column":40},"end":{"line":21,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
5331¿Identifier¿¿9172¿operation¿¿¿{"start":{"line":21,"column":52},"end":{"line":21,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5332¿Identifier¿¿9172¿v511¿¿¿¿¿Identifier
5333¿VariableDeclarator¿¿9172¿v513¿¿¿{"start":{"line":21,"column":23},"end":{"line":21,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5334¿CallExpression¿¿9172¿¿¿¿{"start":{"line":21,"column":23},"end":{"line":21,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5335¿Identifier¿¿9172¿reject¿¿¿{"start":{"line":21,"column":23},"end":{"line":21,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5336¿Identifier¿¿9172¿v512¿¿¿¿¿Identifier
5337¿ReturnStatement¿¿9172¿¿¿¿¿¿ReturnStatement
5338¿Identifier¿¿9172¿v513¿¿¿¿¿Identifier
5339¿BlockStatement¿¿9172¿¿¿¿¿¿BlockStatement
5340¿VariableDeclarator¿¿9170¿v515¿¿¿{"start":{"line":21,"column":106},"end":{"line":21,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5341¿MemberExpression¿¿9170¿¿¿¿{"start":{"line":21,"column":106},"end":{"line":21,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5342¿ThisExpression¿¿9170¿¿¿¿{"start":{"line":21,"column":106},"end":{"line":21,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5343¿Identifier¿¿9170¿fileTimeout¿¿¿{"start":{"line":21,"column":111},"end":{"line":21,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5344¿VariableDeclarator¿¿9170¿v516¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":123},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5345¿CallExpression¿¿9170¿¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":123},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5346¿Identifier¿¿9170¿setTimeout¿¿¿{"start":{"line":21,"column":6},"end":{"line":21,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5347¿Identifier¿¿9170¿v514¿¿¿¿¿Identifier
5348¿Identifier¿¿9170¿v515¿¿¿¿¿Identifier
5349¿ReturnStatement¿¿9170¿¿¿¿¿¿ReturnStatement
5350¿Identifier¿¿9170¿v516¿¿¿¿¿Identifier
5351¿BlockStatement¿¿9170¿¿¿¿¿¿BlockStatement
5352¿VariableDeclarator¿¿9168¿timeoutPromise¿¿¿{"start":{"line":20,"column":10},"end":{"line":22,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5353¿NewExpression¿¿9168¿¿¿¿{"start":{"line":20,"column":27},"end":{"line":22,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿NewExpression
5354¿Identifier¿¿9168¿Promise¿¿¿{"start":{"line":20,"column":31},"end":{"line":20,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5355¿Identifier¿¿9168¿v517¿¿¿¿¿Identifier
5356¿TryStatement¿¿9168¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TryStatement
5357¿VariableDeclarator¿¿9168¿v518¿¿¿{"start":{"line":25,"column":32},"end":{"line":25,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5358¿ArrayExpression¿¿9168¿¿¿¿{"start":{"line":25,"column":32},"end":{"line":25,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ArrayExpression
5359¿Identifier¿¿9168¿promise¿¿¿{"start":{"line":25,"column":33},"end":{"line":25,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5360¿Identifier¿¿9168¿timeoutPromise¿¿¿{"start":{"line":25,"column":42},"end":{"line":25,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5361¿ReturnStatement¿¿9168¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ReturnStatement
5362¿AwaitExpression¿¿9168¿¿¿¿{"start":{"line":25,"column":13},"end":{"line":25,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AwaitExpression
5363¿CallExpression¿¿9168¿¿¿¿{"start":{"line":25,"column":19},"end":{"line":25,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5364¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":25,"column":19},"end":{"line":25,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5365¿Identifier¿¿9168¿Promise¿¿¿{"start":{"line":25,"column":19},"end":{"line":25,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5366¿Identifier¿¿9168¿race¿¿¿{"start":{"line":25,"column":27},"end":{"line":25,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5367¿Identifier¿¿9168¿v518¿¿¿¿¿Identifier
5368¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":24,"column":8},"end":{"line":26,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5369¿CatchClause¿¿9168¿¿¿¿{"start":{"line":26,"column":6},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CatchClause
5370¿VariableDeclarator¿¿9168¿v519¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5371¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5372¿Identifier¿¿9168¿error¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5373¿Identifier¿¿9168¿message¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5374¿VariableDeclarator¿¿9168¿v520¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5375¿CallExpression¿¿9168¿¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5376¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":27,"column":10},"end":{"line":27,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5377¿Identifier¿¿9168¿v519¿¿¿¿¿Identifier
5378¿Identifier¿¿9168¿includes¿¿¿{"start":{"line":27,"column":24},"end":{"line":27,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5379¿Literal¿string¿9168¿¿'Timeout'¿¿{"start":{"line":27,"column":33},"end":{"line":27,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
5380¿IfStatement¿¿9168¿¿¿¿{"start":{"line":27,"column":6},"end":{"line":29,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
5381¿Identifier¿¿9168¿v520¿¿¿¿¿Identifier
5382¿VariableDeclarator¿¿9168¿v521¿¿¿{"start":{"line":28,"column":68},"end":{"line":28,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5383¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":28,"column":68},"end":{"line":28,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5384¿ThisExpression¿¿9168¿¿¿¿{"start":{"line":28,"column":68},"end":{"line":28,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
5385¿Identifier¿¿9168¿fileTimeout¿¿¿{"start":{"line":28,"column":73},"end":{"line":28,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5386¿VariableDeclarator¿¿9168¿v522¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5387¿TemplateLiteral¿¿9168¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":28,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
5388¿Identifier¿¿9168¿operation¿¿¿{"start":{"line":28,"column":39},"end":{"line":28,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5389¿Identifier¿¿9168¿v521¿¿¿¿¿Identifier
5390¿VariableDeclarator¿¿9168¿v523¿¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5391¿CallExpression¿¿9168¿¿¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5392¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5393¿Identifier¿¿9168¿chalk¿¿¿{"start":{"line":28,"column":22},"end":{"line":28,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5394¿Identifier¿¿9168¿red¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5395¿Identifier¿¿9168¿v522¿¿¿¿¿Identifier
5396¿VariableDeclarator¿¿9168¿v524¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
5397¿CallExpression¿¿9168¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
5398¿MemberExpression¿¿9168¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5399¿Identifier¿¿9168¿console¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5400¿Identifier¿¿9168¿error¿¿¿{"start":{"line":28,"column":16},"end":{"line":28,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5401¿Identifier¿¿9168¿v523¿¿¿¿¿Identifier
5402¿ExpressionStatement¿¿9168¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5403¿Identifier¿¿9168¿v524¿¿¿¿¿Identifier
5404¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":27,"column":45},"end":{"line":29,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5405¿ThrowStatement¿¿9168¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThrowStatement
5406¿Identifier¿¿9168¿error¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5407¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":31,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5408¿Identifier¿¿9168¿error¿¿¿{"start":{"line":26,"column":13},"end":{"line":26,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5409¿BlockStatement¿¿9168¿¿¿¿{"start":{"line":19,"column":59},"end":{"line":32,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
5410¿ExpressionStatement¿¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
5411¿AssignmentExpression¿=¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
5412¿MemberExpression¿¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
5413¿Identifier¿¿9164¿LOPManager¿¿¿{"start":{"line":9,"column":6},"end":{"line":9,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
5414¿Identifier¿¿9164¿withTimeout¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
