Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
843¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Program
1357¿Identifier¿¿1484¿container¿¿¿{"start":{"line":162,"column":7},"end":{"line":162,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1358¿IfStatement¿¿1484¿¿¿¿{"start":{"line":162,"column":2},"end":{"line":164,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1359¿Identifier¿¿1484¿v109¿¿¿¿¿Identifier
1360¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1361¿AssignmentExpression¿=¿1484¿¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1362¿Identifier¿¿1484¿container¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1363¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1364¿Identifier¿¿1484¿config¿¿¿{"start":{"line":163,"column":16},"end":{"line":163,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1365¿Identifier¿¿1484¿default_php_container¿¿¿{"start":{"line":163,"column":23},"end":{"line":163,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1366¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":162,"column":18},"end":{"line":164,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1367¿VariableDeclarator¿¿1484¿composeArgs¿¿¿{"start":{"line":166,"column":6},"end":{"line":166,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1368¿IfStatement¿¿1484¿¿¿¿{"start":{"line":168,"column":2},"end":{"line":192,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1369¿Identifier¿¿1484¿currentSiteName¿¿¿{"start":{"line":168,"column":6},"end":{"line":168,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1370¿VariableDeclarator¿¿1484¿v110¿¿¿{"start":{"line":169,"column":62},"end":{"line":169,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1371¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":169,"column":62},"end":{"line":169,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1372¿Identifier¿¿1484¿environment¿¿¿{"start":{"line":169,"column":62},"end":{"line":169,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1373¿Identifier¿¿1484¿currentPathInSite¿¿¿{"start":{"line":169,"column":74},"end":{"line":169,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1374¿VariableDeclarator¿¿1484¿workdir¿¿¿{"start":{"line":169,"column":10},"end":{"line":169,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1375¿TemplateLiteral¿¿1484¿¿¿¿{"start":{"line":169,"column":20},"end":{"line":169,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿TemplateLiteral
1376¿Identifier¿¿1484¿currentSiteName¿¿¿{"start":{"line":169,"column":43},"end":{"line":169,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1377¿Identifier¿¿1484¿v110¿¿¿¿¿Identifier
1378¿VariableDeclarator¿¿1484¿wpPath¿¿¿{"start":{"line":170,"column":10},"end":{"line":170,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1379¿TemplateLiteral¿¿1484¿¿¿¿{"start":{"line":170,"column":19},"end":{"line":170,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿TemplateLiteral
1380¿Identifier¿¿1484¿currentSiteName¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1381¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":171,"column":4},"end":{"line":179,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1382¿AssignmentExpression¿=¿1484¿¿¿¿{"start":{"line":171,"column":4},"end":{"line":179,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1383¿Identifier¿¿1484¿composeArgs¿¿¿{"start":{"line":171,"column":4},"end":{"line":171,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1384¿ArrayExpression¿¿1484¿¿¿¿{"start":{"line":171,"column":18},"end":{"line":179,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ArrayExpression
1385¿Literal¿string¿1484¿¿'exec'¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1386¿Literal¿string¿1484¿¿'--user=www-data'¿¿{"start":{"line":173,"column":6},"end":{"line":173,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1387¿Literal¿string¿1484¿¿'-w'¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1388¿Identifier¿¿1484¿workdir¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1389¿Identifier¿¿1484¿container¿¿¿{"start":{"line":175,"column":6},"end":{"line":175,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1390¿Literal¿string¿1484¿¿'wp'¿¿{"start":{"line":176,"column":6},"end":{"line":176,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1391¿TemplateLiteral¿¿1484¿¿¿¿{"start":{"line":177,"column":6},"end":{"line":177,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿TemplateLiteral
1392¿Identifier¿¿1484¿wpPath¿¿¿{"start":{"line":177,"column":16},"end":{"line":177,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1393¿SpreadElement¿¿1484¿¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿SpreadElement
1394¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":168,"column":23},"end":{"line":180,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1395¿VariableDeclarator¿¿1484¿v111¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1396¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1397¿Identifier¿¿1484¿commandArgs¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1398¿Identifier¿¿1484¿length¿¿¿{"start":{"line":180,"column":25},"end":{"line":180,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1399¿VariableDeclarator¿¿1484¿v112¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1400¿BinaryExpression¿===¿1484¿¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BinaryExpression
1401¿Identifier¿¿1484¿v111¿¿¿¿¿Identifier
1402¿Literal¿number¿1484¿¿1¿¿{"start":{"line":180,"column":36},"end":{"line":180,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1403¿VariableDeclarator¿¿1484¿v113¿¿¿{"start":{"line":180,"column":41},"end":{"line":180,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1404¿MemberExpression¿computed¿1484¿¿¿¿{"start":{"line":180,"column":41},"end":{"line":180,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1405¿Identifier¿¿1484¿commandArgs¿¿¿{"start":{"line":180,"column":41},"end":{"line":180,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1406¿Literal¿number¿1484¿¿0¿¿{"start":{"line":180,"column":53},"end":{"line":180,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1407¿VariableDeclarator¿¿1484¿v114¿¿¿{"start":{"line":180,"column":41},"end":{"line":180,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1408¿BinaryExpression¿===¿1484¿¿¿¿{"start":{"line":180,"column":41},"end":{"line":180,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BinaryExpression
1409¿Identifier¿¿1484¿v113¿¿¿¿¿Identifier
1410¿Literal¿string¿1484¿¿'--info'¿¿{"start":{"line":180,"column":60},"end":{"line":180,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1411¿VariableDeclarator¿¿1484¿v115¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1412¿LogicalExpression¿&&¿1484¿¿¿¿{"start":{"line":180,"column":13},"end":{"line":180,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿LogicalExpression
1413¿Identifier¿¿1484¿v112¿¿¿¿¿Identifier
1414¿Identifier¿¿1484¿v114¿¿¿¿¿Identifier
1415¿IfStatement¿¿1484¿¿¿¿{"start":{"line":180,"column":9},"end":{"line":192,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1416¿Identifier¿¿1484¿v115¿¿¿¿¿Identifier
1417¿VariableDeclarator¿¿1484¿v116¿¿¿{"start":{"line":185,"column":19},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1418¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":185,"column":19},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1419¿Identifier¿¿1484¿config¿¿¿{"start":{"line":185,"column":19},"end":{"line":185,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1420¿Identifier¿¿1484¿default_php_container¿¿¿{"start":{"line":185,"column":26},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1421¿VariableDeclarator¿¿1484¿v117¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1422¿LogicalExpression¿||¿1484¿¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿LogicalExpression
1423¿Identifier¿¿1484¿container¿¿¿{"start":{"line":185,"column":6},"end":{"line":185,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1424¿Identifier¿¿1484¿v116¿¿¿¿¿Identifier
1425¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":181,"column":4},"end":{"line":188,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1426¿AssignmentExpression¿=¿1484¿¿¿¿{"start":{"line":181,"column":4},"end":{"line":188,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1427¿Identifier¿¿1484¿composeArgs¿¿¿{"start":{"line":181,"column":4},"end":{"line":181,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1428¿ArrayExpression¿¿1484¿¿¿¿{"start":{"line":181,"column":18},"end":{"line":188,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ArrayExpression
1429¿Literal¿string¿1484¿¿'exec'¿¿{"start":{"line":182,"column":6},"end":{"line":182,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1430¿Literal¿string¿1484¿¿'--user=www-data'¿¿{"start":{"line":183,"column":6},"end":{"line":183,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1431¿Literal¿string¿1484¿¿'-w'¿¿{"start":{"line":184,"column":6},"end":{"line":184,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1432¿Literal¿string¿1484¿¿'/var/www/html/sites'¿¿{"start":{"line":184,"column":12},"end":{"line":184,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1433¿Identifier¿¿1484¿v117¿¿¿¿¿Identifier
1434¿Literal¿string¿1484¿¿'wp'¿¿{"start":{"line":186,"column":6},"end":{"line":186,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1435¿Literal¿string¿1484¿¿'--info'¿¿{"start":{"line":187,"column":6},"end":{"line":187,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1436¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":180,"column":70},"end":{"line":189,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1437¿VariableDeclarator¿¿1484¿v118¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1438¿CallExpression¿¿1484¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1439¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1440¿Identifier¿¿1484¿console¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1441¿Identifier¿¿1484¿error¿¿¿{"start":{"line":190,"column":12},"end":{"line":190,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1442¿Literal¿string¿1484¿¿'This command must be run from within a site directory.'¿¿{"start":{"line":190,"column":18},"end":{"line":190,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1443¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":190,"column":4},"end":{"line":190,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1444¿Identifier¿¿1484¿v118¿¿¿¿¿Identifier
1445¿VariableDeclarator¿¿1484¿v119¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1446¿CallExpression¿¿1484¿¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1447¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1448¿Identifier¿¿1484¿process¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1449¿Identifier¿¿1484¿exit¿¿¿{"start":{"line":191,"column":12},"end":{"line":191,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1450¿Literal¿number¿1484¿¿1¿¿{"start":{"line":191,"column":17},"end":{"line":191,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1451¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":191,"column":4},"end":{"line":191,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1452¿Identifier¿¿1484¿v119¿¿¿¿¿Identifier
1453¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":189,"column":9},"end":{"line":192,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1454¿BlockStatement¿¿1484¿¿¿¿¿¿BlockStatement
1455¿VariableDeclarator¿¿1484¿v120¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1456¿CallExpression¿¿1484¿¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1457¿Identifier¿¿1484¿composeCommand¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1458¿Identifier¿¿1484¿composeArgs¿¿¿{"start":{"line":194,"column":17},"end":{"line":194,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1459¿ExpressionStatement¿¿1484¿¿¿¿{"start":{"line":194,"column":2},"end":{"line":194,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1460¿Identifier¿¿1484¿v120¿¿¿¿¿Identifier
1461¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":159,"column":50},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1462¿CFG_F_START¿¿1462¿__main__¿¿¿¿¿CFG_F_START
1463¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1464¿CFG_F_START¿¿1464¿909_anon¿¿¿¿¿CFG_F_START
1465¿CFG_F_END¿¿0¿909_anon¿¿¿¿¿CFG_F_END
1466¿CFG_IF_END¿¿0¿919¿¿¿¿¿CFG_IF_END
1467¿CFG_IF_END¿¿0¿931¿¿¿¿¿CFG_IF_END
1468¿CFG_F_START¿¿1468¿971_anon¿¿¿¿¿CFG_F_START
1469¿CFG_F_END¿¿0¿971_anon¿¿¿¿¿CFG_F_END
1470¿CFG_F_START¿¿1470¿989_anon¿¿¿¿¿CFG_F_START
1471¿CFG_F_END¿¿0¿989_anon¿¿¿¿¿CFG_F_END
1472¿CFG_IF_END¿¿0¿1000¿¿¿¿¿CFG_IF_END
1473¿CFG_F_START¿¿1473¿1043_anon¿¿¿¿¿CFG_F_START
1474¿CFG_F_END¿¿0¿1043_anon¿¿¿¿¿CFG_F_END
1475¿CFG_F_START¿¿1475¿1074_anon¿¿¿¿¿CFG_F_START
1476¿CFG_F_END¿¿0¿1074_anon¿¿¿¿¿CFG_F_END
1477¿CFG_F_START¿¿1477¿1225_anon¿¿¿¿¿CFG_F_START
1478¿CFG_F_END¿¿0¿1225_anon¿¿¿¿¿CFG_F_END
1479¿CFG_IF_END¿¿0¿1231¿¿¿¿¿CFG_IF_END
1480¿CFG_IF_END¿¿0¿1278¿¿¿¿¿CFG_IF_END
1481¿CFG_IF_END¿¿0¿1304¿¿¿¿¿CFG_IF_END
1482¿CFG_IF_END¿¿0¿1331¿¿¿¿¿CFG_IF_END
1483¿CFG_IF_END¿¿0¿1262¿¿¿¿¿CFG_IF_END
1484¿CFG_F_START¿¿1484¿1348_anon¿¿¿¿¿CFG_F_START
1485¿CFG_F_END¿¿0¿1348_anon¿¿¿¿¿CFG_F_END
1486¿CFG_IF_END¿¿0¿1358¿¿¿¿¿CFG_IF_END
1487¿CFG_IF_END¿¿0¿1415¿¿¿¿¿CFG_IF_END
1488¿CFG_IF_END¿¿0¿1368¿¿¿¿¿CFG_IF_END
1489¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1490¿PDG_CALL¿¿1462¿1462.CALL->require-o190¿¿¿¿¿PDG_CALL
1491¿PDG_OBJECT¿¿0¿1462.childProcess-o191¿¿¿¿¿PDG_OBJECT
1492¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1493¿PDG_CALL¿¿1462¿1462.CALL->require-o192¿¿¿¿¿PDG_CALL
1494¿PDG_OBJECT¿¿0¿1462.config-o193¿¿¿¿¿PDG_OBJECT
1495¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1496¿PDG_CALL¿¿1462¿1462.CALL->require-o194¿¿¿¿¿PDG_CALL
1497¿PDG_OBJECT¿¿0¿1462.environment-o195¿¿¿¿¿PDG_OBJECT
1498¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1499¿PDG_CALL¿¿1462¿1462.CALL->require-o196¿¿¿¿¿PDG_CALL
1500¿PDG_OBJECT¿¿0¿1462.fs-o197¿¿¿¿¿PDG_OBJECT
1501¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1502¿PDG_CALL¿¿1462¿1462.CALL->require-o198¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1462.selfsigned-o199¿¿¿¿¿PDG_OBJECT
1504¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1505¿PDG_OBJECT¿¿0¿1462.v61-o200¿¿¿¿¿PDG_OBJECT
1506¿PDG_OBJECT¿¿0¿1462.artisanCommand-o201¿¿¿¿¿PDG_OBJECT
1507¿PDG_OBJECT¿¿0¿1462.v61-o202¿¿¿¿¿PDG_OBJECT
1508¿PDG_OBJECT¿¿0¿1462.v61.artisanCommand-o203¿¿¿¿¿PDG_OBJECT
1509¿PDG_OBJECT¿¿0¿1462.composeCommand-o204¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1462.v61-o205¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1462.v61.composeCommand-o206¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1462.mysqlCommand-o207¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1462.v61-o208¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1462.v61.mysqlCommand-o209¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1462.regenerateHTTPSCertificate-o210¿¿¿¿¿PDG_OBJECT
