Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
810¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":107,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Program
1280¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1281¿Identifier¿¿1428¿response¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1282¿Identifier¿¿1428¿write¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1283¿Identifier¿¿1428¿v146¿¿¿¿¿Identifier
1284¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1285¿Identifier¿¿1428¿v147¿¿¿¿¿Identifier
1286¿VariableDeclarator¿¿1428¿v148¿¿¿{"start":{"line":94,"column":45},"end":{"line":94,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1287¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":94,"column":45},"end":{"line":94,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1288¿Identifier¿¿1428¿file¿¿¿{"start":{"line":94,"column":45},"end":{"line":94,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1289¿Identifier¿¿1428¿size¿¿¿{"start":{"line":94,"column":50},"end":{"line":94,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1428¿v149¿¿¿{"start":{"line":94,"column":31},"end":{"line":94,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1291¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":94,"column":31},"end":{"line":94,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1292¿Identifier¿¿1428¿v148¿¿¿¿¿Identifier
1293¿VariableDeclarator¿¿1428¿v150¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1428¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1295¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1296¿Identifier¿¿1428¿response¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1297¿Identifier¿¿1428¿write¿¿¿{"start":{"line":94,"column":25},"end":{"line":94,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1298¿Identifier¿¿1428¿v149¿¿¿¿¿Identifier
1299¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1300¿Identifier¿¿1428¿v150¿¿¿¿¿Identifier
1301¿VariableDeclarator¿¿1428¿v151¿¿¿{"start":{"line":95,"column":45},"end":{"line":95,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1302¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":95,"column":45},"end":{"line":95,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1303¿Identifier¿¿1428¿file¿¿¿{"start":{"line":95,"column":45},"end":{"line":95,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1304¿Identifier¿¿1428¿md5¿¿¿{"start":{"line":95,"column":50},"end":{"line":95,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1305¿VariableDeclarator¿¿1428¿v152¿¿¿{"start":{"line":95,"column":31},"end":{"line":95,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1306¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":95,"column":31},"end":{"line":95,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1307¿Identifier¿¿1428¿v151¿¿¿¿¿Identifier
1308¿VariableDeclarator¿¿1428¿v153¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1309¿CallExpression¿¿1428¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1310¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1311¿Identifier¿¿1428¿response¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1312¿Identifier¿¿1428¿write¿¿¿{"start":{"line":95,"column":25},"end":{"line":95,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1313¿Identifier¿¿1428¿v152¿¿¿¿¿Identifier
1314¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1315¿Identifier¿¿1428¿v153¿¿¿¿¿Identifier
1316¿VariableDeclarator¿¿1428¿v154¿¿¿{"start":{"line":96,"column":45},"end":{"line":96,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1317¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":96,"column":45},"end":{"line":96,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1318¿Identifier¿¿1428¿file¿¿¿{"start":{"line":96,"column":45},"end":{"line":96,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1319¿Identifier¿¿1428¿mimetype¿¿¿{"start":{"line":96,"column":50},"end":{"line":96,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1320¿VariableDeclarator¿¿1428¿v155¿¿¿{"start":{"line":96,"column":31},"end":{"line":96,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1321¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":96,"column":31},"end":{"line":96,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1322¿Identifier¿¿1428¿v154¿¿¿¿¿Identifier
1323¿VariableDeclarator¿¿1428¿v156¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1324¿CallExpression¿¿1428¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1325¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1326¿Identifier¿¿1428¿response¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1327¿Identifier¿¿1428¿write¿¿¿{"start":{"line":96,"column":25},"end":{"line":96,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1328¿Identifier¿¿1428¿v155¿¿¿¿¿Identifier
1329¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1330¿Identifier¿¿1428¿v156¿¿¿¿¿Identifier
1331¿VariableDeclarator¿¿1428¿v157¿¿¿{"start":{"line":97,"column":45},"end":{"line":97,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1332¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":97,"column":45},"end":{"line":97,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1333¿Identifier¿¿1428¿file¿¿¿{"start":{"line":97,"column":45},"end":{"line":97,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1334¿Identifier¿¿1428¿tempFilePath¿¿¿{"start":{"line":97,"column":50},"end":{"line":97,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1335¿VariableDeclarator¿¿1428¿v158¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1336¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1337¿Identifier¿¿1428¿v157¿¿¿¿¿Identifier
1338¿VariableDeclarator¿¿1428¿v159¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1339¿CallExpression¿¿1428¿¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1340¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1341¿Identifier¿¿1428¿response¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1342¿Identifier¿¿1428¿write¿¿¿{"start":{"line":97,"column":25},"end":{"line":97,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1343¿Identifier¿¿1428¿v158¿¿¿¿¿Identifier
1344¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":97,"column":16},"end":{"line":97,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1345¿Identifier¿¿1428¿v159¿¿¿¿¿Identifier
1346¿VariableDeclarator¿¿1428¿v160¿¿¿{"start":{"line":98,"column":31},"end":{"line":98,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1347¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":98,"column":31},"end":{"line":98,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1348¿Identifier¿¿1428¿desired_file_path¿¿¿{"start":{"line":98,"column":45},"end":{"line":98,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1349¿VariableDeclarator¿¿1428¿v161¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1350¿CallExpression¿¿1428¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1351¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1352¿Identifier¿¿1428¿response¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1353¿Identifier¿¿1428¿write¿¿¿{"start":{"line":98,"column":25},"end":{"line":98,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1354¿Identifier¿¿1428¿v160¿¿¿¿¿Identifier
1355¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1356¿Identifier¿¿1428¿v161¿¿¿¿¿Identifier
1357¿VariableDeclarator¿¿1428¿v162¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1358¿CallExpression¿¿1428¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1359¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1360¿Identifier¿¿1428¿response¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1361¿Identifier¿¿1428¿end¿¿¿{"start":{"line":99,"column":25},"end":{"line":99,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1362¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1363¿Identifier¿¿1428¿v162¿¿¿¿¿Identifier
1364¿BlockStatement¿¿1428¿¿¿¿{"start":{"line":84,"column":50},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1365¿VariableDeclarator¿¿1426¿v164¿¿¿{"start":{"line":84,"column":12},"end":{"line":100,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1366¿CallExpression¿¿1426¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":100,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1367¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1368¿Identifier¿¿1426¿file¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1369¿Identifier¿¿1426¿mv¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1370¿Identifier¿¿1426¿desired_file_path¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1371¿Identifier¿¿1426¿v163¿¿¿¿¿Identifier
1372¿ExpressionStatement¿¿1426¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":100,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1373¿Identifier¿¿1426¿v164¿¿¿¿¿Identifier
1374¿BlockStatement¿¿1426¿¿¿¿{"start":{"line":82,"column":37},"end":{"line":101,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1375¿BlockStatement¿¿1426¿¿¿¿{"start":{"line":79,"column":70},"end":{"line":102,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1376¿BlockStatement¿¿1426¿¿¿¿{"start":{"line":74,"column":54},"end":{"line":103,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1377¿VariableDeclarator¿¿1409¿v166¿¿¿{"start":{"line":74,"column":0},"end":{"line":103,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1409¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":103,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1379¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1380¿Identifier¿¿1409¿app¿¿¿{"start":{"line":74,"column":0},"end":{"line":74,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1381¿Identifier¿¿1409¿post¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1382¿Literal¿string¿1409¿¿'/file_upload'¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1383¿Identifier¿¿1409¿v165¿¿¿¿¿Identifier
1384¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":74,"column":0},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1385¿Identifier¿¿1409¿v166¿¿¿¿¿Identifier
1386¿VariableDeclarator¿¿1409¿v169¿¿¿{"start":{"line":105,"column":17},"end":{"line":107,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1387¿ArrowFunctionExpression¿¿1409¿¿¿¿{"start":{"line":105,"column":17},"end":{"line":107,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ArrowFunctionExpression
1388¿VariableDeclarator¿¿1433¿v167¿¿¿{"start":{"line":106,"column":16},"end":{"line":106,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1389¿TemplateLiteral¿¿1433¿¿¿¿{"start":{"line":106,"column":16},"end":{"line":106,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1390¿Identifier¿¿1433¿port¿¿¿{"start":{"line":106,"column":43},"end":{"line":106,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1391¿VariableDeclarator¿¿1433¿v168¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1392¿CallExpression¿¿1433¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1393¿MemberExpression¿¿1433¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1394¿Identifier¿¿1433¿console¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1395¿Identifier¿¿1433¿log¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1396¿Identifier¿¿1433¿v167¿¿¿¿¿Identifier
1397¿ExpressionStatement¿¿1433¿¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1398¿Identifier¿¿1433¿v168¿¿¿¿¿Identifier
1399¿BlockStatement¿¿1433¿¿¿¿{"start":{"line":105,"column":23},"end":{"line":107,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1400¿VariableDeclarator¿¿1409¿v170¿¿¿{"start":{"line":105,"column":0},"end":{"line":107,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1409¿¿¿¿{"start":{"line":105,"column":0},"end":{"line":107,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1402¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":105,"column":0},"end":{"line":105,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
