Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3673¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":586,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
3793¿VariableDeclarator¿¿6573¿v493¿¿¿{"start":{"line":23,"column":4},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3794¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3795¿Identifier¿¿6573¿v492¿¿¿¿¿Identifier
3796¿Literal¿string¿6573¿¿'-or -name 'lcov.info' '¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3797¿VariableDeclarator¿¿6573¿v494¿¿¿{"start":{"line":23,"column":4},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3798¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3799¿Identifier¿¿6573¿v493¿¿¿¿¿Identifier
3800¿Literal¿string¿6573¿¿'-or -name '*.lcov' '¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3801¿VariableDeclarator¿¿6573¿v495¿¿¿{"start":{"line":23,"column":4},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3802¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3803¿Identifier¿¿6573¿v494¿¿¿¿¿Identifier
3804¿Literal¿string¿6573¿¿'-or -name 'gcov.info' '¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3805¿VariableDeclarator¿¿6573¿v496¿¿¿{"start":{"line":23,"column":4},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3806¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3807¿Identifier¿¿6573¿v495¿¿¿¿¿Identifier
3808¿Literal¿string¿6573¿¿'-or -name '*.gcov' '¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3809¿VariableDeclarator¿¿6573¿v497¿¿¿{"start":{"line":23,"column":4},"end":{"line":34,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3810¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":34,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3811¿Identifier¿¿6573¿v496¿¿¿¿¿Identifier
3812¿Literal¿string¿6573¿¿'-or -name '*.lst' '¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3813¿VariableDeclarator¿¿6573¿v498¿¿¿{"start":{"line":23,"column":4},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3814¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3815¿Identifier¿¿6573¿v497¿¿¿¿¿Identifier
3816¿Literal¿string¿6573¿¿'-not -name '*.sh' '¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3817¿VariableDeclarator¿¿6573¿v499¿¿¿{"start":{"line":23,"column":4},"end":{"line":36,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3818¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":36,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3819¿Identifier¿¿6573¿v498¿¿¿¿¿Identifier
3820¿Literal¿string¿6573¿¿'-not -name '*.data' '¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3821¿VariableDeclarator¿¿6573¿v500¿¿¿{"start":{"line":23,"column":4},"end":{"line":37,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3822¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":37,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3823¿Identifier¿¿6573¿v499¿¿¿¿¿Identifier
3824¿Literal¿string¿6573¿¿'-not -name '*.py' '¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3825¿VariableDeclarator¿¿6573¿v501¿¿¿{"start":{"line":23,"column":4},"end":{"line":38,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3826¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":38,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3827¿Identifier¿¿6573¿v500¿¿¿¿¿Identifier
3828¿Literal¿string¿6573¿¿'-not -name '*.class' '¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3829¿VariableDeclarator¿¿6573¿v502¿¿¿{"start":{"line":23,"column":4},"end":{"line":39,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3830¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":39,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3831¿Identifier¿¿6573¿v501¿¿¿¿¿Identifier
3832¿Literal¿string¿6573¿¿'-not -name '*.xcconfig' '¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3833¿VariableDeclarator¿¿6573¿v503¿¿¿{"start":{"line":23,"column":4},"end":{"line":40,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3834¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":40,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3835¿Identifier¿¿6573¿v502¿¿¿¿¿Identifier
3836¿Literal¿string¿6573¿¿'-not -name 'Coverage.profdata' '¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3837¿VariableDeclarator¿¿6573¿v504¿¿¿{"start":{"line":23,"column":4},"end":{"line":41,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3838¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":41,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3839¿Identifier¿¿6573¿v503¿¿¿¿¿Identifier
3840¿Literal¿string¿6573¿¿'-not -name 'phpunit-code-coverage.xml' '¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3841¿VariableDeclarator¿¿6573¿v505¿¿¿{"start":{"line":23,"column":4},"end":{"line":42,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3842¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":42,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3843¿Identifier¿¿6573¿v504¿¿¿¿¿Identifier
3844¿Literal¿string¿6573¿¿'-not -name 'coverage.serialized' '¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3845¿VariableDeclarator¿¿6573¿v506¿¿¿{"start":{"line":23,"column":4},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3846¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3847¿Identifier¿¿6573¿v505¿¿¿¿¿Identifier
3848¿Literal¿string¿6573¿¿'-not -name '*.pyc' '¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3849¿VariableDeclarator¿¿6573¿v507¿¿¿{"start":{"line":23,"column":4},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3850¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3851¿Identifier¿¿6573¿v506¿¿¿¿¿Identifier
3852¿Literal¿string¿6573¿¿'-not -name '*.cfg' '¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3853¿VariableDeclarator¿¿6573¿v508¿¿¿{"start":{"line":23,"column":4},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3854¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3855¿Identifier¿¿6573¿v507¿¿¿¿¿Identifier
3856¿Literal¿string¿6573¿¿'-not -name '*.egg' '¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3857¿VariableDeclarator¿¿6573¿v509¿¿¿{"start":{"line":23,"column":4},"end":{"line":46,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3858¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":46,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3859¿Identifier¿¿6573¿v508¿¿¿¿¿Identifier
3860¿Literal¿string¿6573¿¿'-not -name '*.whl' '¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3861¿VariableDeclarator¿¿6573¿v510¿¿¿{"start":{"line":23,"column":4},"end":{"line":47,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3862¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":47,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3863¿Identifier¿¿6573¿v509¿¿¿¿¿Identifier
3864¿Literal¿string¿6573¿¿'-not -name '*.html' '¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3865¿VariableDeclarator¿¿6573¿v511¿¿¿{"start":{"line":23,"column":4},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3866¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3867¿Identifier¿¿6573¿v510¿¿¿¿¿Identifier
3868¿Literal¿string¿6573¿¿'-not -name '*.js' '¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3869¿VariableDeclarator¿¿6573¿v512¿¿¿{"start":{"line":23,"column":4},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3870¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3871¿Identifier¿¿6573¿v511¿¿¿¿¿Identifier
3872¿Literal¿string¿6573¿¿'-not -name '*.cpp' '¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3873¿VariableDeclarator¿¿6573¿v513¿¿¿{"start":{"line":23,"column":4},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3874¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3875¿Identifier¿¿6573¿v512¿¿¿¿¿Identifier
3876¿Literal¿string¿6573¿¿'-not -name 'coverage.jade' '¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3877¿VariableDeclarator¿¿6573¿v514¿¿¿{"start":{"line":23,"column":4},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3878¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3879¿Identifier¿¿6573¿v513¿¿¿¿¿Identifier
3880¿Literal¿string¿6573¿¿'-not -name 'include.lst' '¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3881¿VariableDeclarator¿¿6573¿v515¿¿¿{"start":{"line":23,"column":4},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3882¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3883¿Identifier¿¿6573¿v514¿¿¿¿¿Identifier
3884¿Literal¿string¿6573¿¿'-not -name 'inputFiles.lst' '¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3885¿VariableDeclarator¿¿6573¿v516¿¿¿{"start":{"line":23,"column":4},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3886¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3887¿Identifier¿¿6573¿v515¿¿¿¿¿Identifier
3888¿Literal¿string¿6573¿¿'-not -name 'createdFiles.lst' '¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3889¿VariableDeclarator¿¿6573¿v517¿¿¿{"start":{"line":23,"column":4},"end":{"line":54,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3890¿BinaryExpression¿+¿6573¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":54,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3891¿Identifier¿¿6573¿v516¿¿¿¿¿Identifier
3892¿Literal¿string¿6573¿¿'-not -name 'coverage.html' '¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
