Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
705¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":51,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
1216¿ExpressionStatement¿¿1255¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1217¿Identifier¿¿1255¿v161¿¿¿¿¿Identifier
1218¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":50,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1219¿Identifier¿¿1255¿e¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1220¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":40,"column":85},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1221¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1222¿AssignmentExpression¿=¿1231¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1223¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1224¿Identifier¿¿1231¿v156¿¿¿¿¿Identifier
1225¿Identifier¿¿1231¿killAllProcessesOnPort¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1226¿Identifier¿¿1231¿v162¿¿¿¿¿Identifier
1227¿VariableDeclarator¿¿1231¿killAllProcessesOnPort¿¿¿{"start":{"line":40,"column":6},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1228¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1229¿Identifier¿¿1231¿v156¿¿¿¿¿Identifier
1230¿Identifier¿¿1231¿killAllProcessesOnPort¿¿¿{"start":{"line":40,"column":46},"end":{"line":40,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1231¿CFG_F_START¿¿1231¿__main__¿¿¿¿¿CFG_F_START
1232¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1233¿CFG_F_START¿¿1233¿715_anon¿¿¿¿¿CFG_F_START
1234¿CFG_F_END¿¿0¿715_anon¿¿¿¿¿CFG_F_END
1235¿CFG_IF_END¿¿0¿728¿¿¿¿¿CFG_IF_END
1236¿CFG_F_START¿¿1236¿769_anon¿¿¿¿¿CFG_F_START
1237¿CFG_F_END¿¿0¿769_anon¿¿¿¿¿CFG_F_END
1238¿CFG_F_START¿¿1238¿805_anon¿¿¿¿¿CFG_F_START
1239¿CFG_F_END¿¿0¿805_anon¿¿¿¿¿CFG_F_END
1240¿CFG_F_START¿¿1240¿822_anon¿¿¿¿¿CFG_F_START
1241¿CFG_F_END¿¿0¿822_anon¿¿¿¿¿CFG_F_END
1242¿CFG_F_START¿¿1242¿858_anon¿¿¿¿¿CFG_F_START
1243¿CFG_F_END¿¿0¿858_anon¿¿¿¿¿CFG_F_END
1244¿CFG_F_START¿¿1244¿868_anon¿¿¿¿¿CFG_F_START
1245¿CFG_F_END¿¿0¿868_anon¿¿¿¿¿CFG_F_END
1246¿CFG_F_START¿¿1246¿904_anon¿¿¿¿¿CFG_F_START
1247¿CFG_F_END¿¿0¿904_anon¿¿¿¿¿CFG_F_END
1248¿CFG_IF_END¿¿0¿1007¿¿¿¿¿CFG_IF_END
1249¿CFG_IF_END¿¿0¿920¿¿¿¿¿CFG_IF_END
1250¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1251¿CFG_F_START¿¿1251¿1101_anon¿¿¿¿¿CFG_F_START
1252¿CFG_F_END¿¿0¿1101_anon¿¿¿¿¿CFG_F_END
1253¿CFG_IF_END¿¿0¿1114¿¿¿¿¿CFG_IF_END
1254¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1255¿CFG_F_START¿¿1255¿1160_anon¿¿¿¿¿CFG_F_START
1256¿CFG_F_END¿¿0¿1160_anon¿¿¿¿¿CFG_F_END
1257¿CFG_F_START¿¿1257¿1169_anon¿¿¿¿¿CFG_F_START
1258¿CFG_F_END¿¿0¿1169_anon¿¿¿¿¿CFG_F_END
1259¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1260¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1261¿PDG_CALL¿¿1231¿1231.CALL->require-o149¿¿¿¿¿PDG_CALL
1262¿PDG_OBJECT¿¿0¿1231.exec-o150¿¿¿¿¿PDG_OBJECT
1263¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1264¿PDG_OBJECT¿¿0¿1231.module-o151¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1231.module.exports-o152¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1233.this-o153¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1233.port-o154¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1231.v150-o155¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1231.v82-o156¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1231.v82.listProcessesOnPort-o157¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1251.this-o158¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1251.pid-o159¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1231.v155-o160¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1231.v151-o161¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1231.v151.killProcess-o162¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1255.this-o163¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1255.port-o164¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1231.v162-o165¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1231.v156-o166¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1231.v156.killAllProcessesOnPort-o167¿¿¿¿¿PDG_OBJECT
1281¿PDG_CALL¿¿1233¿1233.CALL->parseInt-o168¿¿¿¿¿PDG_CALL
1282¿PDG_OBJECT¿¿0¿1233.portNumber-o169¿¿¿¿¿PDG_OBJECT
1283¿PDG_CALL¿¿1233¿1233.CALL->Number.isNaN-o170¿¿¿¿¿PDG_CALL
1284¿PDG_OBJECT¿¿0¿1233.v83-o171¿¿¿¿¿PDG_OBJECT
1285¿PDG_CALL¿¿1233¿1233.CALL->console.error-o172¿¿¿¿¿PDG_CALL
1286¿PDG_OBJECT¿¿0¿1233.v84-o173¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1233.v85-o174¿¿¿¿¿PDG_OBJECT
1288¿PDG_CALL¿¿1233¿1233.CALL->v86.split-o175¿¿¿¿¿PDG_CALL
1289¿PDG_OBJECT¿¿0¿1233.result-o176¿¿¿¿¿PDG_OBJECT
1290¿PDG_CALL¿¿1233¿1233.CALL->result.shift-o177¿¿¿¿¿PDG_CALL
1291¿PDG_OBJECT¿¿0¿1233.v87-o178¿¿¿¿¿PDG_OBJECT
1292¿PDG_CALL¿¿1233¿1233.CALL->v87.split-o179¿¿¿¿¿PDG_CALL
1293¿PDG_OBJECT¿¿0¿1233.v88-o180¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1236.this-o181¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1236.item-o182¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1233.v95-o183¿¿¿¿¿PDG_OBJECT
1297¿PDG_CALL¿¿1233¿1233.CALL->v88.filter-o184¿¿¿¿¿PDG_CALL
1298¿PDG_OBJECT¿¿0¿1233.v96-o185¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1238.this-o186¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1238.item-o187¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1233.v98-o188¿¿¿¿¿PDG_OBJECT
1302¿PDG_CALL¿¿1233¿1233.CALL->v96.map-o189¿¿¿¿¿PDG_CALL
1303¿PDG_OBJECT¿¿0¿1233.headers-o190¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1240.this-o191¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1240.item-o192¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1233.v105-o193¿¿¿¿¿PDG_OBJECT
1307¿PDG_CALL¿¿1233¿1233.CALL->result.filter-o194¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿0¿1233.v106-o195¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1242.this-o196¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1242.accumulator-o197¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1242.currentValue-o198¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1233.v146-o199¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1233.v147-o200¿¿¿¿¿PDG_OBJECT
1314¿PDG_CALL¿¿1233¿1233.CALL->v106.reduce-o201¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿0¿1233.v148-o202¿¿¿¿¿PDG_OBJECT
1316¿PDG_RETURN¿¿0¿1233.RET_OBJ-o203¿¿¿¿¿PDG_RETURN
1317¿PDG_CALL¿¿1233¿1233.CALL->console.error-o204¿¿¿¿¿PDG_CALL
1318¿PDG_OBJECT¿¿0¿1233.v149-o205¿¿¿¿¿PDG_OBJECT
1319¿PDG_CALL¿¿1236¿1236.CALL->item.trim-o206¿¿¿¿¿PDG_CALL
1320¿PDG_OBJECT¿¿0¿1236.v89-o207¿¿¿¿¿PDG_OBJECT
1321¿PDG_CALL¿¿1236¿1236.CALL->item.trim-o208¿¿¿¿¿PDG_CALL
1322¿PDG_OBJECT¿¿0¿1236.v92-o209¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1236.v93-o210¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1236.v94-o211¿¿¿¿¿PDG_OBJECT
1325¿PDG_RETURN¿¿0¿1236.RET_OBJ-o212¿¿¿¿¿PDG_RETURN
1326¿PDG_CALL¿¿1238¿1238.CALL->item.toLowerCase-o213¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1238.v97-o214¿¿¿¿¿PDG_OBJECT
1328¿PDG_RETURN¿¿0¿1238.RET_OBJ-o215¿¿¿¿¿PDG_RETURN
1329¿PDG_CALL¿¿1240¿1240.CALL->item.trim-o216¿¿¿¿¿PDG_CALL
1330¿PDG_OBJECT¿¿0¿1240.v99-o217¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1240¿1240.CALL->item.trim-o218¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1240.v102-o219¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1240.v103-o220¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1240.v104-o221¿¿¿¿¿PDG_OBJECT
1335¿PDG_RETURN¿¿0¿1240.RET_OBJ-o222¿¿¿¿¿PDG_RETURN
1336¿PDG_CALL¿¿1242¿1242.CALL->currentValue.split-o223¿¿¿¿¿PDG_CALL
1337¿PDG_OBJECT¿¿0¿1242.v107-o224¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1244.this-o225¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1244.item-o226¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1242.v114-o227¿¿¿¿¿PDG_OBJECT
1341¿PDG_CALL¿¿1242¿1242.CALL->v107.filter-o228¿¿¿¿¿PDG_CALL
1342¿PDG_OBJECT¿¿0¿1242.v115-o229¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1246.this-o230¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1246.accumulator-o231¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1246.currentValue-o232¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1246.index-o233¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1242.v142-o234¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1242.v143-o235¿¿¿¿¿PDG_OBJECT
1349¿PDG_CALL¿¿1242¿1242.CALL->v115.reduce-o236¿¿¿¿¿PDG_CALL
1350¿PDG_OBJECT¿¿0¿1242.v144-o237¿¿¿¿¿PDG_OBJECT
1351¿PDG_CALL¿¿1242¿1242.CALL->accumulator.push-o238¿¿¿¿¿PDG_CALL
1352¿PDG_OBJECT¿¿0¿1242.v145-o239¿¿¿¿¿PDG_OBJECT
1353¿PDG_RETURN¿¿0¿1242.RET_OBJ-o240¿¿¿¿¿PDG_RETURN
1354¿PDG_CALL¿¿1244¿1244.CALL->item.trim-o241¿¿¿¿¿PDG_CALL
1355¿PDG_OBJECT¿¿0¿1244.v108-o242¿¿¿¿¿PDG_OBJECT
1356¿PDG_CALL¿¿1244¿1244.CALL->item.trim-o243¿¿¿¿¿PDG_CALL
1357¿PDG_OBJECT¿¿0¿1244.v111-o244¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1244.v112-o245¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1244.v113-o246¿¿¿¿¿PDG_OBJECT
1360¿PDG_RETURN¿¿0¿1244.RET_OBJ-o247¿¿¿¿¿PDG_RETURN
1361¿PDG_OBJECT¿¿0¿1246.headers.length-o248¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1246.v117-o249¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1246.v118-o250¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1246.v120-o251¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1246.headers.*-o252¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1246.v123-o253¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1246.accumulator.*-o254¿¿¿¿¿PDG_OBJECT
1368¿PDG_CALL¿¿1246¿1246.CALL->v125.trim-o255¿¿¿¿¿PDG_CALL
1369¿PDG_OBJECT¿¿0¿1246.v126-o256¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1246.v130-o257¿¿¿¿¿PDG_OBJECT
1371¿PDG_CALL¿¿1246¿1246.CALL->v132.trim-o258¿¿¿¿¿PDG_CALL
1372¿PDG_OBJECT¿¿0¿1246.v133-o259¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1246.v134-o260¿¿¿¿¿PDG_OBJECT
1374¿PDG_OBJECT¿¿0¿1246.v135-o261¿¿¿¿¿PDG_OBJECT
1375¿PDG_OBJECT¿¿0¿1246.v137-o262¿¿¿¿¿PDG_OBJECT
1376¿PDG_OBJECT¿¿0¿1246.v140-o263¿¿¿¿¿PDG_OBJECT
1377¿PDG_OBJECT¿¿0¿1246.v140-o264¿¿¿¿¿PDG_OBJECT
1378¿PDG_OBJECT¿¿0¿1246.accumulator-o265¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1246.accumulator.*-o266¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1246.accumulator-o267¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1246.accumulator.*-o268¿¿¿¿¿PDG_OBJECT
1382¿PDG_RETURN¿¿0¿1246.RET_OBJ-o269¿¿¿¿¿PDG_RETURN
1383¿PDG_CALL¿¿1251¿1251.CALL->parseInt-o270¿¿¿¿¿PDG_CALL
1384¿PDG_OBJECT¿¿0¿1251.pidNumber-o271¿¿¿¿¿PDG_OBJECT
1385¿PDG_CALL¿¿1251¿1251.CALL->Number.isNaN-o272¿¿¿¿¿PDG_CALL
1386¿PDG_OBJECT¿¿0¿1251.v152-o273¿¿¿¿¿PDG_OBJECT
1387¿PDG_CALL¿¿1251¿1251.CALL->console.error-o274¿¿¿¿¿PDG_CALL
1388¿PDG_OBJECT¿¿0¿1251.v153-o275¿¿¿¿¿PDG_OBJECT
1389¿PDG_RETURN¿¿0¿1251.RET_OBJ-o276¿¿¿¿¿PDG_RETURN
1390¿PDG_OBJECT¿¿0¿1251.v154-o277¿¿¿¿¿PDG_OBJECT
1391¿PDG_RETURN¿¿0¿1251.RET_OBJ-o278¿¿¿¿¿PDG_RETURN
1392¿PDG_RETURN¿¿0¿1251.RET_OBJ-o279¿¿¿¿¿PDG_RETURN
1393¿PDG_OBJECT¿¿0¿1257.this-o280¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1257.theProcess-o281¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1255.v160-o282¿¿¿¿¿PDG_OBJECT
1396¿PDG_CALL¿¿1255¿1255.CALL->processesOnPort.map-o283¿¿¿¿¿PDG_CALL
1397¿PDG_OBJECT¿¿0¿1255.killProcessResult-o284¿¿¿¿¿PDG_OBJECT
1398¿PDG_RETURN¿¿0¿1255.RET_OBJ-o285¿¿¿¿¿PDG_RETURN
1399¿PDG_CALL¿¿1255¿1255.CALL->console.log-o286¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1255.v161-o287¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1257.theProcess.pid-o288¿¿¿¿¿PDG_OBJECT
1402¿PDG_CALL¿¿1257¿1257.CALL->killProcess-o289¿¿¿¿¿PDG_CALL
1403¿PDG_OBJECT¿¿0¿1257.success-o290¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1257.v159-o291¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿0¿1257.v159-o292¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1257.v159.pid-o293¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1257.v159-o294¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1257.v159.success-o295¿¿¿¿¿PDG_OBJECT
1409¿PDG_RETURN¿¿0¿1257.RET_OBJ-o296¿¿¿¿¿PDG_RETURN
