Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
680¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Program
1165¿Identifier¿¿1178¿reset¿¿¿{"start":{"line":94,"column":11},"end":{"line":94,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1166¿Identifier¿¿1178¿v147¿¿¿¿¿Identifier
1167¿ReturnStatement¿¿1178¿¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ReturnStatement
1168¿Identifier¿¿1178¿_handler¿¿¿{"start":{"line":98,"column":9},"end":{"line":98,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1169¿BlockStatement¿¿1178¿¿¿¿{"start":{"line":16,"column":35},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1170¿ExpressionStatement¿¿1176¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1171¿AssignmentExpression¿=¿1176¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿AssignmentExpression
1172¿MemberExpression¿¿1176¿¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1173¿Identifier¿¿1176¿module¿¿¿{"start":{"line":16,"column":0},"end":{"line":16,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1174¿Identifier¿¿1176¿exports¿¿¿{"start":{"line":16,"column":7},"end":{"line":16,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1175¿Identifier¿¿1176¿v148¿¿¿¿¿Identifier
1176¿CFG_F_START¿¿1176¿__main__¿¿¿¿¿CFG_F_START
1177¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1178¿CFG_F_START¿¿1178¿716_anon¿¿¿¿¿CFG_F_START
1179¿CFG_F_END¿¿0¿716_anon¿¿¿¿¿CFG_F_END
1180¿CFG_F_START¿¿1180¿740_anon¿¿¿¿¿CFG_F_START
1181¿CFG_F_END¿¿0¿740_anon¿¿¿¿¿CFG_F_END
1182¿CFG_IF_END¿¿0¿787¿¿¿¿¿CFG_IF_END
1183¿CFG_F_START¿¿1183¿800_anon¿¿¿¿¿CFG_F_START
1184¿CFG_F_END¿¿0¿800_anon¿¿¿¿¿CFG_F_END
1185¿CFG_IF_END¿¿0¿803¿¿¿¿¿CFG_IF_END
1186¿CFG_IF_END¿¿0¿927¿¿¿¿¿CFG_IF_END
1187¿CFG_F_START¿¿1187¿992_anon¿¿¿¿¿CFG_F_START
1188¿CFG_F_END¿¿0¿992_anon¿¿¿¿¿CFG_F_END
1189¿CFG_F_START¿¿1189¿1012_anon¿¿¿¿¿CFG_F_START
1190¿CFG_F_END¿¿0¿1012_anon¿¿¿¿¿CFG_F_END
1191¿CFG_IF_END¿¿0¿1026¿¿¿¿¿CFG_IF_END
1192¿CFG_F_START¿¿1192¿1071_anon¿¿¿¿¿CFG_F_START
1193¿CFG_F_END¿¿0¿1071_anon¿¿¿¿¿CFG_F_END
1194¿CFG_F_START¿¿1194¿1152_anon¿¿¿¿¿CFG_F_START
1195¿CFG_F_END¿¿0¿1152_anon¿¿¿¿¿CFG_F_END
1196¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1197¿PDG_CALL¿¿1176¿1176.CALL->require-o159¿¿¿¿¿PDG_CALL
1198¿PDG_OBJECT¿¿0¿1176.fs-o160¿¿¿¿¿PDG_OBJECT
1199¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1200¿PDG_CALL¿¿1176¿1176.CALL->require-o161¿¿¿¿¿PDG_CALL
1201¿PDG_OBJECT¿¿0¿1176.url-o162¿¿¿¿¿PDG_OBJECT
1202¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1203¿PDG_CALL¿¿1176¿1176.CALL->require-o163¿¿¿¿¿PDG_CALL
1204¿PDG_OBJECT¿¿0¿1176.crypto-o164¿¿¿¿¿PDG_OBJECT
1205¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1206¿PDG_CALL¿¿1176¿1176.CALL->require-o165¿¿¿¿¿PDG_CALL
1207¿PDG_OBJECT¿¿0¿1176.v75-o166¿¿¿¿¿PDG_OBJECT
1208¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1209¿PDG_OBJECT¿¿0¿1176.process-o167¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1176.process.env-o168¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1176.v76.QUIET-o169¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1176.v78-o170¿¿¿¿¿PDG_OBJECT
1213¿PDG_CALL¿¿1176¿1176.CALL->v75-o171¿¿¿¿¿PDG_CALL
1214¿PDG_OBJECT¿¿0¿1176.debug-o172¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1178.this-o173¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1178.options-o174¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1176.v148-o175¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1176.module-o176¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1176.module.exports-o177¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1178.v79-o178¿¿¿¿¿PDG_OBJECT
1221¿PDG_CALL¿¿1178¿1178.CALL->Math.random-o179¿¿¿¿¿PDG_CALL
1222¿PDG_OBJECT¿¿0¿1178._seed-o180¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1178.options.cacheExpiration-o181¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1178._expirationTime-o182¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1180.this-o183¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1180.req-o184¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1180.res-o185¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1180.next-o186¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1178._handler-o187¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1194.this-o188¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1178.v147-o189¿¿¿¿¿PDG_OBJECT
1232¿PDG_OBJECT¿¿0¿1178._handler-o190¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1178._handler.reset-o191¿¿¿¿¿PDG_OBJECT
1234¿PDG_RETURN¿¿0¿1178.RET_OBJ-o192¿¿¿¿¿PDG_RETURN
1235¿PDG_OBJECT¿¿0¿1180.req.url-o193¿¿¿¿¿PDG_OBJECT
1236¿PDG_CALL¿¿1180¿1180.CALL->url.parse-o194¿¿¿¿¿PDG_CALL
1237¿PDG_OBJECT¿¿0¿1180.resource-o195¿¿¿¿¿PDG_OBJECT
1238¿PDG_CALL¿¿1180¿1180.CALL->process.cwd-o196¿¿¿¿¿PDG_CALL
1239¿PDG_OBJECT¿¿0¿1180.v82-o197¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿0¿1180.resource.pathname-o198¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1180.v84-o199¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1180.filePath-o200¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1180.filePath.length-o201¿¿¿¿¿PDG_OBJECT
1244¿PDG_OBJECT¿¿0¿1180.v86-o202¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1180.filePath.*-o203¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1180.v88-o204¿¿¿¿¿PDG_OBJECT
1247¿PDG_CALL¿¿1180¿1180.CALL->process.hrtime-o205¿¿¿¿¿PDG_CALL
1248¿PDG_OBJECT¿¿0¿1180.startTime-o206¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1183.this-o207¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿0¿1183.err-o208¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿0¿1183.stat-o209¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1180.v130-o210¿¿¿¿¿PDG_OBJECT
1253¿PDG_CALL¿¿1180¿1180.CALL->fs.stat-o211¿¿¿¿¿PDG_CALL
1254¿PDG_OBJECT¿¿0¿1180.v131-o212¿¿¿¿¿PDG_OBJECT
1255¿PDG_OBJECT¿¿0¿1192.this-o213¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1180.v145-o214¿¿¿¿¿PDG_OBJECT
1257¿PDG_CALL¿¿1180¿1180.CALL->res.on-o215¿¿¿¿¿PDG_CALL
1258¿PDG_OBJECT¿¿0¿1180.v146-o216¿¿¿¿¿PDG_OBJECT
1259¿PDG_CALL¿¿1183¿1183.CALL->next-o217¿¿¿¿¿PDG_CALL
1260¿PDG_OBJECT¿¿0¿1183.v89-o218¿¿¿¿¿PDG_OBJECT
1261¿PDG_RETURN¿¿0¿1183.RET_OBJ-o219¿¿¿¿¿PDG_RETURN
1262¿PDG_CALL¿¿1183¿1183.CALL->crypto.createHash-o220¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1183.v90-o221¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1183.stat.ctime-o222¿¿¿¿¿PDG_OBJECT
1265¿PDG_CALL¿¿1183¿1183.CALL->v92.getTime-o223¿¿¿¿¿PDG_CALL
1266¿PDG_OBJECT¿¿0¿1183.v93-o224¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1183.v94-o225¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1183.v95-o226¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1183.v95.0-o227¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1183.v95.1-o228¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1183.v95.2-o229¿¿¿¿¿PDG_OBJECT
1272¿PDG_CALL¿¿1183¿1183.CALL->v95.join-o230¿¿¿¿¿PDG_CALL
1273¿PDG_OBJECT¿¿0¿1183.v96-o231¿¿¿¿¿PDG_OBJECT
1274¿PDG_CALL¿¿1183¿1183.CALL->Buffer-o232¿¿¿¿¿PDG_CALL
1275¿PDG_OBJECT¿¿0¿1183.v97-o233¿¿¿¿¿PDG_OBJECT
1276¿PDG_CALL¿¿1183¿1183.CALL->v90.update-o234¿¿¿¿¿PDG_CALL
1277¿PDG_OBJECT¿¿0¿1183.v98-o235¿¿¿¿¿PDG_OBJECT
1278¿PDG_CALL¿¿1183¿1183.CALL->v98.digest-o236¿¿¿¿¿PDG_CALL
1279¿PDG_OBJECT¿¿0¿1183.uniqueHash-o237¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1183.v99-o238¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1183.eTag-o239¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1183.req.headers-o240¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1183.v101-o241¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1183.headers.'if-none-match'-o242¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1183.matchETag-o243¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1183.headers.'if-modified-since'-o244¿¿¿¿¿PDG_OBJECT
1287¿PDG_CALL¿¿1183¿1183.CALL->Date-o245¿¿¿¿¿PDG_CALL
1288¿PDG_OBJECT¿¿0¿1183.v104-o246¿¿¿¿¿PDG_OBJECT
1289¿PDG_CALL¿¿1183¿1183.CALL->v104.getTime-o247¿¿¿¿¿PDG_CALL
1290¿PDG_OBJECT¿¿0¿1183.v105-o248¿¿¿¿¿PDG_OBJECT
1291¿PDG_CALL¿¿1183¿1183.CALL->Date.now-o249¿¿¿¿¿PDG_CALL
1292¿PDG_OBJECT¿¿0¿1183.v106-o250¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1183.v107-o251¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1183.matchExpiration-o252¿¿¿¿¿PDG_OBJECT
1295¿PDG_CALL¿¿1183¿1183.CALL->res.setHeader-o253¿¿¿¿¿PDG_CALL
1296¿PDG_OBJECT¿¿0¿1183.v108-o254¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1183.v109-o255¿¿¿¿¿PDG_OBJECT
1298¿PDG_CALL¿¿1183¿1183.CALL->res.writeHead-o256¿¿¿¿¿PDG_CALL
1299¿PDG_OBJECT¿¿0¿1183.v110-o257¿¿¿¿¿PDG_OBJECT
1300¿PDG_CALL¿¿1183¿1183.CALL->res.end-o258¿¿¿¿¿PDG_CALL
1301¿PDG_OBJECT¿¿0¿1183.v111-o259¿¿¿¿¿PDG_OBJECT
1302¿PDG_CALL¿¿1183¿1183.CALL->Date.now-o260¿¿¿¿¿PDG_CALL
1303¿PDG_OBJECT¿¿0¿1183.v112-o261¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1183.v113-o262¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1183.v114-o263¿¿¿¿¿PDG_OBJECT
1306¿PDG_CALL¿¿1183¿1183.CALL->Date-o264¿¿¿¿¿PDG_CALL
1307¿PDG_OBJECT¿¿0¿1183.v115-o265¿¿¿¿¿PDG_OBJECT
1308¿PDG_CALL¿¿1183¿1183.CALL->res.setHeader-o266¿¿¿¿¿PDG_CALL
1309¿PDG_OBJECT¿¿0¿1183.v116-o267¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1183.v117-o268¿¿¿¿¿PDG_OBJECT
1311¿PDG_CALL¿¿1183¿1183.CALL->res.setHeader-o269¿¿¿¿¿PDG_CALL
1312¿PDG_OBJECT¿¿0¿1183.v118-o270¿¿¿¿¿PDG_OBJECT
1313¿PDG_CALL¿¿1183¿1183.CALL->fs.createReadStream-o271¿¿¿¿¿PDG_CALL
1314¿PDG_OBJECT¿¿0¿1183.readStream-o272¿¿¿¿¿PDG_OBJECT
1315¿TAINT_SINK¿¿0¿createReadStream¿¿¿¿¿TAINT_SINK
1316¿PDG_OBJECT¿¿0¿1187.this-o273¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1183.v120-o274¿¿¿¿¿PDG_OBJECT
1318¿PDG_CALL¿¿1183¿1183.CALL->readStream.on-o275¿¿¿¿¿PDG_CALL
1319¿PDG_OBJECT¿¿0¿1183.v121-o276¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1189.this-o277¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1189.err-o278¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1183.v128-o279¿¿¿¿¿PDG_OBJECT
1323¿PDG_CALL¿¿1183¿1183.CALL->readStream.on-o280¿¿¿¿¿PDG_CALL
1324¿PDG_OBJECT¿¿0¿1183.v129-o281¿¿¿¿¿PDG_OBJECT
1325¿PDG_CALL¿¿1187¿1187.CALL->readStream.pipe-o282¿¿¿¿¿PDG_CALL
1326¿PDG_OBJECT¿¿0¿1187.v119-o283¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿0¿1189.err.code-o284¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1189.v123-o285¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1189.v124-o286¿¿¿¿¿PDG_OBJECT
1330¿PDG_CALL¿¿1189¿1189.CALL->next-o287¿¿¿¿¿PDG_CALL
1331¿PDG_OBJECT¿¿0¿1189.v125-o288¿¿¿¿¿PDG_OBJECT
1332¿PDG_RETURN¿¿0¿1189.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1333¿PDG_CALL¿¿1189¿1189.CALL->res.writeHead-o290¿¿¿¿¿PDG_CALL
1334¿PDG_OBJECT¿¿0¿1189.v126-o291¿¿¿¿¿PDG_OBJECT
1335¿PDG_CALL¿¿1189¿1189.CALL->res.end-o292¿¿¿¿¿PDG_CALL
1336¿PDG_OBJECT¿¿0¿1189.v127-o293¿¿¿¿¿PDG_OBJECT
1337¿PDG_CALL¿¿1192¿1192.CALL->process.hrtime-o294¿¿¿¿¿PDG_CALL
1338¿PDG_OBJECT¿¿0¿1192.deltaTime-o295¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1192.res.statusCode-o296¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1192.req.method-o297¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1192.deltaTime.0-o298¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1192.v136-o299¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1192.deltaTime.1-o300¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1192.v138-o301¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1192.v139-o302¿¿¿¿¿PDG_OBJECT
1346¿PDG_CALL¿¿1192¿1192.CALL->Math.ceil-o303¿¿¿¿¿PDG_CALL
1347¿PDG_OBJECT¿¿0¿1192.v140-o304¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1192.v141-o305¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1192.v142-o306¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1192.v142.0-o307¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1192.v142.1-o308¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1192.v142.2-o309¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1192.v142.3-o310¿¿¿¿¿PDG_OBJECT
1354¿PDG_CALL¿¿1192¿1192.CALL->v142.join-o311¿¿¿¿¿PDG_CALL
1355¿PDG_OBJECT¿¿0¿1192.v143-o312¿¿¿¿¿PDG_OBJECT
1356¿PDG_CALL¿¿1192¿1192.CALL->debug.log-o313¿¿¿¿¿PDG_CALL
1357¿PDG_OBJECT¿¿0¿1192.v144-o314¿¿¿¿¿PDG_OBJECT
1358¿PDG_CALL¿¿1194¿1194.CALL->Math.random-o315¿¿¿¿¿PDG_CALL
1359¿PDG_OBJECT¿¿0¿1194._seed-o316¿¿¿¿¿PDG_OBJECT
