Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1747¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":187,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
1867¿BlockStatement¿¿3088¿¿¿¿{"start":{"line":24,"column":15},"end":{"line":26,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1868¿VariableDeclarator¿¿3088¿v190¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1869¿CallExpression¿¿3088¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1870¿MemberExpression¿¿3088¿¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1871¿Identifier¿¿3088¿self¿¿¿{"start":{"line":28,"column":15},"end":{"line":28,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1872¿Identifier¿¿3088¿proc_calc¿¿¿{"start":{"line":28,"column":20},"end":{"line":28,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1873¿Identifier¿¿3088¿pid¿¿¿{"start":{"line":28,"column":30},"end":{"line":28,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1874¿Identifier¿¿3088¿options¿¿¿{"start":{"line":28,"column":35},"end":{"line":28,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1875¿Identifier¿¿3088¿done¿¿¿{"start":{"line":28,"column":44},"end":{"line":28,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1876¿ReturnStatement¿¿3088¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1877¿Identifier¿¿3088¿v190¿¿¿¿¿Identifier
1878¿BlockStatement¿¿3088¿¿¿¿{"start":{"line":16,"column":64},"end":{"line":29,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1879¿VariableDeclarator¿¿3086¿v192¿¿¿{"start":{"line":16,"column":6},"end":{"line":29,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1880¿CallExpression¿¿3086¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":29,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1881¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":16,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1882¿Identifier¿¿3086¿fs¿¿¿{"start":{"line":16,"column":6},"end":{"line":16,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1883¿Identifier¿¿3086¿readFile¿¿¿{"start":{"line":16,"column":9},"end":{"line":16,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1884¿Literal¿string¿3086¿¿'/proc/uptime'¿¿{"start":{"line":16,"column":18},"end":{"line":16,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1885¿Literal¿string¿3086¿¿'utf8'¿¿{"start":{"line":16,"column":34},"end":{"line":16,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1886¿Identifier¿¿3086¿v191¿¿¿¿¿Identifier
1887¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":29,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1888¿Identifier¿¿3086¿v192¿¿¿¿¿Identifier
1889¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":15,"column":26},"end":{"line":30,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1890¿VariableDeclarator¿¿3086¿v195¿¿¿{"start":{"line":31,"column":18},"end":{"line":38,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1891¿FunctionExpression¿¿3086¿anon¿¿¿{"start":{"line":31,"column":18},"end":{"line":38,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
1892¿Identifier¿¿0¿err¿¿¿{"start":{"line":31,"column":27},"end":{"line":31,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1893¿Identifier¿¿0¿cpu¿¿¿{"start":{"line":31,"column":32},"end":{"line":31,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1894¿IfStatement¿¿3092¿¿¿¿{"start":{"line":32,"column":8},"end":{"line":34,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
1895¿Identifier¿¿3092¿err¿¿¿{"start":{"line":32,"column":11},"end":{"line":32,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1896¿VariableDeclarator¿¿3092¿v193¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1897¿CallExpression¿¿3092¿¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1898¿Identifier¿¿3092¿done¿¿¿{"start":{"line":33,"column":17},"end":{"line":33,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1899¿Identifier¿¿3092¿err¿¿¿{"start":{"line":33,"column":22},"end":{"line":33,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1900¿Literal¿object¿3092¿¿null¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1901¿ReturnStatement¿¿3092¿¿¿¿{"start":{"line":33,"column":10},"end":{"line":33,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1902¿Identifier¿¿3092¿v193¿¿¿¿¿Identifier
1903¿BlockStatement¿¿3092¿¿¿¿{"start":{"line":32,"column":16},"end":{"line":34,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1904¿ExpressionStatement¿¿3092¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1905¿AssignmentExpression¿=¿3092¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
1906¿MemberExpression¿¿3092¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1907¿Identifier¿¿3092¿self¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1908¿Identifier¿¿3092¿cpu¿¿¿{"start":{"line":36,"column":13},"end":{"line":36,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1909¿Identifier¿¿3092¿cpu¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1910¿VariableDeclarator¿¿3092¿v194¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1911¿CallExpression¿¿3092¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1912¿MemberExpression¿¿3092¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1913¿Identifier¿¿3092¿self¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1914¿Identifier¿¿3092¿proc_calc¿¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1915¿Identifier¿¿3092¿pid¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1916¿Identifier¿¿3092¿options¿¿¿{"start":{"line":37,"column":35},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1917¿Identifier¿¿3092¿done¿¿¿{"start":{"line":37,"column":44},"end":{"line":37,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1918¿ReturnStatement¿¿3092¿¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1919¿Identifier¿¿3092¿v194¿¿¿¿¿Identifier
1920¿BlockStatement¿¿3092¿¿¿¿{"start":{"line":31,"column":37},"end":{"line":38,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1921¿VariableDeclarator¿¿3086¿v196¿¿¿{"start":{"line":31,"column":6},"end":{"line":38,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1922¿CallExpression¿¿3086¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":38,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1923¿MemberExpression¿¿3086¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1924¿Identifier¿¿3086¿helpers¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1925¿Identifier¿¿3086¿cpu¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1926¿Identifier¿¿3086¿v195¿¿¿¿¿Identifier
1927¿ExpressionStatement¿¿3086¿¿¿¿{"start":{"line":31,"column":6},"end":{"line":38,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1928¿Identifier¿¿3086¿v196¿¿¿¿¿Identifier
1929¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":39,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1930¿BlockStatement¿¿3086¿¿¿¿{"start":{"line":12,"column":37},"end":{"line":40,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1931¿VariableDeclarator¿exported¿3084¿v258¿¿¿{"start":{"line":41,"column":13},"end":{"line":90,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1932¿FunctionExpression¿¿3084¿anon¿¿¿{"start":{"line":41,"column":13},"end":{"line":90,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
1933¿Identifier¿¿0¿pid¿¿¿{"start":{"line":41,"column":22},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1934¿Identifier¿¿0¿options¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1935¿Identifier¿¿0¿done¿¿¿{"start":{"line":41,"column":36},"end":{"line":41,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1936¿ExpressionStatement¿¿3096¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1937¿AssignmentExpression¿=¿3096¿¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
1938¿Identifier¿¿3096¿pid¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1939¿CallExpression¿¿3096¿¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1940¿Identifier¿¿3096¿parseInt¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1941¿Identifier¿¿3096¿pid¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1942¿Literal¿number¿3096¿¿10¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1943¿VariableDeclarator¿¿3096¿history¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1944¿VariableDeclarator¿¿3096¿v198¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1945¿MemberExpression¿¿3096¿¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1946¿ThisExpression¿¿3096¿¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
1947¿Identifier¿¿3096¿history¿¿¿{"start":{"line":43,"column":23},"end":{"line":43,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1948¿VariableDeclarator¿¿3096¿v199¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1949¿MemberExpression¿computed¿3096¿¿¿¿{"start":{"line":43,"column":18},"end":{"line":43,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1950¿Identifier¿¿3096¿v198¿¿¿¿¿Identifier
1951¿Identifier¿¿3096¿pid¿¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1952¿VariableDeclarator¿¿3096¿v200¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1953¿MemberExpression¿¿3096¿¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1954¿ThisExpression¿¿3096¿¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
1955¿Identifier¿¿3096¿history¿¿¿{"start":{"line":43,"column":43},"end":{"line":43,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1956¿VariableDeclarator¿¿3096¿v201¿¿¿{"start":{"line":43,"column":38},"end":{"line":43,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
