Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1029¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Program
1553¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1554¿Identifier¿¿1836¿userArgs¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1555¿Identifier¿¿1836¿concat¿¿¿{"start":{"line":86,"column":28},"end":{"line":86,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1556¿Identifier¿¿1836¿v188¿¿¿¿¿Identifier
1557¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":85,"column":48},"end":{"line":87,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1558¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":82,"column":11},"end":{"line":88,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1559¿BlockStatement¿¿1836¿¿¿¿¿¿BlockStatement
1560¿VariableDeclarator¿¿1836¿v189¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1561¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1562¿Identifier¿¿1836¿userArgs¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1563¿Identifier¿¿1836¿length¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1564¿IfStatement¿¿1836¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1565¿Identifier¿¿1836¿v189¿¿¿¿¿Identifier
1566¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1567¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1568¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1569¿CallExpression¿¿1836¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1570¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1571¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1572¿Identifier¿¿1836¿concat¿¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1573¿Identifier¿¿1836¿userArgs¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1574¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":91,"column":25},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1575¿VariableDeclarator¿¿1836¿v190¿¿¿{"start":{"line":96,"column":9},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1576¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":96,"column":9},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1577¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":96,"column":9},"end":{"line":96,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1578¿Identifier¿¿1836¿disableAppendPaths¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1579¿VariableDeclarator¿¿1836¿v191¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1580¿UnaryExpression¿!¿1836¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1581¿Identifier¿¿1836¿v190¿¿¿¿¿Identifier
1582¿IfStatement¿¿1836¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":98,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1583¿Identifier¿¿1836¿v191¿¿¿¿¿Identifier
1584¿VariableDeclarator¿¿1836¿v192¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1585¿CallExpression¿¿1836¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1586¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1587¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1588¿Identifier¿¿1836¿push¿¿¿{"start":{"line":97,"column":14},"end":{"line":97,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1589¿Literal¿string¿1836¿¿'.'¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1590¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1591¿Identifier¿¿1836¿v192¿¿¿¿¿Identifier
1592¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":96,"column":33},"end":{"line":98,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1593¿VariableDeclarator¿¿1836¿self¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1594¿ThisExpression¿¿1836¿¿¿¿{"start":{"line":100,"column":15},"end":{"line":100,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ThisExpression
1595¿VariableDeclarator¿¿1836¿v193¿¿¿{"start":{"line":103,"column":48},"end":{"line":103,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1596¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":103,"column":48},"end":{"line":103,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1597¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":103,"column":48},"end":{"line":103,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1598¿Identifier¿¿1836¿cwd¿¿¿{"start":{"line":103,"column":52},"end":{"line":103,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1599¿VariableDeclarator¿¿1836¿v194¿¿¿{"start":{"line":103,"column":68},"end":{"line":103,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1600¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":103,"column":68},"end":{"line":103,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1601¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":103,"column":68},"end":{"line":103,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1602¿Identifier¿¿1836¿maxBuffer¿¿¿{"start":{"line":103,"column":72},"end":{"line":103,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1603¿VariableDeclarator¿¿1836¿v195¿¿¿{"start":{"line":103,"column":41},"end":{"line":103,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1604¿ObjectExpression¿¿1836¿¿¿¿{"start":{"line":103,"column":41},"end":{"line":103,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ObjectExpression
1605¿Property¿¿1836¿¿¿¿{"start":{"line":103,"column":43},"end":{"line":103,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Property
1606¿Identifier¿¿1836¿cwd¿¿¿{"start":{"line":103,"column":43},"end":{"line":103,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1607¿Identifier¿¿1836¿v193¿¿¿¿¿Identifier
1608¿Property¿¿1836¿¿¿¿{"start":{"line":103,"column":57},"end":{"line":103,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Property
1609¿Identifier¿¿1836¿maxBuffer¿¿¿{"start":{"line":103,"column":57},"end":{"line":103,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1610¿Identifier¿¿1836¿v194¿¿¿¿¿Identifier
1611¿Property¿¿1836¿¿¿¿{"start":{"line":103,"column":83},"end":{"line":103,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Property
1612¿Identifier¿¿1836¿shell¿¿¿{"start":{"line":103,"column":83},"end":{"line":103,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1613¿Literal¿boolean¿1836¿¿false¿¿{"start":{"line":103,"column":90},"end":{"line":103,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1614¿VariableDeclarator¿¿1836¿v209¿¿¿{"start":{"line":103,"column":99},"end":{"line":113,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1615¿FunctionExpression¿¿1836¿anon¿¿¿{"start":{"line":103,"column":99},"end":{"line":113,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿FunctionExpression
1616¿Identifier¿¿0¿err¿¿¿{"start":{"line":103,"column":109},"end":{"line":103,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1617¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":103,"column":114},"end":{"line":103,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1618¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":103,"column":122},"end":{"line":103,"column":128},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1619¿VariableDeclarator¿¿1850¿v196¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1620¿LogicalExpression¿||¿1850¿¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1621¿Identifier¿¿1850¿stdout¿¿¿{"start":{"line":105,"column":26},"end":{"line":105,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1622¿Literal¿string¿1850¿¿''¿¿{"start":{"line":105,"column":36},"end":{"line":105,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1623¿VariableDeclarator¿¿1850¿outStr¿¿¿{"start":{"line":105,"column":10},"end":{"line":105,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1624¿CallExpression¿¿1850¿¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1625¿Identifier¿¿1850¿String¿¿¿{"start":{"line":105,"column":19},"end":{"line":105,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1626¿Identifier¿¿1850¿v196¿¿¿¿¿Identifier
1627¿VariableDeclarator¿¿1850¿v197¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1628¿CallExpression¿¿1850¿¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1629¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1630¿Identifier¿¿1850¿outStr¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1631¿Identifier¿¿1850¿indexOf¿¿¿{"start":{"line":106,"column":24},"end":{"line":106,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1632¿Literal¿string¿1850¿¿'no changes added to commit'¿¿{"start":{"line":106,"column":32},"end":{"line":106,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1633¿VariableDeclarator¿¿1850¿v198¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1634¿BinaryExpression¿===¿1850¿¿¿¿{"start":{"line":106,"column":17},"end":{"line":106,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1635¿Identifier¿¿1850¿v197¿¿¿¿¿Identifier
1636¿Literal¿number¿1850¿¿0¿¿{"start":{"line":106,"column":66},"end":{"line":106,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1637¿VariableDeclarator¿¿1850¿v199¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1638¿LogicalExpression¿&&¿1850¿¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1639¿Identifier¿¿1850¿err¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1640¿Identifier¿¿1850¿v198¿¿¿¿¿Identifier
1641¿IfStatement¿¿1850¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":108,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1642¿Identifier¿¿1850¿v199¿¿¿¿¿Identifier
1643¿VariableDeclarator¿¿1850¿v200¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1644¿CallExpression¿¿1850¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1645¿Identifier¿¿1850¿cb¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1646¿Identifier¿¿1850¿err¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1647¿ReturnStatement¿¿1850¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ReturnStatement
1648¿Identifier¿¿1850¿v200¿¿¿¿¿Identifier
1649¿BlockStatement¿¿1850¿¿¿¿{"start":{"line":106,"column":69},"end":{"line":108,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1650¿VariableDeclarator¿¿1850¿v201¿¿¿{"start":{"line":109,"column":11},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1651¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":109,"column":11},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1652¿Identifier¿¿1850¿opt¿¿¿{"start":{"line":109,"column":11},"end":{"line":109,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1653¿Identifier¿¿1850¿quiet¿¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1654¿VariableDeclarator¿¿1850¿v202¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1655¿UnaryExpression¿!¿1850¿¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1656¿Identifier¿¿1850¿v201¿¿¿¿¿Identifier
1657¿IfStatement¿¿1850¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1658¿Identifier¿¿1850¿v202¿¿¿¿¿Identifier
1659¿VariableDeclarator¿¿1850¿v203¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1660¿CallExpression¿¿1850¿¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1661¿Identifier¿¿1850¿log¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1662¿Identifier¿¿1850¿stdout¿¿¿{"start":{"line":109,"column":26},"end":{"line":109,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1663¿Identifier¿¿1850¿stderr¿¿¿{"start":{"line":109,"column":34},"end":{"line":109,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1664¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":109,"column":22},"end":{"line":109,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1665¿Identifier¿¿1850¿v203¿¿¿¿¿Identifier
1666¿BlockStatement¿¿1850¿¿¿¿¿¿BlockStatement
1667¿VariableDeclarator¿¿1850¿v204¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1668¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1669¿Identifier¿¿1850¿self¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1670¿Identifier¿¿1850¿push¿¿¿{"start":{"line":110,"column":25},"end":{"line":110,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1671¿VariableDeclarator¿¿1850¿v205¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1672¿CallExpression¿¿1850¿¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1673¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":110,"column":20},"end":{"line":110,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1674¿Identifier¿¿1850¿v204¿¿¿¿¿Identifier
1675¿Identifier¿¿1850¿bind¿¿¿{"start":{"line":110,"column":30},"end":{"line":110,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1676¿Identifier¿¿1850¿self¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1677¿VariableDeclarator¿¿1850¿v206¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1678¿CallExpression¿¿1850¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1679¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1680¿Identifier¿¿1850¿files¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1681¿Identifier¿¿1850¿forEach¿¿¿{"start":{"line":110,"column":12},"end":{"line":110,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1682¿Identifier¿¿1850¿v205¿¿¿¿¿Identifier
1683¿ExpressionStatement¿¿1850¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1684¿Identifier¿¿1850¿v206¿¿¿¿¿Identifier
