Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Program
1518¿BlockStatement¿¿1767¿¿¿¿{"start":{"line":73,"column":72},"end":{"line":89,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1519¿VariableDeclarator¿¿1751¿v146¿¿¿{"start":{"line":73,"column":0},"end":{"line":89,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1520¿CallExpression¿¿1751¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":89,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1521¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1522¿Identifier¿¿1751¿router¿¿¿{"start":{"line":73,"column":0},"end":{"line":73,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1523¿Identifier¿¿1751¿post¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1524¿Literal¿string¿1751¿¿'/upload'¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1525¿Identifier¿¿1751¿v123¿¿¿¿¿Identifier
1526¿Identifier¿¿1751¿v145¿¿¿¿¿Identifier
1527¿ExpressionStatement¿¿1751¿¿¿¿{"start":{"line":73,"column":0},"end":{"line":89,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1528¿Identifier¿¿1751¿v146¿¿¿¿¿Identifier
1529¿VariableDeclarator¿¿1751¿v157¿¿¿{"start":{"line":95,"column":28},"end":{"line":106,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1530¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":95,"column":28},"end":{"line":106,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1531¿Identifier¿¿0¿req¿¿¿{"start":{"line":95,"column":35},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1532¿Identifier¿¿0¿res¿¿¿{"start":{"line":95,"column":40},"end":{"line":95,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1533¿Identifier¿¿0¿next¿¿¿{"start":{"line":95,"column":45},"end":{"line":95,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1534¿TryStatement¿¿1773¿¿¿¿{"start":{"line":96,"column":2},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TryStatement
1535¿VariableDeclarator¿¿1773¿v147¿¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1536¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1537¿Identifier¿¿1773¿req¿¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1538¿Identifier¿¿1773¿params¿¿¿{"start":{"line":97,"column":47},"end":{"line":97,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1539¿VariableDeclarator¿¿1773¿v148¿¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1540¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":97,"column":43},"end":{"line":97,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1541¿Identifier¿¿1773¿v147¿¿¿¿¿Identifier
1542¿Identifier¿¿1773¿filename¿¿¿{"start":{"line":97,"column":54},"end":{"line":97,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1543¿VariableDeclarator¿¿1773¿sanitizedFilename¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1544¿CallExpression¿¿1773¿¿¿¿{"start":{"line":97,"column":30},"end":{"line":97,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1545¿Identifier¿¿1773¿sanitizeName¿¿¿{"start":{"line":97,"column":30},"end":{"line":97,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1546¿Identifier¿¿1773¿v148¿¿¿¿¿Identifier
1547¿VariableDeclarator¿¿1773¿filePath¿¿¿{"start":{"line":98,"column":10},"end":{"line":98,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1548¿CallExpression¿¿1773¿¿¿¿{"start":{"line":98,"column":21},"end":{"line":98,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1549¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":98,"column":21},"end":{"line":98,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1550¿Identifier¿¿1773¿path¿¿¿{"start":{"line":98,"column":21},"end":{"line":98,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1551¿Identifier¿¿1773¿join¿¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1552¿Identifier¿¿1773¿SITE_ROOT¿¿¿{"start":{"line":98,"column":31},"end":{"line":98,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1553¿Identifier¿¿1773¿sanitizedFilename¿¿¿{"start":{"line":98,"column":42},"end":{"line":98,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1554¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1555¿AwaitExpression¿¿1773¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AwaitExpression
1556¿CallExpression¿¿1773¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1557¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1558¿Identifier¿¿1773¿fs¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1559¿Identifier¿¿1773¿access¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1560¿Identifier¿¿1773¿filePath¿¿¿{"start":{"line":99,"column":20},"end":{"line":99,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1561¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1562¿AwaitExpression¿¿1773¿¿¿¿{"start":{"line":100,"column":4},"end":{"line":100,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AwaitExpression
1563¿CallExpression¿¿1773¿¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1564¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1565¿Identifier¿¿1773¿fs¿¿¿{"start":{"line":100,"column":10},"end":{"line":100,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1566¿Identifier¿¿1773¿unlink¿¿¿{"start":{"line":100,"column":13},"end":{"line":100,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1567¿Identifier¿¿1773¿filePath¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1568¿VariableDeclarator¿¿1773¿v149¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1569¿ObjectExpression¿¿1773¿¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ObjectExpression
1570¿Property¿¿1773¿¿¿¿{"start":{"line":101,"column":15},"end":{"line":101,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1571¿Identifier¿¿1773¿message¿¿¿{"start":{"line":101,"column":15},"end":{"line":101,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1572¿TemplateLiteral¿¿1773¿¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TemplateLiteral
1573¿Identifier¿¿1773¿sanitizedFilename¿¿¿{"start":{"line":101,"column":48},"end":{"line":101,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1574¿VariableDeclarator¿¿1773¿v150¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1575¿CallExpression¿¿1773¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1576¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1577¿Identifier¿¿1773¿res¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1578¿Identifier¿¿1773¿json¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1579¿Identifier¿¿1773¿v149¿¿¿¿¿Identifier
1580¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1581¿Identifier¿¿1773¿v150¿¿¿¿¿Identifier
1582¿BlockStatement¿¿1773¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":102,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1583¿CatchClause¿¿1773¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CatchClause
1584¿VariableDeclarator¿¿1773¿v151¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1585¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1586¿Identifier¿¿1773¿err¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1587¿Identifier¿¿1773¿code¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1588¿VariableDeclarator¿¿1773¿v152¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1589¿BinaryExpression¿===¿1773¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BinaryExpression
1590¿Identifier¿¿1773¿v151¿¿¿¿¿Identifier
1591¿Literal¿string¿1773¿¿'ENOENT'¿¿{"start":{"line":103,"column":21},"end":{"line":103,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1592¿IfStatement¿¿1773¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿IfStatement
1593¿Identifier¿¿1773¿v152¿¿¿¿¿Identifier
1594¿VariableDeclarator¿¿1773¿v153¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1595¿CallExpression¿¿1773¿¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1596¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1597¿Identifier¿¿1773¿res¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1598¿Identifier¿¿1773¿status¿¿¿{"start":{"line":103,"column":42},"end":{"line":103,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1599¿Literal¿number¿1773¿¿404¿¿{"start":{"line":103,"column":49},"end":{"line":103,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1600¿VariableDeclarator¿¿1773¿v154¿¿¿{"start":{"line":103,"column":59},"end":{"line":103,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1601¿ObjectExpression¿¿1773¿¿¿¿{"start":{"line":103,"column":59},"end":{"line":103,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ObjectExpression
1602¿Property¿¿1773¿¿¿¿{"start":{"line":103,"column":61},"end":{"line":103,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1603¿Identifier¿¿1773¿error¿¿¿{"start":{"line":103,"column":61},"end":{"line":103,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1604¿Literal¿string¿1773¿¿'File not found'¿¿{"start":{"line":103,"column":68},"end":{"line":103,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1605¿VariableDeclarator¿¿1773¿v155¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1606¿CallExpression¿¿1773¿¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1607¿MemberExpression¿¿1773¿¿¿¿{"start":{"line":103,"column":38},"end":{"line":103,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1608¿Identifier¿¿1773¿v153¿¿¿¿¿Identifier
1609¿Identifier¿¿1773¿json¿¿¿{"start":{"line":103,"column":54},"end":{"line":103,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1610¿Identifier¿¿1773¿v154¿¿¿¿¿Identifier
1611¿ReturnStatement¿¿1773¿¿¿¿{"start":{"line":103,"column":31},"end":{"line":103,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ReturnStatement
1612¿Identifier¿¿1773¿v155¿¿¿¿¿Identifier
1613¿BlockStatement¿¿1773¿¿¿¿¿¿BlockStatement
1614¿VariableDeclarator¿¿1773¿v156¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1615¿CallExpression¿¿1773¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1616¿Identifier¿¿1773¿next¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1617¿Identifier¿¿1773¿err¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1618¿ExpressionStatement¿¿1773¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1619¿Identifier¿¿1773¿v156¿¿¿¿¿Identifier
1620¿BlockStatement¿¿1773¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1621¿Identifier¿¿1773¿err¿¿¿{"start":{"line":102,"column":11},"end":{"line":102,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1622¿BlockStatement¿¿1773¿¿¿¿{"start":{"line":95,"column":54},"end":{"line":106,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1623¿VariableDeclarator¿¿1751¿v158¿¿¿{"start":{"line":95,"column":0},"end":{"line":106,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1624¿CallExpression¿¿1751¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":106,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1625¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1626¿Identifier¿¿1751¿router¿¿¿{"start":{"line":95,"column":0},"end":{"line":95,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1627¿Identifier¿¿1751¿delete¿¿¿{"start":{"line":95,"column":7},"end":{"line":95,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1628¿Literal¿string¿1751¿¿'/:filename'¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1629¿Identifier¿¿1751¿v157¿¿¿¿¿Identifier
1630¿ExpressionStatement¿¿1751¿¿¿¿{"start":{"line":95,"column":0},"end":{"line":106,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1631¿Identifier¿¿1751¿v158¿¿¿¿¿Identifier
1632¿VariableDeclarator¿¿1751¿v171¿¿¿{"start":{"line":112,"column":25},"end":{"line":127,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1633¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":112,"column":25},"end":{"line":127,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1634¿Identifier¿¿0¿req¿¿¿{"start":{"line":112,"column":32},"end":{"line":112,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1635¿Identifier¿¿0¿res¿¿¿{"start":{"line":112,"column":37},"end":{"line":112,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1636¿Identifier¿¿0¿next¿¿¿{"start":{"line":112,"column":42},"end":{"line":112,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1637¿TryStatement¿¿1777¿¿¿¿{"start":{"line":113,"column":2},"end":{"line":126,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TryStatement
1638¿VariableDeclarator¿¿1777¿v159¿¿¿{"start":{"line":114,"column":43},"end":{"line":114,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1639¿MemberExpression¿¿1777¿¿¿¿{"start":{"line":114,"column":43},"end":{"line":114,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1640¿Identifier¿¿1777¿req¿¿¿{"start":{"line":114,"column":43},"end":{"line":114,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1641¿Identifier¿¿1777¿params¿¿¿{"start":{"line":114,"column":47},"end":{"line":114,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1642¿VariableDeclarator¿¿1777¿v160¿¿¿{"start":{"line":114,"column":43},"end":{"line":114,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
