Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2221¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":254,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Program
2338¿Literal¿string¿3873¿¿'$0 install weird -g'¿¿{"start":{"line":20,"column":13},"end":{"line":20,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2339¿Literal¿string¿3873¿¿'install weird.flf into the currently executing ascii-art instance'¿¿{"start":{"line":20,"column":36},"end":{"line":20,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2340¿VariableDeclarator¿¿3873¿v240¿¿¿{"start":{"line":7,"column":0},"end":{"line":21,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2341¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":21,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2342¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":21,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2343¿Identifier¿¿3873¿v239¿¿¿¿¿Identifier
2344¿Identifier¿¿3873¿alias¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2345¿Literal¿string¿3873¿¿'s'¿¿{"start":{"line":21,"column":11},"end":{"line":21,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2346¿Literal¿string¿3873¿¿'style'¿¿{"start":{"line":21,"column":16},"end":{"line":21,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2347¿VariableDeclarator¿¿3873¿v241¿¿¿{"start":{"line":7,"column":0},"end":{"line":22,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2348¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":22,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2349¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":22,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2350¿Identifier¿¿3873¿v240¿¿¿¿¿Identifier
2351¿Identifier¿¿3873¿nargs¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2352¿Literal¿string¿3873¿¿'s'¿¿{"start":{"line":22,"column":12},"end":{"line":22,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2353¿Literal¿number¿3873¿¿1¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2354¿VariableDeclarator¿¿3873¿v242¿¿¿{"start":{"line":7,"column":0},"end":{"line":23,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2355¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":23,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2356¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":23,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2357¿Identifier¿¿3873¿v241¿¿¿¿¿Identifier
2358¿Identifier¿¿3873¿describe¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2359¿Literal¿string¿3873¿¿'s'¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2360¿Literal¿string¿3873¿¿'render a ansi style onto a string'¿¿{"start":{"line":23,"column":20},"end":{"line":23,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2361¿VariableDeclarator¿¿3873¿v243¿¿¿{"start":{"line":7,"column":0},"end":{"line":24,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2362¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":24,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2363¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2364¿Identifier¿¿3873¿v242¿¿¿¿¿Identifier
2365¿Identifier¿¿3873¿alias¿¿¿{"start":{"line":24,"column":5},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2366¿Literal¿string¿3873¿¿'F'¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2367¿Literal¿string¿3873¿¿'font'¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2368¿VariableDeclarator¿¿3873¿v244¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2369¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2370¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2371¿Identifier¿¿3873¿v243¿¿¿¿¿Identifier
2372¿Identifier¿¿3873¿nargs¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2373¿Literal¿string¿3873¿¿'F'¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2374¿Literal¿number¿3873¿¿1¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2375¿VariableDeclarator¿¿3873¿v245¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2376¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2377¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2378¿Identifier¿¿3873¿v244¿¿¿¿¿Identifier
2379¿Identifier¿¿3873¿describe¿¿¿{"start":{"line":26,"column":6},"end":{"line":26,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2380¿Literal¿string¿3873¿¿'F'¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2381¿Literal¿string¿3873¿¿'render the output in the specified font'¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2382¿VariableDeclarator¿¿3873¿v246¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2383¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2384¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2385¿Identifier¿¿3873¿v245¿¿¿¿¿Identifier
2386¿Identifier¿¿3873¿alias¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2387¿Literal¿string¿3873¿¿'g'¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2388¿Literal¿string¿3873¿¿'global'¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2389¿VariableDeclarator¿¿3873¿v247¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2390¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2391¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2392¿Identifier¿¿3873¿v246¿¿¿¿¿Identifier
2393¿Identifier¿¿3873¿nargs¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2394¿Literal¿string¿3873¿¿'g'¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2395¿Literal¿number¿3873¿¿0¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2396¿VariableDeclarator¿¿3873¿v248¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2397¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2398¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2399¿Identifier¿¿3873¿v247¿¿¿¿¿Identifier
2400¿Identifier¿¿3873¿describe¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2401¿Literal¿string¿3873¿¿'g'¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2402¿Literal¿string¿3873¿¿'install the font globally'¿¿{"start":{"line":29,"column":20},"end":{"line":29,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2403¿VariableDeclarator¿¿3873¿v249¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2404¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2405¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2406¿Identifier¿¿3873¿v248¿¿¿¿¿Identifier
2407¿Identifier¿¿3873¿alias¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2408¿Literal¿string¿3873¿¿'o'¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2409¿Literal¿string¿3873¿¿'output'¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2410¿VariableDeclarator¿¿3873¿v250¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2411¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2412¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2413¿Identifier¿¿3873¿v249¿¿¿¿¿Identifier
2414¿Identifier¿¿3873¿nargs¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2415¿Literal¿string¿3873¿¿'o'¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2416¿Literal¿number¿3873¿¿1¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2417¿VariableDeclarator¿¿3873¿v251¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2418¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2419¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2420¿Identifier¿¿3873¿v250¿¿¿¿¿Identifier
2421¿Identifier¿¿3873¿describe¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2422¿Literal¿string¿3873¿¿'o'¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2423¿Literal¿string¿3873¿¿'Save to a file'¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2424¿VariableDeclarator¿¿3873¿v252¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
2425¿CallExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
2426¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
2427¿Identifier¿¿3873¿v251¿¿¿¿¿Identifier
2428¿Identifier¿¿3873¿alias¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
2429¿Literal¿string¿3873¿¿'a'¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2430¿Literal¿string¿3873¿¿'alphabet'¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
2431¿VariableDeclarator¿¿3873¿v253¿¿¿{"start":{"line":7,"column":0},"end":{"line":34,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
