Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
854¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Program
1365¿VariableDeclarator¿¿1482¿v139¿¿¿{"start":{"line":95,"column":29},"end":{"line":95,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1366¿TemplateLiteral¿¿1482¿¿¿¿{"start":{"line":95,"column":29},"end":{"line":95,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1367¿Identifier¿¿1482¿directory¿¿¿{"start":{"line":95,"column":42},"end":{"line":95,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1368¿VariableDeclarator¿¿1482¿v140¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1369¿CallExpression¿¿1482¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1370¿MemberExpression¿¿1482¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1371¿Identifier¿¿1482¿v138¿¿¿¿¿Identifier
1372¿Identifier¿¿1482¿write¿¿¿{"start":{"line":95,"column":23},"end":{"line":95,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1373¿Identifier¿¿1482¿v139¿¿¿¿¿Identifier
1374¿ExpressionStatement¿¿1482¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1375¿Identifier¿¿1482¿v140¿¿¿¿¿Identifier
1376¿VariableDeclarator¿¿1482¿v141¿¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1377¿CallExpression¿¿1482¿¿¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1378¿Identifier¿¿1482¿resolve¿¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1379¿Identifier¿¿1482¿projectName¿¿¿{"start":{"line":96,"column":31},"end":{"line":96,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1380¿ReturnStatement¿¿1482¿¿¿¿{"start":{"line":96,"column":16},"end":{"line":96,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1381¿Identifier¿¿1482¿v141¿¿¿¿¿Identifier
1382¿BlockStatement¿¿1482¿¿¿¿{"start":{"line":94,"column":26},"end":{"line":97,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1383¿VariableDeclarator¿¿1480¿v143¿¿¿{"start":{"line":92,"column":12},"end":{"line":97,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1384¿CallExpression¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":97,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1385¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":94,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1386¿Identifier¿¿1480¿v137¿¿¿¿¿Identifier
1387¿Identifier¿¿1480¿then¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1388¿Identifier¿¿1480¿v142¿¿¿¿¿Identifier
1389¿VariableDeclarator¿¿1480¿v146¿¿¿{"start":{"line":98,"column":21},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1390¿ArrowFunctionExpression¿¿1480¿¿¿¿{"start":{"line":98,"column":21},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1391¿Identifier¿¿0¿err¿¿¿{"start":{"line":98,"column":21},"end":{"line":98,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1392¿VariableDeclarator¿¿1484¿v144¿¿¿{"start":{"line":100,"column":18},"end":{"line":102,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1393¿NewExpression¿¿1484¿¿¿¿{"start":{"line":100,"column":18},"end":{"line":102,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿NewExpression
1394¿Identifier¿¿1484¿Error¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1395¿TemplateLiteral¿¿1484¿¿¿¿{"start":{"line":101,"column":20},"end":{"line":101,"column":177},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1396¿Identifier¿¿1484¿directory¿¿¿{"start":{"line":101,"column":55},"end":{"line":101,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1397¿VariableDeclarator¿¿1484¿v145¿¿¿{"start":{"line":99,"column":23},"end":{"line":103,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1398¿CallExpression¿¿1484¿¿¿¿{"start":{"line":99,"column":23},"end":{"line":103,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1399¿Identifier¿¿1484¿reject¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1400¿Identifier¿¿1484¿v144¿¿¿¿¿Identifier
1401¿ReturnStatement¿¿1484¿¿¿¿{"start":{"line":99,"column":16},"end":{"line":103,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1402¿Identifier¿¿1484¿v145¿¿¿¿¿Identifier
1403¿BlockStatement¿¿1484¿¿¿¿{"start":{"line":98,"column":28},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1404¿VariableDeclarator¿¿1480¿v147¿¿¿{"start":{"line":92,"column":12},"end":{"line":104,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1405¿CallExpression¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":104,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1406¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":98,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1407¿Identifier¿¿1480¿v143¿¿¿¿¿Identifier
1408¿Identifier¿¿1480¿catch¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1409¿Identifier¿¿1480¿v146¿¿¿¿¿Identifier
1410¿ExpressionStatement¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":104,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1411¿Identifier¿¿1480¿v147¿¿¿¿¿Identifier
1412¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":91,"column":60},"end":{"line":105,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1413¿VariableDeclarator¿¿1480¿v148¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1414¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1415¿Identifier¿¿1480¿directoryAnswers¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1416¿Identifier¿¿1480¿projectName¿¿¿{"start":{"line":106,"column":44},"end":{"line":106,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1417¿VariableDeclarator¿¿1480¿v149¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1418¿CallExpression¿¿1480¿¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1419¿Identifier¿¿1480¿resolve¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1420¿Identifier¿¿1480¿v148¿¿¿¿¿Identifier
1421¿ReturnStatement¿¿1480¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1422¿Identifier¿¿1480¿v149¿¿¿¿¿Identifier
1423¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":105,"column":17},"end":{"line":107,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1424¿BlockStatement¿¿1480¿¿¿¿{"start":{"line":90,"column":34},"end":{"line":108,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1425¿VariableDeclarator¿¿1476¿v151¿¿¿{"start":{"line":74,"column":6},"end":{"line":108,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1426¿CallExpression¿¿1476¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":108,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1427¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":90,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1428¿Identifier¿¿1476¿v134¿¿¿¿¿Identifier
1429¿Identifier¿¿1476¿then¿¿¿{"start":{"line":90,"column":9},"end":{"line":90,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1430¿Identifier¿¿1476¿v150¿¿¿¿¿Identifier
1431¿ExpressionStatement¿¿1476¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":108,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1432¿Identifier¿¿1476¿v151¿¿¿¿¿Identifier
1433¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":73,"column":25},"end":{"line":109,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1434¿VariableDeclarator¿¿1476¿v152¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1435¿CallExpression¿¿1476¿¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1436¿Identifier¿¿1476¿resolve¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1437¿Identifier¿¿1476¿projectName¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1438¿ReturnStatement¿¿1476¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1439¿Identifier¿¿1476¿v152¿¿¿¿¿Identifier
1440¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":109,"column":11},"end":{"line":111,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1441¿BlockStatement¿¿1476¿¿¿¿{"start":{"line":70,"column":42},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1442¿VariableDeclarator¿¿1474¿v154¿¿¿{"start":{"line":70,"column":9},"end":{"line":112,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1443¿NewExpression¿¿1474¿¿¿¿{"start":{"line":70,"column":9},"end":{"line":112,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿NewExpression
1444¿Identifier¿¿1474¿Promise¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1445¿Identifier¿¿1474¿v153¿¿¿¿¿Identifier
1446¿ReturnStatement¿¿1474¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":112,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1447¿Identifier¿¿1474¿v154¿¿¿¿¿Identifier
1448¿BlockStatement¿¿1474¿¿¿¿{"start":{"line":69,"column":55},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1449¿CFG_F_START¿¿1449¿__main__¿¿¿¿¿CFG_F_START
1450¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1451¿CFG_F_START¿¿1451¿927_anon¿¿¿¿¿CFG_F_START
1452¿CFG_F_END¿¿0¿927_anon¿¿¿¿¿CFG_F_END
1453¿CFG_F_START¿¿1453¿931_anon¿¿¿¿¿CFG_F_START
1454¿CFG_F_END¿¿0¿931_anon¿¿¿¿¿CFG_F_END
1455¿CFG_IF_END¿¿0¿955¿¿¿¿¿CFG_IF_END
1456¿CFG_F_START¿¿1456¿978_anon¿¿¿¿¿CFG_F_START
1457¿CFG_F_END¿¿0¿978_anon¿¿¿¿¿CFG_F_END
1458¿CFG_F_START¿¿1458¿1006_anon¿¿¿¿¿CFG_F_START
1459¿CFG_F_END¿¿0¿1006_anon¿¿¿¿¿CFG_F_END
1460¿CFG_F_START¿¿1460¿1030_anon¿¿¿¿¿CFG_F_START
1461¿CFG_F_END¿¿0¿1030_anon¿¿¿¿¿CFG_F_END
1462¿CFG_IF_END¿¿0¿1036¿¿¿¿¿CFG_IF_END
1463¿CFG_F_START¿¿1463¿1073_anon¿¿¿¿¿CFG_F_START
1464¿CFG_F_END¿¿0¿1073_anon¿¿¿¿¿CFG_F_END
1465¿CFG_F_START¿¿1465¿1094_anon¿¿¿¿¿CFG_F_START
1466¿CFG_F_END¿¿0¿1094_anon¿¿¿¿¿CFG_F_END
1467¿CFG_F_START¿¿1467¿1114_anon¿¿¿¿¿CFG_F_START
1468¿CFG_F_END¿¿0¿1114_anon¿¿¿¿¿CFG_F_END
1469¿CFG_F_START¿¿1469¿1165_anon¿¿¿¿¿CFG_F_START
1470¿CFG_F_END¿¿0¿1165_anon¿¿¿¿¿CFG_F_END
1471¿CFG_F_START¿¿1471¿1183_anon¿¿¿¿¿CFG_F_START
1472¿CFG_F_END¿¿0¿1183_anon¿¿¿¿¿CFG_F_END
1473¿CFG_IF_END¿¿0¿1203¿¿¿¿¿CFG_IF_END
1474¿CFG_F_START¿¿1474¿1257_anon¿¿¿¿¿CFG_F_START
1475¿CFG_F_END¿¿0¿1257_anon¿¿¿¿¿CFG_F_END
1476¿CFG_F_START¿¿1476¿1261_anon¿¿¿¿¿CFG_F_START
1477¿CFG_F_END¿¿0¿1261_anon¿¿¿¿¿CFG_F_END
1478¿CFG_F_START¿¿1478¿1283_anon¿¿¿¿¿CFG_F_START
1479¿CFG_F_END¿¿0¿1283_anon¿¿¿¿¿CFG_F_END
1480¿CFG_F_START¿¿1480¿1341_anon¿¿¿¿¿CFG_F_START
1481¿CFG_F_END¿¿0¿1341_anon¿¿¿¿¿CFG_F_END
1482¿CFG_F_START¿¿1482¿1360_anon¿¿¿¿¿CFG_F_START
1483¿CFG_F_END¿¿0¿1360_anon¿¿¿¿¿CFG_F_END
1484¿CFG_F_START¿¿1484¿1390_anon¿¿¿¿¿CFG_F_START
1485¿CFG_F_END¿¿0¿1390_anon¿¿¿¿¿CFG_F_END
1486¿CFG_IF_END¿¿0¿1351¿¿¿¿¿CFG_IF_END
1487¿CFG_IF_END¿¿0¿1280¿¿¿¿¿CFG_IF_END
1488¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1489¿PDG_CALL¿¿1449¿1449.CALL->require-o211¿¿¿¿¿PDG_CALL
1490¿PDG_OBJECT¿¿0¿1449.inquirer-o212¿¿¿¿¿PDG_OBJECT
1491¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1492¿PDG_CALL¿¿1449¿1449.CALL->require-o213¿¿¿¿¿PDG_CALL
1493¿PDG_OBJECT¿¿0¿1449.fs-o214¿¿¿¿¿PDG_OBJECT
1494¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1495¿PDG_CALL¿¿1449¿1449.CALL->require-o215¿¿¿¿¿PDG_CALL
1496¿PDG_OBJECT¿¿0¿1449.path-o216¿¿¿¿¿PDG_OBJECT
1497¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1498¿PDG_CALL¿¿1449¿1449.CALL->require-o217¿¿¿¿¿PDG_CALL
1499¿PDG_OBJECT¿¿0¿1449.v78-o218¿¿¿¿¿PDG_OBJECT
1500¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1501¿PDG_OBJECT¿¿0¿1449.v78.spawn-o219¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1449.v78.exec-o220¿¿¿¿¿PDG_OBJECT
1503¿PDG_CALL¿¿1449¿1449.CALL->process.cwd-o221¿¿¿¿¿PDG_CALL
1504¿PDG_OBJECT¿¿0¿1449.v79-o222¿¿¿¿¿PDG_OBJECT
1505¿PDG_CALL¿¿1449¿1449.CALL->path.resolve-o223¿¿¿¿¿PDG_CALL
1506¿PDG_OBJECT¿¿0¿1449.cwd-o224¿¿¿¿¿PDG_OBJECT
1507¿PDG_CALL¿¿1449¿1449.CALL->require-o225¿¿¿¿¿PDG_CALL
1508¿PDG_OBJECT¿¿0¿1449.shellescape-o226¿¿¿¿¿PDG_OBJECT
1509¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1510¿PDG_OBJECT¿¿0¿1449.v80-o227¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1449.createEnvFile-o228¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1449.v80-o229¿¿¿¿¿PDG_OBJECT
1513¿PDG_OBJECT¿¿0¿1449.v80.createEnvFile-o230¿¿¿¿¿PDG_OBJECT
1514¿PDG_OBJECT¿¿0¿1449.walkSync-o231¿¿¿¿¿PDG_OBJECT
1515¿PDG_OBJECT¿¿0¿1449.v80-o232¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1449.v80.walkSync-o233¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1449.checkForExistingFolder-o234¿¿¿¿¿PDG_OBJECT
1518¿PDG_OBJECT¿¿0¿1449.v80-o235¿¿¿¿¿PDG_OBJECT
1519¿PDG_OBJECT¿¿0¿1449.v80.checkForExistingFolder-o236¿¿¿¿¿PDG_OBJECT
1520¿PDG_OBJECT¿¿0¿1449.executeCommand-o237¿¿¿¿¿PDG_OBJECT
1521¿PDG_OBJECT¿¿0¿1449.v80-o238¿¿¿¿¿PDG_OBJECT
1522¿PDG_OBJECT¿¿0¿1449.v80.executeCommand-o239¿¿¿¿¿PDG_OBJECT
1523¿PDG_OBJECT¿¿0¿1449.module-o240¿¿¿¿¿PDG_OBJECT
1524¿PDG_OBJECT¿¿0¿1449.module.exports-o241¿¿¿¿¿PDG_OBJECT
1525¿PDG_OBJECT¿¿0¿1451.this-o242¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1451.command-o243¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1451.cmdOptions-o244¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1463.this-o245¿¿¿¿¿PDG_OBJECT
1529¿PDG_OBJECT¿¿0¿1463.ui-o246¿¿¿¿¿PDG_OBJECT
1530¿PDG_OBJECT¿¿0¿1463.projectName-o247¿¿¿¿¿PDG_OBJECT
1531¿PDG_OBJECT¿¿0¿1463.answers-o248¿¿¿¿¿PDG_OBJECT
1532¿PDG_OBJECT¿¿0¿1469.this-o249¿¿¿¿¿PDG_OBJECT
1533¿PDG_OBJECT¿¿0¿1469.dir-o250¿¿¿¿¿PDG_OBJECT
1534¿PDG_OBJECT¿¿0¿1469.filelist-o251¿¿¿¿¿PDG_OBJECT
1535¿PDG_OBJECT¿¿0¿1474.this-o252¿¿¿¿¿PDG_OBJECT
1536¿PDG_OBJECT¿¿0¿1474.ui-o253¿¿¿¿¿PDG_OBJECT
1537¿PDG_OBJECT¿¿0¿1474.projectName-o254¿¿¿¿¿PDG_OBJECT
1538¿PDG_OBJECT¿¿0¿1453.this-o255¿¿¿¿¿PDG_OBJECT
1539¿PDG_OBJECT¿¿0¿1453.resolve-o256¿¿¿¿¿PDG_OBJECT
1540¿PDG_OBJECT¿¿0¿1453.reject-o257¿¿¿¿¿PDG_OBJECT
1541¿PDG_OBJECT¿¿0¿1451.v101-o258¿¿¿¿¿PDG_OBJECT
1542¿PDG_CALL¿¿1451¿1451.CALL->Promise-o259¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿0¿1451.v102-o260¿¿¿¿¿PDG_OBJECT
1544¿PDG_RETURN¿¿0¿1451.RET_OBJ-o261¿¿¿¿¿PDG_RETURN
1545¿PDG_OBJECT¿¿0¿1453.command.0-o262¿¿¿¿¿PDG_OBJECT
1546¿PDG_OBJECT¿¿0¿1453.args-o263¿¿¿¿¿PDG_OBJECT
1547¿PDG_OBJECT¿¿0¿1453.command.length-o264¿¿¿¿¿PDG_OBJECT
1548¿PDG_OBJECT¿¿0¿1453.v82-o265¿¿¿¿¿PDG_OBJECT
1549¿PDG_CALL¿¿1453¿1453.CALL->command.slice-o266¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1453.v83-o267¿¿¿¿¿PDG_OBJECT
1551¿PDG_OBJECT¿¿0¿1453.v84-o268¿¿¿¿¿PDG_OBJECT
1552¿PDG_CALL¿¿1453¿1453.CALL->spawn-o269¿¿¿¿¿PDG_CALL
1553¿PDG_OBJECT¿¿0¿1453.execCmd-o270¿¿¿¿¿PDG_OBJECT
1554¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1555¿PDG_OBJECT¿¿0¿1453.execCmd.stdout-o271¿¿¿¿¿PDG_OBJECT
1556¿PDG_OBJECT¿¿0¿1456.this-o272¿¿¿¿¿PDG_OBJECT
1557¿PDG_OBJECT¿¿0¿1456.data-o273¿¿¿¿¿PDG_OBJECT
1558¿PDG_OBJECT¿¿0¿1453.v88-o274¿¿¿¿¿PDG_OBJECT
1559¿PDG_CALL¿¿1453¿1453.CALL->v85.on-o275¿¿¿¿¿PDG_CALL
1560¿PDG_OBJECT¿¿0¿1453.v89-o276¿¿¿¿¿PDG_OBJECT
1561¿PDG_OBJECT¿¿0¿1453.execCmd.stderr-o277¿¿¿¿¿PDG_OBJECT
1562¿PDG_OBJECT¿¿0¿1458.this-o278¿¿¿¿¿PDG_OBJECT
1563¿PDG_OBJECT¿¿0¿1458.data-o279¿¿¿¿¿PDG_OBJECT
1564¿PDG_OBJECT¿¿0¿1453.v93-o280¿¿¿¿¿PDG_OBJECT
1565¿PDG_CALL¿¿1453¿1453.CALL->v90.on-o281¿¿¿¿¿PDG_CALL
1566¿PDG_OBJECT¿¿0¿1453.v94-o282¿¿¿¿¿PDG_OBJECT
