Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
648¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
1166¿PDG_OBJECT¿¿0¿1147.this-o152¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1135.Start-o153¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1135.Server-o154¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1135.Server.Start-o155¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1149.this-o156¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1135.Stop-o157¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1135.Server-o158¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1135.Server.Stop-o159¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1135.Server-o160¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1135.Server.is_class-o161¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1135.module-o162¿¿¿¿¿PDG_OBJECT
1177¿PDG_OBJECT¿¿0¿1135.module.exports-o163¿¿¿¿¿PDG_OBJECT
1178¿PDG_OBJECT¿¿0¿1137.Options.folder-o164¿¿¿¿¿PDG_OBJECT
1179¿PDG_CALL¿¿1137¿1137.CALL->process.cwd-o165¿¿¿¿¿PDG_CALL
1180¿PDG_OBJECT¿¿0¿1137.v77-o166¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1137.v79-o167¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1137¿1137.CALL->process.cwd-o168¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿0¿1137.v80-o169¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1137.v81-o170¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1137.Options.index-o171¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1137.v83-o172¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1137.Options.port-o173¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1137.v85-o174¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1137.v86-o175¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1137.v86-o176¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1137.v86.RootFolder-o177¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1137.v86-o178¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1137.v86.IndexFile-o179¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1137.v86-o180¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1137.v86.Port-o181¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1137.this-o182¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1137.this.Options-o183¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1140.this-o184¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1140.Request-o185¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1140.Response-o186¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1137.v135-o187¿¿¿¿¿PDG_OBJECT
1202¿PDG_CALL¿¿1137¿1137.CALL->HTTP.createServer-o188¿¿¿¿¿PDG_CALL
1203¿PDG_OBJECT¿¿0¿1137.v136-o189¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1137.this-o190¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1137.this.Server-o191¿¿¿¿¿PDG_OBJECT
1206¿PDG_CALL¿¿1140¿1140.CALL->Date.now-o192¿¿¿¿¿PDG_CALL
1207¿PDG_OBJECT¿¿0¿1140.ReceivedRequest-o193¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1140.this.Options-o194¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1140.Request.url-o195¿¿¿¿¿PDG_OBJECT
1210¿PDG_CALL¿¿1140¿1140.CALL->ConfigureFilePath-o196¿¿¿¿¿PDG_CALL
1211¿PDG_OBJECT¿¿0¿1140.FilePath-o197¿¿¿¿¿PDG_OBJECT
1212¿PDG_CALL¿¿1140¿1140.CALL->Date-o198¿¿¿¿¿PDG_CALL
1213¿PDG_OBJECT¿¿0¿1140.v89-o199¿¿¿¿¿PDG_OBJECT
1214¿PDG_CALL¿¿1140¿1140.CALL->v89.toLocaleString-o200¿¿¿¿¿PDG_CALL
1215¿PDG_OBJECT¿¿0¿1140.v90-o201¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1140.v92-o202¿¿¿¿¿PDG_OBJECT
1217¿PDG_CALL¿¿1140¿1140.CALL->console.log-o203¿¿¿¿¿PDG_CALL
1218¿PDG_OBJECT¿¿0¿1140.v93-o204¿¿¿¿¿PDG_OBJECT
1219¿PDG_CALL¿¿1140¿1140.CALL->Response.writeHead-o205¿¿¿¿¿PDG_CALL
1220¿PDG_OBJECT¿¿0¿1140.v95-o206¿¿¿¿¿PDG_OBJECT
1221¿PDG_CALL¿¿1140¿1140.CALL->Response.end-o207¿¿¿¿¿PDG_CALL
1222¿PDG_OBJECT¿¿0¿1140.v96-o208¿¿¿¿¿PDG_OBJECT
1223¿PDG_CALL¿¿1140¿1140.CALL->Date-o209¿¿¿¿¿PDG_CALL
1224¿PDG_OBJECT¿¿0¿1140.v97-o210¿¿¿¿¿PDG_OBJECT
1225¿PDG_CALL¿¿1140¿1140.CALL->v97.toLocaleString-o211¿¿¿¿¿PDG_CALL
1226¿PDG_OBJECT¿¿0¿1140.v98-o212¿¿¿¿¿PDG_OBJECT
1227¿PDG_CALL¿¿1140¿1140.CALL->Date.now-o213¿¿¿¿¿PDG_CALL
1228¿PDG_OBJECT¿¿0¿1140.v99-o214¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1140.v100-o215¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1140.v101-o216¿¿¿¿¿PDG_OBJECT
1231¿PDG_CALL¿¿1140¿1140.CALL->console.log-o217¿¿¿¿¿PDG_CALL
1232¿PDG_OBJECT¿¿0¿1140.v102-o218¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1143.this-o219¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1143.SomeError-o220¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1143.Data-o221¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1140.v133-o222¿¿¿¿¿PDG_OBJECT
1237¿PDG_CALL¿¿1140¿1140.CALL->FileSystem.readFile-o223¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿0¿1140.v134-o224¿¿¿¿¿PDG_OBJECT
1239¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1240¿PDG_CALL¿¿1143¿1143.CALL->ConfigureHead-o225¿¿¿¿¿PDG_CALL
1241¿PDG_OBJECT¿¿0¿1143.v104-o226¿¿¿¿¿PDG_OBJECT
1242¿PDG_CALL¿¿1143¿1143.CALL->Response.writeHead-o227¿¿¿¿¿PDG_CALL
1243¿PDG_OBJECT¿¿0¿1143.v105-o228¿¿¿¿¿PDG_OBJECT
1244¿PDG_CALL¿¿1143¿1143.CALL->Response.end-o229¿¿¿¿¿PDG_CALL
1245¿PDG_OBJECT¿¿0¿1143.v106-o230¿¿¿¿¿PDG_OBJECT
1246¿PDG_CALL¿¿1143¿1143.CALL->Date-o231¿¿¿¿¿PDG_CALL
1247¿PDG_OBJECT¿¿0¿1143.v107-o232¿¿¿¿¿PDG_OBJECT
1248¿PDG_CALL¿¿1143¿1143.CALL->v107.toLocaleString-o233¿¿¿¿¿PDG_CALL
1249¿PDG_OBJECT¿¿0¿1143.v108-o234¿¿¿¿¿PDG_OBJECT
1250¿PDG_CALL¿¿1143¿1143.CALL->Date.now-o235¿¿¿¿¿PDG_CALL
1251¿PDG_OBJECT¿¿0¿1143.v110-o236¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1143.v111-o237¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1143.v112-o238¿¿¿¿¿PDG_OBJECT
1254¿PDG_CALL¿¿1143¿1143.CALL->console.log-o239¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿0¿1143.v113-o240¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1143.SomeError.code-o241¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1143.v115-o242¿¿¿¿¿PDG_OBJECT
1258¿PDG_CALL¿¿1143¿1143.CALL->Response.writeHead-o243¿¿¿¿¿PDG_CALL
1259¿PDG_OBJECT¿¿0¿1143.v116-o244¿¿¿¿¿PDG_OBJECT
1260¿PDG_CALL¿¿1143¿1143.CALL->Response.end-o245¿¿¿¿¿PDG_CALL
1261¿PDG_OBJECT¿¿0¿1143.v117-o246¿¿¿¿¿PDG_OBJECT
1262¿PDG_CALL¿¿1143¿1143.CALL->Date-o247¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1143.v118-o248¿¿¿¿¿PDG_OBJECT
1264¿PDG_CALL¿¿1143¿1143.CALL->v118.toLocaleString-o249¿¿¿¿¿PDG_CALL
1265¿PDG_OBJECT¿¿0¿1143.v119-o250¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1143.v121-o251¿¿¿¿¿PDG_OBJECT
1267¿PDG_CALL¿¿1143¿1143.CALL->console.log-o252¿¿¿¿¿PDG_CALL
1268¿PDG_OBJECT¿¿0¿1143.v122-o253¿¿¿¿¿PDG_OBJECT
1269¿PDG_CALL¿¿1143¿1143.CALL->Response.writeHead-o254¿¿¿¿¿PDG_CALL
1270¿PDG_OBJECT¿¿0¿1143.v123-o255¿¿¿¿¿PDG_OBJECT
1271¿PDG_CALL¿¿1143¿1143.CALL->Response.end-o256¿¿¿¿¿PDG_CALL
1272¿PDG_OBJECT¿¿0¿1143.v124-o257¿¿¿¿¿PDG_OBJECT
1273¿PDG_CALL¿¿1143¿1143.CALL->Date-o258¿¿¿¿¿PDG_CALL
1274¿PDG_OBJECT¿¿0¿1143.v125-o259¿¿¿¿¿PDG_OBJECT
1275¿PDG_CALL¿¿1143¿1143.CALL->v125.toLocaleString-o260¿¿¿¿¿PDG_CALL
1276¿PDG_OBJECT¿¿0¿1143.v126-o261¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1143.v128-o262¿¿¿¿¿PDG_OBJECT
1278¿PDG_CALL¿¿1143¿1143.CALL->console.log-o263¿¿¿¿¿PDG_CALL
1279¿PDG_OBJECT¿¿0¿1143.v129-o264¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1143.v131-o265¿¿¿¿¿PDG_OBJECT
1281¿PDG_CALL¿¿1143¿1143.CALL->console.log-o266¿¿¿¿¿PDG_CALL
1282¿PDG_OBJECT¿¿0¿1143.v132-o267¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1147.this.Server-o268¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1147.this.Options-o269¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1147.v138.Port-o270¿¿¿¿¿PDG_OBJECT
1286¿PDG_CALL¿¿1147¿1147.CALL->v137.listen-o271¿¿¿¿¿PDG_CALL
1287¿PDG_OBJECT¿¿0¿1147.v140-o272¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1147.v141.RootFolder-o273¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1147.v145-o274¿¿¿¿¿PDG_OBJECT
1290¿PDG_CALL¿¿1147¿1147.CALL->console.log-o275¿¿¿¿¿PDG_CALL
1291¿PDG_OBJECT¿¿0¿1147.v146-o276¿¿¿¿¿PDG_OBJECT
1292¿PDG_CALL¿¿1149¿1149.CALL->console.log-o277¿¿¿¿¿PDG_CALL
1293¿PDG_OBJECT¿¿0¿1149.v147-o278¿¿¿¿¿PDG_OBJECT
1294¿PDG_CALL¿¿1149¿1149.CALL->process.exit-o279¿¿¿¿¿PDG_CALL
1295¿PDG_OBJECT¿¿0¿1149.v148-o280¿¿¿¿¿PDG_OBJECT
