Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
640¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Program
1121¿Identifier¿¿1122¿ImageCleanupService¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1122¿CFG_F_START¿¿1122¿__main__¿¿¿¿¿CFG_F_START
1123¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1124¿CFG_F_START¿¿1124¿658_ImageCleanupService¿¿¿¿¿CFG_F_START
1125¿CFG_F_END¿¿0¿658_ImageCleanupService¿¿¿¿¿CFG_F_END
1126¿CFG_F_START¿¿1126¿661_deleteImage¿¿¿¿¿CFG_F_START
1127¿CFG_F_END¿¿0¿661_deleteImage¿¿¿¿¿CFG_F_END
1128¿CFG_IF_END¿¿0¿666¿¿¿¿¿CFG_IF_END
1129¿CFG_IF_END¿¿0¿723¿¿¿¿¿CFG_IF_END
1130¿CFG_F_START¿¿1130¿764_anon¿¿¿¿¿CFG_F_START
1131¿CFG_F_END¿¿0¿764_anon¿¿¿¿¿CFG_F_END
1132¿CFG_IF_END¿¿0¿791¿¿¿¿¿CFG_IF_END
1133¿CFG_IF_END¿¿0¿849¿¿¿¿¿CFG_IF_END
1134¿CFG_IF_END¿¿0¿885¿¿¿¿¿CFG_IF_END
1135¿CFG_IF_END¿¿0¿947¿¿¿¿¿CFG_IF_END
1136¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1137¿CFG_F_START¿¿1137¿996_deleteMultipleImages¿¿¿¿¿CFG_F_START
1138¿CFG_F_END¿¿0¿996_deleteMultipleImages¿¿¿¿¿CFG_F_END
1139¿CFG_IF_END¿¿0¿1019¿¿¿¿¿CFG_IF_END
1140¿CFG_IF_END¿¿0¿1080¿¿¿¿¿CFG_IF_END
1141¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1142¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1143¿PDG_CALL¿¿1122¿1122.CALL->require-o135¿¿¿¿¿PDG_CALL
1144¿PDG_OBJECT¿¿0¿1122.path-o136¿¿¿¿¿PDG_OBJECT
1145¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1146¿PDG_CALL¿¿1122¿1122.CALL->require-o137¿¿¿¿¿PDG_CALL
1147¿PDG_OBJECT¿¿0¿1122.v55-o138¿¿¿¿¿PDG_OBJECT
1148¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1149¿PDG_OBJECT¿¿0¿1122.v55.promises-o139¿¿¿¿¿PDG_OBJECT
1150¿PDG_CALL¿¿1122¿1122.CALL->require-o140¿¿¿¿¿PDG_CALL
1151¿PDG_OBJECT¿¿0¿1122.fsSync-o141¿¿¿¿¿PDG_OBJECT
1152¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1153¿PDG_OBJECT¿¿0¿1124.this-o142¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1122.ImageCleanupService-o143¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1126.this-o144¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1126.imagePath-o145¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1122.deleteImage-o146¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1122.ImageCleanupService-o147¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1122.ImageCleanupService.deleteImage-o148¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1137.this-o149¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1137.imagePaths-o150¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1122.deleteMultipleImages-o151¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1122.ImageCleanupService-o152¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1122.ImageCleanupService.deleteMultipleImages-o153¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1122.ImageCleanupService-o154¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1122.ImageCleanupService.is_class-o155¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1122.module-o156¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1122.module.exports-o157¿¿¿¿¿PDG_OBJECT
1169¿PDG_CALL¿¿1126¿1126.CALL->console.log-o158¿¿¿¿¿PDG_CALL
1170¿PDG_OBJECT¿¿0¿1126.v57-o159¿¿¿¿¿PDG_OBJECT
1171¿PDG_RETURN¿¿0¿1126.RET_OBJ-o160¿¿¿¿¿PDG_RETURN
1172¿PDG_CALL¿¿1126¿1126.CALL->process.cwd-o161¿¿¿¿¿PDG_CALL
1173¿PDG_OBJECT¿¿0¿1126.v58-o162¿¿¿¿¿PDG_OBJECT
1174¿PDG_CALL¿¿1126¿1126.CALL->path.join-o163¿¿¿¿¿PDG_CALL
1175¿PDG_OBJECT¿¿0¿1126.v59-o164¿¿¿¿¿PDG_OBJECT
1176¿PDG_CALL¿¿1126¿1126.CALL->fsSync.realpathSync-o165¿¿¿¿¿PDG_CALL
1177¿PDG_OBJECT¿¿0¿1126.BASE-o166¿¿¿¿¿PDG_OBJECT
1178¿PDG_CALL¿¿1126¿1126.CALL->String-o167¿¿¿¿¿PDG_CALL
1179¿PDG_OBJECT¿¿0¿1126.raw-o168¿¿¿¿¿PDG_OBJECT
1180¿PDG_CALL¿¿1126¿1126.CALL->decodeURIComponent-o169¿¿¿¿¿PDG_CALL
1181¿PDG_OBJECT¿¿0¿1126.decoded-o170¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1126¿1126.CALL->decoded.replace-o171¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿0¿1126.unified-o172¿¿¿¿¿PDG_OBJECT
1184¿PDG_CALL¿¿1126¿1126.CALL->unified.match-o173¿¿¿¿¿PDG_CALL
1185¿PDG_OBJECT¿¿0¿1126.m-o174¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1126.v61-o175¿¿¿¿¿PDG_OBJECT
1187¿PDG_CALL¿¿1126¿1126.CALL->console.log-o176¿¿¿¿¿PDG_CALL
1188¿PDG_OBJECT¿¿0¿1126.v62-o177¿¿¿¿¿PDG_OBJECT
1189¿PDG_RETURN¿¿0¿1126.RET_OBJ-o178¿¿¿¿¿PDG_RETURN
1190¿PDG_OBJECT¿¿0¿1126.m.1-o179¿¿¿¿¿PDG_OBJECT
1191¿PDG_CALL¿¿1126¿1126.CALL->relPart.split-o180¿¿¿¿¿PDG_CALL
1192¿PDG_OBJECT¿¿0¿1126.v63-o181¿¿¿¿¿PDG_OBJECT
1193¿PDG_CALL¿¿1126¿1126.CALL->v63.filter-o182¿¿¿¿¿PDG_CALL
1194¿PDG_OBJECT¿¿0¿1126.segs-o183¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1126.segs.length-o184¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1126.v65-o185¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1130.this-o186¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1130.s-o187¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1126.v69-o188¿¿¿¿¿PDG_OBJECT
1200¿PDG_CALL¿¿1126¿1126.CALL->segs.some-o189¿¿¿¿¿PDG_CALL
1201¿PDG_OBJECT¿¿0¿1126.v70-o190¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1126.v72-o191¿¿¿¿¿PDG_OBJECT
1203¿PDG_CALL¿¿1126¿1126.CALL->console.log-o192¿¿¿¿¿PDG_CALL
1204¿PDG_OBJECT¿¿0¿1126.v73-o193¿¿¿¿¿PDG_OBJECT
1205¿PDG_RETURN¿¿0¿1126.RET_OBJ-o194¿¿¿¿¿PDG_RETURN
1206¿PDG_CALL¿¿1126¿1126.CALL->path.resolve-o195¿¿¿¿¿PDG_CALL
1207¿PDG_OBJECT¿¿0¿1126.candidate-o196¿¿¿¿¿PDG_OBJECT
1208¿PDG_CALL¿¿1126¿1126.CALL->path.dirname-o197¿¿¿¿¿PDG_CALL
1209¿PDG_OBJECT¿¿0¿1126.v74-o198¿¿¿¿¿PDG_OBJECT
1210¿PDG_CALL¿¿1126¿1126.CALL->fsSync.realpathSync-o199¿¿¿¿¿PDG_CALL
1211¿PDG_OBJECT¿¿0¿1126.parentReal-o200¿¿¿¿¿PDG_OBJECT
1212¿PDG_CALL¿¿1126¿1126.CALL->path.relative-o201¿¿¿¿¿PDG_CALL
1213¿PDG_OBJECT¿¿0¿1126.relCheck-o202¿¿¿¿¿PDG_OBJECT
1214¿PDG_CALL¿¿1126¿1126.CALL->relCheck.startsWith-o203¿¿¿¿¿PDG_CALL
1215¿PDG_OBJECT¿¿0¿1126.v75-o204¿¿¿¿¿PDG_OBJECT
1216¿PDG_CALL¿¿1126¿1126.CALL->path.isAbsolute-o205¿¿¿¿¿PDG_CALL
1217¿PDG_OBJECT¿¿0¿1126.v76-o206¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1126.v78-o207¿¿¿¿¿PDG_OBJECT
1219¿PDG_CALL¿¿1126¿1126.CALL->console.log-o208¿¿¿¿¿PDG_CALL
1220¿PDG_OBJECT¿¿0¿1126.v79-o209¿¿¿¿¿PDG_OBJECT
1221¿PDG_RETURN¿¿0¿1126.RET_OBJ-o210¿¿¿¿¿PDG_RETURN
1222¿PDG_OBJECT¿¿0¿1126.v80-o211¿¿¿¿¿PDG_OBJECT
1223¿PDG_CALL¿¿1126¿1126.CALL->console.log-o212¿¿¿¿¿PDG_CALL
1224¿PDG_OBJECT¿¿0¿1126.v81-o213¿¿¿¿¿PDG_OBJECT
1225¿PDG_CALL¿¿1126¿1126.CALL->fsSync.existsSync-o214¿¿¿¿¿PDG_CALL
1226¿PDG_OBJECT¿¿0¿1126.v82-o215¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1126.v84-o216¿¿¿¿¿PDG_OBJECT
1228¿PDG_CALL¿¿1126¿1126.CALL->console.log-o217¿¿¿¿¿PDG_CALL
1229¿PDG_OBJECT¿¿0¿1126.v85-o218¿¿¿¿¿PDG_OBJECT
1230¿PDG_RETURN¿¿0¿1126.RET_OBJ-o219¿¿¿¿¿PDG_RETURN
1231¿PDG_OBJECT¿¿0¿1126.v86-o220¿¿¿¿¿PDG_OBJECT
1232¿PDG_CALL¿¿1126¿1126.CALL->console.log-o221¿¿¿¿¿PDG_CALL
1233¿PDG_OBJECT¿¿0¿1126.v87-o222¿¿¿¿¿PDG_OBJECT
1234¿PDG_CALL¿¿1126¿1126.CALL->path.basename-o223¿¿¿¿¿PDG_CALL
1235¿PDG_OBJECT¿¿0¿1126.v88-o224¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1126.thumbnailFilename-o225¿¿¿¿¿PDG_OBJECT
1237¿PDG_CALL¿¿1126¿1126.CALL->path.dirname-o226¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿0¿1126.v89-o227¿¿¿¿¿PDG_OBJECT
1239¿PDG_CALL¿¿1126¿1126.CALL->path.join-o228¿¿¿¿¿PDG_CALL
1240¿PDG_OBJECT¿¿0¿1126.thumbnailFullPath-o229¿¿¿¿¿PDG_OBJECT
1241¿PDG_CALL¿¿1126¿1126.CALL->fsSync.existsSync-o230¿¿¿¿¿PDG_CALL
1242¿PDG_OBJECT¿¿0¿1126.v90-o231¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1126.v91-o232¿¿¿¿¿PDG_OBJECT
1244¿PDG_CALL¿¿1126¿1126.CALL->console.log-o233¿¿¿¿¿PDG_CALL
1245¿PDG_OBJECT¿¿0¿1126.v92-o234¿¿¿¿¿PDG_OBJECT
1246¿PDG_RETURN¿¿0¿1126.RET_OBJ-o235¿¿¿¿¿PDG_RETURN
1247¿PDG_OBJECT¿¿0¿1126.v93-o236¿¿¿¿¿PDG_OBJECT
1248¿PDG_CALL¿¿1126¿1126.CALL->console.error-o237¿¿¿¿¿PDG_CALL
1249¿PDG_OBJECT¿¿0¿1126.v94-o238¿¿¿¿¿PDG_OBJECT
1250¿PDG_RETURN¿¿0¿1126.RET_OBJ-o239¿¿¿¿¿PDG_RETURN
1251¿PDG_OBJECT¿¿0¿1130.v66-o240¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1130.v67-o241¿¿¿¿¿PDG_OBJECT
1253¿PDG_RETURN¿¿0¿1130.RET_OBJ-o242¿¿¿¿¿PDG_RETURN
1254¿PDG_CALL¿¿1137¿1137.CALL->Array.isArray-o243¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿0¿1137.v95-o244¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1137.imagePaths.length-o245¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1137.v98-o246¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1137.v100-o247¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1137.v101-o248¿¿¿¿¿PDG_OBJECT
1260¿PDG_OBJECT¿¿0¿1137.v102-o249¿¿¿¿¿PDG_OBJECT
1261¿PDG_OBJECT¿¿0¿1137.v102-o250¿¿¿¿¿PDG_OBJECT
1262¿PDG_OBJECT¿¿0¿1137.v102.deleted-o251¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿0¿1137.v102-o252¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1137.v102.failed-o253¿¿¿¿¿PDG_OBJECT
1265¿PDG_RETURN¿¿0¿1137.RET_OBJ-o254¿¿¿¿¿PDG_RETURN
1266¿PDG_OBJECT¿¿0¿1137.v103-o255¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1137.v104-o256¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1137.results-o257¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1137.results-o258¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1137.results.deleted-o259¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1137.results-o260¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1137.results.failed-o261¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1137.p-o262¿¿¿¿¿PDG_OBJECT
1274¿PDG_OBJECT¿¿0¿1137.p-o263¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1137.results.deleted-o264¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1137.v107-o265¿¿¿¿¿PDG_OBJECT
1277¿PDG_CALL¿¿1137¿1137.CALL->v107.push-o266¿¿¿¿¿PDG_CALL
1278¿PDG_OBJECT¿¿0¿1137.v108-o267¿¿¿¿¿PDG_OBJECT
1279¿PDG_RETURN¿¿0¿1137.RET_OBJ-o268¿¿¿¿¿PDG_RETURN
