Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
836¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Program
1332¿Literal¿number¿1451¿¿1¿¿{"start":{"line":108,"column":48},"end":{"line":108,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1333¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":108,"column":35},"end":{"line":108,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1334¿Identifier¿¿1451¿v125¿¿¿¿¿Identifier
1335¿BlockStatement¿¿1451¿¿¿¿¿¿BlockStatement
1336¿VariableDeclarator¿¿1451¿v126¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1451¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1338¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1339¿Identifier¿¿1451¿process¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1340¿Identifier¿¿1451¿exit¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1341¿Literal¿number¿1451¿¿0¿¿{"start":{"line":109,"column":15},"end":{"line":109,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1342¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1343¿Identifier¿¿1451¿v126¿¿¿¿¿Identifier
1344¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":106,"column":9},"end":{"line":110,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1345¿VariableDeclarator¿¿1451¿overall¿¿¿{"start":{"line":112,"column":4},"end":{"line":112,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1346¿Literal¿boolean¿1451¿¿true¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1347¿VariableDeclarator¿¿1451¿name¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1348¿VariableDeclarator¿¿1451¿v127¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1349¿CallExpression¿¿1451¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1350¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1351¿Identifier¿¿1451¿Object¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1352¿Identifier¿¿1451¿keys¿¿¿{"start":{"line":113,"column":26},"end":{"line":113,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1353¿Identifier¿¿1451¿scenarios¿¿¿{"start":{"line":113,"column":31},"end":{"line":113,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1354¿ForOfStatement¿¿1451¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ForOfStatement
1355¿Identifier¿¿1451¿name¿¿¿{"start":{"line":113,"column":11},"end":{"line":113,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1356¿Identifier¿¿1451¿v127¿¿¿¿¿Identifier
1357¿VariableDeclarator¿¿1451¿expectedFail¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1358¿BinaryExpression¿!==¿1451¿¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BinaryExpression
1359¿Identifier¿¿1451¿name¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1360¿Literal¿string¿1451¿¿'clean'¿¿{"start":{"line":114,"column":32},"end":{"line":114,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1361¿VariableDeclarator¿¿1451¿result¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1362¿CallExpression¿¿1451¿¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1363¿Identifier¿¿1451¿simulate¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1364¿Identifier¿¿1451¿name¿¿¿{"start":{"line":115,"column":26},"end":{"line":115,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1365¿VariableDeclarator¿¿1451¿v128¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1366¿LogicalExpression¿&&¿1451¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿LogicalExpression
1367¿Identifier¿¿1451¿expectedFail¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1368¿Identifier¿¿1451¿result¿¿¿{"start":{"line":116,"column":22},"end":{"line":116,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1369¿IfStatement¿¿1451¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":119,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1370¿Identifier¿¿1451¿v128¿¿¿¿¿Identifier
1371¿VariableDeclarator¿¿1451¿v129¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1372¿TemplateLiteral¿¿1451¿¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TemplateLiteral
1373¿Identifier¿¿1451¿name¿¿¿{"start":{"line":117,"column":54},"end":{"line":117,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1374¿VariableDeclarator¿¿1451¿v130¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1375¿CallExpression¿¿1451¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1376¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1377¿Identifier¿¿1451¿console¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1378¿Identifier¿¿1451¿error¿¿¿{"start":{"line":117,"column":12},"end":{"line":117,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1379¿Identifier¿¿1451¿v129¿¿¿¿¿Identifier
1380¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1381¿Identifier¿¿1451¿v130¿¿¿¿¿Identifier
1382¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1383¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1384¿Identifier¿¿1451¿overall¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1385¿Literal¿boolean¿1451¿¿false¿¿{"start":{"line":118,"column":14},"end":{"line":118,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1386¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":116,"column":30},"end":{"line":119,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1387¿VariableDeclarator¿¿1451¿v131¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1388¿UnaryExpression¿!¿1451¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿UnaryExpression
1389¿Identifier¿¿1451¿expectedFail¿¿¿{"start":{"line":120,"column":7},"end":{"line":120,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1390¿VariableDeclarator¿¿1451¿v132¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1391¿UnaryExpression¿!¿1451¿¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿UnaryExpression
1392¿Identifier¿¿1451¿result¿¿¿{"start":{"line":120,"column":24},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1393¿VariableDeclarator¿¿1451¿v133¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1394¿LogicalExpression¿&&¿1451¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿LogicalExpression
1395¿Identifier¿¿1451¿v131¿¿¿¿¿Identifier
1396¿Identifier¿¿1451¿v132¿¿¿¿¿Identifier
1397¿IfStatement¿¿1451¿¿¿¿{"start":{"line":120,"column":2},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1398¿Identifier¿¿1451¿v133¿¿¿¿¿Identifier
1399¿VariableDeclarator¿¿1451¿v134¿¿¿{"start":{"line":121,"column":18},"end":{"line":121,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1400¿TemplateLiteral¿¿1451¿¿¿¿{"start":{"line":121,"column":18},"end":{"line":121,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TemplateLiteral
1401¿Identifier¿¿1451¿name¿¿¿{"start":{"line":121,"column":51},"end":{"line":121,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1402¿VariableDeclarator¿¿1451¿v135¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1403¿CallExpression¿¿1451¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1404¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1405¿Identifier¿¿1451¿console¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1406¿Identifier¿¿1451¿error¿¿¿{"start":{"line":121,"column":12},"end":{"line":121,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1407¿Identifier¿¿1451¿v134¿¿¿¿¿Identifier
1408¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1409¿Identifier¿¿1451¿v135¿¿¿¿¿Identifier
1410¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1411¿AssignmentExpression¿=¿1451¿¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1412¿Identifier¿¿1451¿overall¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1413¿Literal¿boolean¿1451¿¿false¿¿{"start":{"line":122,"column":14},"end":{"line":122,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1414¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":120,"column":32},"end":{"line":123,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1415¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":113,"column":43},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1416¿VariableDeclarator¿¿1451¿v136¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1417¿CallExpression¿¿1451¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1418¿Identifier¿¿1451¿resetTmp¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1419¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":126,"column":0},"end":{"line":126,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1420¿Identifier¿¿1451¿v136¿¿¿¿¿Identifier
1421¿VariableDeclarator¿¿1451¿v137¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1422¿UnaryExpression¿!¿1451¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":127,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿UnaryExpression
1423¿Identifier¿¿1451¿overall¿¿¿{"start":{"line":127,"column":5},"end":{"line":127,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1424¿IfStatement¿¿1451¿¿¿¿{"start":{"line":127,"column":0},"end":{"line":130,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1425¿Identifier¿¿1451¿v137¿¿¿¿¿Identifier
1426¿VariableDeclarator¿¿1451¿v138¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1427¿CallExpression¿¿1451¿¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1428¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1429¿Identifier¿¿1451¿console¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1430¿Identifier¿¿1451¿error¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1431¿Literal¿string¿1451¿¿'❌ One or more scenario expectations not met.'¿¿{"start":{"line":128,"column":16},"end":{"line":128,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1432¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":128,"column":2},"end":{"line":128,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1433¿Identifier¿¿1451¿v138¿¿¿¿¿Identifier
1434¿VariableDeclarator¿¿1451¿v139¿¿¿{"start":{"line":129,"column":2},"end":{"line":129,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1435¿CallExpression¿¿1451¿¿¿¿{"start":{"line":129,"column":2},"end":{"line":129,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1436¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":129,"column":2},"end":{"line":129,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1437¿Identifier¿¿1451¿process¿¿¿{"start":{"line":129,"column":2},"end":{"line":129,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1438¿Identifier¿¿1451¿exit¿¿¿{"start":{"line":129,"column":10},"end":{"line":129,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1439¿Literal¿number¿1451¿¿1¿¿{"start":{"line":129,"column":15},"end":{"line":129,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1440¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":129,"column":2},"end":{"line":129,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1441¿Identifier¿¿1451¿v139¿¿¿¿¿Identifier
1442¿BlockStatement¿¿1451¿¿¿¿{"start":{"line":127,"column":14},"end":{"line":130,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1443¿VariableDeclarator¿¿1451¿v140¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1444¿CallExpression¿¿1451¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1445¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1446¿Identifier¿¿1451¿console¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1447¿Identifier¿¿1451¿log¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1448¿Literal¿string¿1451¿¿'\n🎉 All scenario expectations met.'¿¿{"start":{"line":131,"column":12},"end":{"line":131,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1449¿ExpressionStatement¿¿1451¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1450¿Identifier¿¿1451¿v140¿¿¿¿¿Identifier
1451¿CFG_F_START¿¿1451¿__main__¿¿¿¿¿CFG_F_START
1452¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1453¿CFG_F_START¿¿1453¿853_anon¿¿¿¿¿CFG_F_START
1454¿CFG_F_END¿¿0¿853_anon¿¿¿¿¿CFG_F_END
1455¿CFG_F_START¿¿1455¿886_anon¿¿¿¿¿CFG_F_START
1456¿CFG_F_END¿¿0¿886_anon¿¿¿¿¿CFG_F_END
1457¿CFG_F_START¿¿1457¿919_anon¿¿¿¿¿CFG_F_START
1458¿CFG_F_END¿¿0¿919_anon¿¿¿¿¿CFG_F_END
1459¿CFG_F_START¿¿1459¿952_anon¿¿¿¿¿CFG_F_START
1460¿CFG_F_END¿¿0¿952_anon¿¿¿¿¿CFG_F_END
1461¿CFG_F_START¿¿1461¿1011_anon¿¿¿¿¿CFG_F_START
1462¿CFG_F_END¿¿0¿1011_anon¿¿¿¿¿CFG_F_END
