Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Program
1459¿Identifier¿¿1716¿concat¿¿¿{"start":{"line":75,"column":92},"end":{"line":75,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1460¿Identifier¿¿1716¿v158¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1716¿v160¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1716¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1463¿Identifier¿¿1716¿callback¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1464¿Literal¿string¿1716¿¿'IP address unreachable'¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1465¿Identifier¿¿1716¿v159¿¿¿¿¿Identifier
1466¿ExpressionStatement¿¿1716¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1467¿Identifier¿¿1716¿v160¿¿¿¿¿Identifier
1468¿ReturnStatement¿¿1716¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1469¿BlockStatement¿¿1716¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":77,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1470¿VariableDeclarator¿¿1716¿v161¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1471¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1472¿Identifier¿¿1716¿ipAddress¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1473¿Identifier¿¿1716¿length¿¿¿{"start":{"line":79,"column":34},"end":{"line":79,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1474¿VariableDeclarator¿¿1716¿offset¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1475¿BinaryExpression¿-¿1716¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1476¿Literal¿number¿1716¿¿22¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1477¿Identifier¿¿1716¿v161¿¿¿¿¿Identifier
1478¿VariableDeclarator¿¿1716¿v162¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1479¿CallExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1480¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1481¿Identifier¿¿1716¿stdout¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1482¿Identifier¿¿1716¿indexOf¿¿¿{"start":{"line":80,"column":39},"end":{"line":80,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1483¿Identifier¿¿1716¿ipAddress¿¿¿{"start":{"line":80,"column":47},"end":{"line":80,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1484¿VariableDeclarator¿¿1716¿v163¿¿¿{"start":{"line":80,"column":61},"end":{"line":80,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1485¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":61},"end":{"line":80,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1486¿Identifier¿¿1716¿ipAddress¿¿¿{"start":{"line":80,"column":61},"end":{"line":80,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1487¿Identifier¿¿1716¿length¿¿¿{"start":{"line":80,"column":71},"end":{"line":80,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1488¿VariableDeclarator¿¿1716¿v164¿¿¿{"start":{"line":80,"column":61},"end":{"line":80,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1489¿BinaryExpression¿+¿1716¿¿¿¿{"start":{"line":80,"column":61},"end":{"line":80,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1490¿Identifier¿¿1716¿v163¿¿¿¿¿Identifier
1491¿Identifier¿¿1716¿offset¿¿¿{"start":{"line":80,"column":80},"end":{"line":80,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1492¿VariableDeclarator¿¿1716¿v165¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1493¿BinaryExpression¿+¿1716¿¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1494¿Identifier¿¿1716¿v162¿¿¿¿¿Identifier
1495¿Identifier¿¿1716¿v164¿¿¿¿¿Identifier
1496¿VariableDeclarator¿¿1716¿v166¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1497¿CallExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1498¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1499¿Identifier¿¿1716¿stdout¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1500¿Identifier¿¿1716¿substring¿¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1501¿Identifier¿¿1716¿v165¿¿¿¿¿Identifier
1502¿VariableDeclarator¿¿1716¿v167¿¿¿{"start":{"line":80,"column":99},"end":{"line":80,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1503¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":99},"end":{"line":80,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1504¿Identifier¿¿1716¿_constats¿¿¿{"start":{"line":80,"column":99},"end":{"line":80,"column":108},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1505¿Identifier¿¿1716¿MAC_ADDRESS_LENGTH¿¿¿{"start":{"line":80,"column":109},"end":{"line":80,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1506¿ExpressionStatement¿¿1716¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1507¿AssignmentExpression¿=¿1716¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":131},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1508¿Identifier¿¿1716¿stdout¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1509¿CallExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":131},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1510¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1511¿Identifier¿¿1716¿v166¿¿¿¿¿Identifier
1512¿Identifier¿¿1716¿substring¿¿¿{"start":{"line":80,"column":89},"end":{"line":80,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1513¿Identifier¿¿1716¿v167¿¿¿¿¿Identifier
1514¿Literal¿number¿1716¿¿0¿¿{"start":{"line":80,"column":129},"end":{"line":80,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1515¿VariableDeclarator¿¿1716¿v168¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1516¿CallExpression¿¿1716¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1517¿Identifier¿¿1716¿callback¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1518¿Literal¿boolean¿1716¿¿false¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1519¿Identifier¿¿1716¿stdout¿¿¿{"start":{"line":81,"column":22},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1520¿ExpressionStatement¿¿1716¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1521¿Identifier¿¿1716¿v168¿¿¿¿¿Identifier
1522¿ReturnStatement¿¿1716¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1523¿BlockStatement¿¿1716¿¿¿¿{"start":{"line":73,"column":55},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1524¿VariableDeclarator¿¿1712¿v170¿¿¿{"start":{"line":73,"column":4},"end":{"line":83,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1525¿CallExpression¿¿1712¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":83,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1526¿MemberExpression¿¿1712¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1527¿Identifier¿¿1712¿cp¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1528¿Identifier¿¿1712¿exec¿¿¿{"start":{"line":73,"column":7},"end":{"line":73,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1529¿Literal¿string¿1712¿¿'arp -a'¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1530¿Identifier¿¿1712¿v169¿¿¿¿¿Identifier
1531¿ExpressionStatement¿¿1712¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1532¿Identifier¿¿1712¿v170¿¿¿¿¿Identifier
1533¿BlockStatement¿¿1712¿¿¿¿{"start":{"line":67,"column":80},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1534¿VariableDeclarator¿¿1710¿v172¿¿¿{"start":{"line":67,"column":2},"end":{"line":84,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1535¿CallExpression¿¿1710¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":84,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1536¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1537¿Identifier¿¿1710¿cp¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1538¿Identifier¿¿1710¿exec¿¿¿{"start":{"line":67,"column":5},"end":{"line":67,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1539¿Identifier¿¿1710¿v148¿¿¿¿¿Identifier
1540¿Identifier¿¿1710¿v171¿¿¿¿¿Identifier
1541¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":84,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1542¿Identifier¿¿1710¿v172¿¿¿¿¿Identifier
1543¿BlockStatement¿¿1710¿¿¿¿{"start":{"line":66,"column":44},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1544¿VariableDeclarator¿¿1683¿getRemoteMac¿¿¿{"start":{"line":87,"column":0},"end":{"line":111,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1545¿FunctionExpression¿¿1683¿anon¿¿¿{"start":{"line":87,"column":0},"end":{"line":111,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1546¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1547¿Identifier¿¿0¿callback¿¿¿{"start":{"line":87,"column":33},"end":{"line":87,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1548¿VariableDeclarator¿¿1720¿v173¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1549¿CallExpression¿¿1720¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1550¿MemberExpression¿¿1720¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1551¿Identifier¿¿1720¿os¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1552¿Identifier¿¿1720¿platform¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1553¿SwitchStatement¿¿1720¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":110,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿SwitchStatement
1554¿Identifier¿¿1720¿v173¿¿¿¿¿Identifier
1555¿SwitchCase¿¿1720¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":93,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿SwitchCase
1556¿Literal¿string¿1720¿¿'linux'¿¿{"start":{"line":89,"column":9},"end":{"line":89,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1557¿VariableDeclarator¿¿1720¿v175¿¿¿{"start":{"line":90,"column":31},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1558¿FunctionExpression¿¿1720¿anon¿¿¿{"start":{"line":90,"column":31},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1559¿Identifier¿¿0¿err¿¿¿{"start":{"line":90,"column":41},"end":{"line":90,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1560¿Identifier¿¿0¿mac¿¿¿{"start":{"line":90,"column":46},"end":{"line":90,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1561¿VariableDeclarator¿¿1722¿v174¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1562¿CallExpression¿¿1722¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1563¿Identifier¿¿1722¿callback¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1564¿Identifier¿¿1722¿err¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1565¿Identifier¿¿1722¿mac¿¿¿{"start":{"line":91,"column":29},"end":{"line":91,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1566¿ReturnStatement¿¿1722¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1567¿Identifier¿¿1722¿v174¿¿¿¿¿Identifier
1568¿BlockStatement¿¿1722¿¿¿¿{"start":{"line":90,"column":51},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1569¿VariableDeclarator¿¿1720¿v176¿¿¿{"start":{"line":90,"column":6},"end":{"line":92,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1570¿CallExpression¿¿1720¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":92,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1571¿Identifier¿¿1720¿getMacInLinux¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1572¿Identifier¿¿1720¿ipAddress¿¿¿{"start":{"line":90,"column":20},"end":{"line":90,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1573¿Identifier¿¿1720¿v175¿¿¿¿¿Identifier
1574¿ExpressionStatement¿¿1720¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":92,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1575¿Identifier¿¿1720¿v176¿¿¿¿¿Identifier
1576¿BreakStatement¿¿1720¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BreakStatement
1577¿SwitchCase¿¿1720¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":99,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿SwitchCase
1578¿Literal¿string¿1720¿¿'win32'¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1579¿VariableDeclarator¿¿1720¿v178¿¿¿{"start":{"line":96,"column":31},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
