Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3589¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
3707¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3708¿Identifier¿¿6425¿v489¿¿¿¿¿Identifier
3709¿Literal¿string¿6425¿¿'-or -name 'gcov.info' '¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3710¿VariableDeclarator¿¿6425¿v491¿¿¿{"start":{"line":21,"column":4},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3711¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3712¿Identifier¿¿6425¿v490¿¿¿¿¿Identifier
3713¿Literal¿string¿6425¿¿'-or -name '*.gcov' '¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3714¿VariableDeclarator¿¿6425¿v492¿¿¿{"start":{"line":21,"column":4},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3715¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3716¿Identifier¿¿6425¿v491¿¿¿¿¿Identifier
3717¿Literal¿string¿6425¿¿'-or -name '*.lst' \\) '¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3718¿VariableDeclarator¿¿6425¿v493¿¿¿{"start":{"line":21,"column":4},"end":{"line":33,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3719¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":33,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3720¿Identifier¿¿6425¿v492¿¿¿¿¿Identifier
3721¿Literal¿string¿6425¿¿'-not -name '*.sh' '¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3722¿VariableDeclarator¿¿6425¿v494¿¿¿{"start":{"line":21,"column":4},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3723¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3724¿Identifier¿¿6425¿v493¿¿¿¿¿Identifier
3725¿Literal¿string¿6425¿¿'-not -name '*.data' '¿¿{"start":{"line":34,"column":4},"end":{"line":34,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3726¿VariableDeclarator¿¿6425¿v495¿¿¿{"start":{"line":21,"column":4},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3727¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3728¿Identifier¿¿6425¿v494¿¿¿¿¿Identifier
3729¿Literal¿string¿6425¿¿'-not -name '*.py' '¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3730¿VariableDeclarator¿¿6425¿v496¿¿¿{"start":{"line":21,"column":4},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3731¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3732¿Identifier¿¿6425¿v495¿¿¿¿¿Identifier
3733¿Literal¿string¿6425¿¿'-not -name '*.class' '¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3734¿VariableDeclarator¿¿6425¿v497¿¿¿{"start":{"line":21,"column":4},"end":{"line":37,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3735¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":37,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3736¿Identifier¿¿6425¿v496¿¿¿¿¿Identifier
3737¿Literal¿string¿6425¿¿'-not -name '*.xcconfig' '¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3738¿VariableDeclarator¿¿6425¿v498¿¿¿{"start":{"line":21,"column":4},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3739¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3740¿Identifier¿¿6425¿v497¿¿¿¿¿Identifier
3741¿Literal¿string¿6425¿¿'-not -name 'Coverage.profdata' '¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3742¿VariableDeclarator¿¿6425¿v499¿¿¿{"start":{"line":21,"column":4},"end":{"line":39,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3743¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":39,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3744¿Identifier¿¿6425¿v498¿¿¿¿¿Identifier
3745¿Literal¿string¿6425¿¿'-not -name 'phpunit-code-coverage.xml' '¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3746¿VariableDeclarator¿¿6425¿v500¿¿¿{"start":{"line":21,"column":4},"end":{"line":40,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3747¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":40,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3748¿Identifier¿¿6425¿v499¿¿¿¿¿Identifier
3749¿Literal¿string¿6425¿¿'-not -name 'coverage.serialized' '¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3750¿VariableDeclarator¿¿6425¿v501¿¿¿{"start":{"line":21,"column":4},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3751¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3752¿Identifier¿¿6425¿v500¿¿¿¿¿Identifier
3753¿Literal¿string¿6425¿¿'-not -name '*.pyc' '¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3754¿VariableDeclarator¿¿6425¿v502¿¿¿{"start":{"line":21,"column":4},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3755¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3756¿Identifier¿¿6425¿v501¿¿¿¿¿Identifier
3757¿Literal¿string¿6425¿¿'-not -name '*.cfg' '¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3758¿VariableDeclarator¿¿6425¿v503¿¿¿{"start":{"line":21,"column":4},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3759¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3760¿Identifier¿¿6425¿v502¿¿¿¿¿Identifier
3761¿Literal¿string¿6425¿¿'-not -name '*.egg' '¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3762¿VariableDeclarator¿¿6425¿v504¿¿¿{"start":{"line":21,"column":4},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3763¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3764¿Identifier¿¿6425¿v503¿¿¿¿¿Identifier
3765¿Literal¿string¿6425¿¿'-not -name '*.whl' '¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3766¿VariableDeclarator¿¿6425¿v505¿¿¿{"start":{"line":21,"column":4},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3767¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3768¿Identifier¿¿6425¿v504¿¿¿¿¿Identifier
3769¿Literal¿string¿6425¿¿'-not -name '*.html' '¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3770¿VariableDeclarator¿¿6425¿v506¿¿¿{"start":{"line":21,"column":4},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3771¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3772¿Identifier¿¿6425¿v505¿¿¿¿¿Identifier
3773¿Literal¿string¿6425¿¿'-not -name '*.js' '¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3774¿VariableDeclarator¿¿6425¿v507¿¿¿{"start":{"line":21,"column":4},"end":{"line":47,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3775¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":47,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3776¿Identifier¿¿6425¿v506¿¿¿¿¿Identifier
3777¿Literal¿string¿6425¿¿'-not -name '*.cpp' '¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3778¿VariableDeclarator¿¿6425¿v508¿¿¿{"start":{"line":21,"column":4},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3779¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3780¿Identifier¿¿6425¿v507¿¿¿¿¿Identifier
3781¿Literal¿string¿6425¿¿'-not -name 'coverage.jade' '¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3782¿VariableDeclarator¿¿6425¿v509¿¿¿{"start":{"line":21,"column":4},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3783¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3784¿Identifier¿¿6425¿v508¿¿¿¿¿Identifier
3785¿Literal¿string¿6425¿¿'-not -name 'include.lst' '¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3786¿VariableDeclarator¿¿6425¿v510¿¿¿{"start":{"line":21,"column":4},"end":{"line":50,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3787¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":50,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3788¿Identifier¿¿6425¿v509¿¿¿¿¿Identifier
3789¿Literal¿string¿6425¿¿'-not -name 'inputFiles.lst' '¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3790¿VariableDeclarator¿¿6425¿v511¿¿¿{"start":{"line":21,"column":4},"end":{"line":51,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3791¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":51,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3792¿Identifier¿¿6425¿v510¿¿¿¿¿Identifier
3793¿Literal¿string¿6425¿¿'-not -name 'createdFiles.lst' '¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3794¿VariableDeclarator¿¿6425¿v512¿¿¿{"start":{"line":21,"column":4},"end":{"line":52,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3795¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":52,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3796¿Identifier¿¿6425¿v511¿¿¿¿¿Identifier
3797¿Literal¿string¿6425¿¿'-not -name 'coverage.html' '¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3798¿VariableDeclarator¿¿6425¿v513¿¿¿{"start":{"line":21,"column":4},"end":{"line":53,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3799¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":53,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3800¿Identifier¿¿6425¿v512¿¿¿¿¿Identifier
3801¿Literal¿string¿6425¿¿'-not -name 'scoverage.measurements.*' '¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
3802¿VariableDeclarator¿¿6425¿v514¿¿¿{"start":{"line":21,"column":4},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
3803¿BinaryExpression¿+¿6425¿¿¿¿{"start":{"line":21,"column":4},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
3804¿Identifier¿¿6425¿v513¿¿¿¿¿Identifier
3805¿Literal¿string¿6425¿¿'-not -name 'test_*_coverage.txt' '¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
