Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":149,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Program
1328¿VariableDeclarator¿¿1530¿argvPath¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1329¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":103,"column":19},"end":{"line":103,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1330¿Identifier¿¿1530¿argv¿¿¿{"start":{"line":103,"column":19},"end":{"line":103,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1331¿Identifier¿¿1530¿path¿¿¿{"start":{"line":103,"column":24},"end":{"line":103,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1332¿IfStatement¿¿1530¿¿¿¿{"start":{"line":105,"column":4},"end":{"line":130,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1333¿Identifier¿¿1530¿argvPath¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1334¿TryStatement¿¿1530¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":118,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿TryStatement
1335¿IfStatement¿¿1530¿¿¿¿{"start":{"line":107,"column":10},"end":{"line":109,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1336¿Identifier¿¿1530¿displayFileMessages¿¿¿{"start":{"line":107,"column":14},"end":{"line":107,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1337¿VariableDeclarator¿¿1530¿v126¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1338¿CallExpression¿¿1530¿¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1339¿Identifier¿¿1530¿log¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1340¿Literal¿string¿1530¿¿'Path specified: %s'¿¿{"start":{"line":108,"column":16},"end":{"line":108,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1341¿Identifier¿¿1530¿argvPath¿¿¿{"start":{"line":108,"column":38},"end":{"line":108,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1342¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":108,"column":12},"end":{"line":108,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1343¿Identifier¿¿1530¿v126¿¿¿¿¿Identifier
1344¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":107,"column":35},"end":{"line":109,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1345¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1346¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿AssignmentExpression
1347¿Identifier¿¿1530¿distPath¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1348¿CallExpression¿¿1530¿¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1349¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1350¿Identifier¿¿1530¿path¿¿¿{"start":{"line":110,"column":21},"end":{"line":110,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1351¿Identifier¿¿1530¿join¿¿¿{"start":{"line":110,"column":26},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1352¿Identifier¿¿1530¿argvPath¿¿¿{"start":{"line":110,"column":31},"end":{"line":110,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1353¿Literal¿string¿1530¿¿'index.html'¿¿{"start":{"line":110,"column":41},"end":{"line":110,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1354¿IfStatement¿¿1530¿¿¿¿{"start":{"line":111,"column":10},"end":{"line":113,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1355¿Identifier¿¿1530¿displayFileMessages¿¿¿{"start":{"line":111,"column":14},"end":{"line":111,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1530¿v127¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1357¿CallExpression¿¿1530¿¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1358¿Identifier¿¿1530¿log¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1359¿Literal¿string¿1530¿¿'Using %s'¿¿{"start":{"line":112,"column":16},"end":{"line":112,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1360¿Identifier¿¿1530¿distPath¿¿¿{"start":{"line":112,"column":28},"end":{"line":112,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1361¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":112,"column":12},"end":{"line":112,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1362¿Identifier¿¿1530¿v127¿¿¿¿¿Identifier
1363¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":111,"column":35},"end":{"line":113,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1364¿VariableDeclarator¿¿1530¿v128¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1365¿CallExpression¿¿1530¿¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1366¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1367¿Identifier¿¿1530¿fs¿¿¿{"start":{"line":114,"column":17},"end":{"line":114,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1368¿Identifier¿¿1530¿readFileSync¿¿¿{"start":{"line":114,"column":20},"end":{"line":114,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1369¿Identifier¿¿1530¿distPath¿¿¿{"start":{"line":114,"column":33},"end":{"line":114,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1370¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ReturnStatement
1371¿Identifier¿¿1530¿v128¿¿¿¿¿Identifier
1372¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":115,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1373¿CatchClause¿¿1530¿¿¿¿{"start":{"line":115,"column":10},"end":{"line":118,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CatchClause
1374¿VariableDeclarator¿¿1530¿v129¿¿¿{"start":{"line":116,"column":23},"end":{"line":116,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1375¿BinaryExpression¿+¿1530¿¿¿¿{"start":{"line":116,"column":23},"end":{"line":116,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BinaryExpression
1376¿Identifier¿¿1530¿NO_PATH_FILE_ERROR_MESSAGE¿¿¿{"start":{"line":116,"column":23},"end":{"line":116,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1377¿Literal¿string¿1530¿¿'%s'¿¿{"start":{"line":116,"column":52},"end":{"line":116,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1378¿VariableDeclarator¿¿1530¿v130¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1379¿CallExpression¿¿1530¿¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1380¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1381¿Identifier¿¿1530¿console¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1382¿Identifier¿¿1530¿warn¿¿¿{"start":{"line":116,"column":18},"end":{"line":116,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1383¿Identifier¿¿1530¿v129¿¿¿¿¿Identifier
1384¿Identifier¿¿1530¿argvPath¿¿¿{"start":{"line":116,"column":58},"end":{"line":116,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1385¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1386¿Identifier¿¿1530¿v130¿¿¿¿¿Identifier
1387¿VariableDeclarator¿¿1530¿v131¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1388¿CallExpression¿¿1530¿¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1389¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1390¿Identifier¿¿1530¿process¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1391¿Identifier¿¿1530¿exit¿¿¿{"start":{"line":117,"column":18},"end":{"line":117,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1392¿Literal¿number¿1530¿¿1¿¿{"start":{"line":117,"column":23},"end":{"line":117,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1393¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":117,"column":10},"end":{"line":117,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1394¿Identifier¿¿1530¿v131¿¿¿¿¿Identifier
1395¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":115,"column":20},"end":{"line":118,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1396¿Identifier¿¿1530¿e¿¿¿{"start":{"line":115,"column":17},"end":{"line":115,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1397¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":105,"column":18},"end":{"line":119,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1398¿IfStatement¿¿1530¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":122,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1399¿Identifier¿¿1530¿displayFileMessages¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1400¿VariableDeclarator¿¿1530¿v132¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1530¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1402¿Identifier¿¿1530¿log¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1403¿Literal¿string¿1530¿¿'Info: Path not specified using the working directory.'¿¿{"start":{"line":121,"column":14},"end":{"line":121,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1404¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":121,"column":10},"end":{"line":121,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1405¿Identifier¿¿1530¿v132¿¿¿¿¿Identifier
1406¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":120,"column":33},"end":{"line":122,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1407¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1408¿AssignmentExpression¿=¿1530¿¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿AssignmentExpression
1409¿Identifier¿¿1530¿distPath¿¿¿{"start":{"line":123,"column":8},"end":{"line":123,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1410¿Literal¿string¿1530¿¿'index.html'¿¿{"start":{"line":123,"column":19},"end":{"line":123,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1411¿TryStatement¿¿1530¿¿¿¿{"start":{"line":124,"column":8},"end":{"line":129,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿TryStatement
1412¿VariableDeclarator¿¿1530¿v133¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1413¿CallExpression¿¿1530¿¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1414¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1415¿Identifier¿¿1530¿fs¿¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1416¿Identifier¿¿1530¿readFileSync¿¿¿{"start":{"line":125,"column":20},"end":{"line":125,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1417¿Identifier¿¿1530¿distPath¿¿¿{"start":{"line":125,"column":33},"end":{"line":125,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1418¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":125,"column":10},"end":{"line":125,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ReturnStatement
1419¿Identifier¿¿1530¿v133¿¿¿¿¿Identifier
1420¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":124,"column":12},"end":{"line":126,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1421¿CatchClause¿¿1530¿¿¿¿{"start":{"line":126,"column":10},"end":{"line":129,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CatchClause
1422¿VariableDeclarator¿¿1530¿v134¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1530¿¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1424¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1425¿Identifier¿¿1530¿console¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1426¿Identifier¿¿1530¿warn¿¿¿{"start":{"line":127,"column":18},"end":{"line":127,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1427¿Identifier¿¿1530¿NO_ROOT_FILE_ERROR_MESSAGE¿¿¿{"start":{"line":127,"column":23},"end":{"line":127,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1428¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":127,"column":10},"end":{"line":127,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1429¿Identifier¿¿1530¿v134¿¿¿¿¿Identifier
1430¿VariableDeclarator¿¿1530¿v135¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1431¿CallExpression¿¿1530¿¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1432¿MemberExpression¿¿1530¿¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1433¿Identifier¿¿1530¿process¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1434¿Identifier¿¿1530¿exit¿¿¿{"start":{"line":128,"column":18},"end":{"line":128,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1435¿Literal¿number¿1530¿¿1¿¿{"start":{"line":128,"column":23},"end":{"line":128,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1436¿ExpressionStatement¿¿1530¿¿¿¿{"start":{"line":128,"column":10},"end":{"line":128,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1437¿Identifier¿¿1530¿v135¿¿¿¿¿Identifier
1438¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":126,"column":20},"end":{"line":129,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1439¿Identifier¿¿1530¿e¿¿¿{"start":{"line":126,"column":17},"end":{"line":126,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
