Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1720¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":183,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
1838¿Identifier¿¿3040¿uptime¿¿¿{"start":{"line":24,"column":19},"end":{"line":24,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1839¿Identifier¿¿3040¿v189¿¿¿¿¿Identifier
1840¿BlockStatement¿¿3040¿¿¿¿{"start":{"line":23,"column":15},"end":{"line":25,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1841¿VariableDeclarator¿¿3040¿v190¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1842¿CallExpression¿¿3040¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1843¿MemberExpression¿¿3040¿¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1844¿Identifier¿¿3040¿self¿¿¿{"start":{"line":27,"column":15},"end":{"line":27,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1845¿Identifier¿¿3040¿proc_calc¿¿¿{"start":{"line":27,"column":20},"end":{"line":27,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1846¿Identifier¿¿3040¿pid¿¿¿{"start":{"line":27,"column":30},"end":{"line":27,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1847¿Identifier¿¿3040¿options¿¿¿{"start":{"line":27,"column":35},"end":{"line":27,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1848¿Identifier¿¿3040¿done¿¿¿{"start":{"line":27,"column":44},"end":{"line":27,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1849¿ReturnStatement¿¿3040¿¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1850¿Identifier¿¿3040¿v190¿¿¿¿¿Identifier
1851¿BlockStatement¿¿3040¿¿¿¿{"start":{"line":16,"column":64},"end":{"line":28,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1852¿VariableDeclarator¿¿3038¿v192¿¿¿{"start":{"line":16,"column":6},"end":{"line":28,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1853¿CallExpression¿¿3038¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":28,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1854¿MemberExpression¿¿3038¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":16,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1855¿Identifier¿¿3038¿fs¿¿¿{"start":{"line":16,"column":6},"end":{"line":16,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1856¿Identifier¿¿3038¿readFile¿¿¿{"start":{"line":16,"column":9},"end":{"line":16,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1857¿Literal¿string¿3038¿¿'/proc/uptime'¿¿{"start":{"line":16,"column":18},"end":{"line":16,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1858¿Literal¿string¿3038¿¿'utf8'¿¿{"start":{"line":16,"column":34},"end":{"line":16,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1859¿Identifier¿¿3038¿v191¿¿¿¿¿Identifier
1860¿ExpressionStatement¿¿3038¿¿¿¿{"start":{"line":16,"column":6},"end":{"line":28,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1861¿Identifier¿¿3038¿v192¿¿¿¿¿Identifier
1862¿BlockStatement¿¿3038¿¿¿¿{"start":{"line":15,"column":26},"end":{"line":29,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1863¿VariableDeclarator¿¿3038¿v195¿¿¿{"start":{"line":30,"column":18},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1864¿FunctionExpression¿¿3038¿anon¿¿¿{"start":{"line":30,"column":18},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
1865¿Identifier¿¿0¿err¿¿¿{"start":{"line":30,"column":27},"end":{"line":30,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1866¿Identifier¿¿0¿cpu¿¿¿{"start":{"line":30,"column":32},"end":{"line":30,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1867¿IfStatement¿¿3044¿¿¿¿{"start":{"line":31,"column":8},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
1868¿Identifier¿¿3044¿err¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1869¿VariableDeclarator¿¿3044¿v193¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1870¿CallExpression¿¿3044¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1871¿Identifier¿¿3044¿done¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1872¿Identifier¿¿3044¿err¿¿¿{"start":{"line":32,"column":22},"end":{"line":32,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1873¿Literal¿object¿3044¿¿null¿¿{"start":{"line":32,"column":27},"end":{"line":32,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
1874¿ReturnStatement¿¿3044¿¿¿¿{"start":{"line":32,"column":10},"end":{"line":32,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1875¿Identifier¿¿3044¿v193¿¿¿¿¿Identifier
1876¿BlockStatement¿¿3044¿¿¿¿¿¿BlockStatement
1877¿ExpressionStatement¿¿3044¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1878¿AssignmentExpression¿=¿3044¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
1879¿MemberExpression¿¿3044¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1880¿Identifier¿¿3044¿self¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1881¿Identifier¿¿3044¿cpu¿¿¿{"start":{"line":34,"column":13},"end":{"line":34,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1882¿Identifier¿¿3044¿cpu¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1883¿VariableDeclarator¿¿3044¿v194¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1884¿CallExpression¿¿3044¿¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1885¿MemberExpression¿¿3044¿¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1886¿Identifier¿¿3044¿self¿¿¿{"start":{"line":35,"column":15},"end":{"line":35,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1887¿Identifier¿¿3044¿proc_calc¿¿¿{"start":{"line":35,"column":20},"end":{"line":35,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1888¿Identifier¿¿3044¿pid¿¿¿{"start":{"line":35,"column":30},"end":{"line":35,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1889¿Identifier¿¿3044¿options¿¿¿{"start":{"line":35,"column":35},"end":{"line":35,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1890¿Identifier¿¿3044¿done¿¿¿{"start":{"line":35,"column":44},"end":{"line":35,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1891¿ReturnStatement¿¿3044¿¿¿¿{"start":{"line":35,"column":8},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ReturnStatement
1892¿Identifier¿¿3044¿v194¿¿¿¿¿Identifier
1893¿BlockStatement¿¿3044¿¿¿¿{"start":{"line":30,"column":37},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1894¿VariableDeclarator¿¿3038¿v196¿¿¿{"start":{"line":30,"column":6},"end":{"line":36,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1895¿CallExpression¿¿3038¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":36,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
1896¿MemberExpression¿¿3038¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1897¿Identifier¿¿3038¿helpers¿¿¿{"start":{"line":30,"column":6},"end":{"line":30,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1898¿Identifier¿¿3038¿cpu¿¿¿{"start":{"line":30,"column":14},"end":{"line":30,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1899¿Identifier¿¿3038¿v195¿¿¿¿¿Identifier
1900¿ExpressionStatement¿¿3038¿¿¿¿{"start":{"line":30,"column":6},"end":{"line":36,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
1901¿Identifier¿¿3038¿v196¿¿¿¿¿Identifier
1902¿BlockStatement¿¿3038¿¿¿¿{"start":{"line":29,"column":11},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1903¿BlockStatement¿¿3038¿¿¿¿{"start":{"line":12,"column":37},"end":{"line":38,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
1904¿VariableDeclarator¿exported¿3036¿v258¿¿¿{"start":{"line":39,"column":13},"end":{"line":87,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1905¿FunctionExpression¿¿3036¿anon¿¿¿{"start":{"line":39,"column":13},"end":{"line":87,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
1906¿Identifier¿¿0¿pid¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1907¿Identifier¿¿0¿options¿¿¿{"start":{"line":39,"column":27},"end":{"line":39,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1908¿Identifier¿¿0¿done¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1909¿VariableDeclarator¿¿3048¿history¿¿¿{"start":{"line":40,"column":8},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1910¿VariableDeclarator¿¿3048¿v198¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1911¿MemberExpression¿¿3048¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1912¿ThisExpression¿¿3048¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
1913¿Identifier¿¿3048¿history¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1914¿VariableDeclarator¿¿3048¿v199¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1915¿MemberExpression¿computed¿3048¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1916¿Identifier¿¿3048¿v198¿¿¿¿¿Identifier
1917¿Identifier¿¿3048¿pid¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1918¿VariableDeclarator¿¿3048¿v200¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1919¿MemberExpression¿¿3048¿¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1920¿ThisExpression¿¿3048¿¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
1921¿Identifier¿¿3048¿history¿¿¿{"start":{"line":40,"column":43},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1922¿VariableDeclarator¿¿3048¿v201¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1923¿MemberExpression¿computed¿3048¿¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
1924¿Identifier¿¿3048¿v200¿¿¿¿¿Identifier
1925¿Identifier¿¿3048¿pid¿¿¿{"start":{"line":40,"column":51},"end":{"line":40,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
1926¿VariableDeclarator¿¿3048¿v202¿¿¿{"start":{"line":40,"column":58},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
1927¿ObjectExpression¿¿3048¿¿¿¿{"start":{"line":40,"column":58},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ObjectExpression
1928¿IfStatement¿¿3048¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
