Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1594¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":225,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Program
1709¿VariableDeclarator¿¿2786¿v194¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1710¿CallExpression¿¿2786¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1711¿MemberExpression¿¿2786¿¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1712¿Identifier¿¿2786¿_¿¿¿{"start":{"line":38,"column":8},"end":{"line":38,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1713¿Identifier¿¿2786¿isNumber¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1714¿Identifier¿¿2786¿v193¿¿¿¿¿Identifier
1715¿IfStatement¿¿2786¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
1716¿Identifier¿¿2786¿v194¿¿¿¿¿Identifier
1717¿VariableDeclarator¿¿2786¿v195¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1718¿MemberExpression¿computed¿2786¿¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1719¿Identifier¿¿2786¿array¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1720¿Identifier¿¿2786¿i¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1721¿VariableDeclarator¿¿2786¿v196¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1722¿CallExpression¿¿2786¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1723¿MemberExpression¿¿2786¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1724¿Identifier¿¿2786¿nums¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1725¿Identifier¿¿2786¿push¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1726¿Identifier¿¿2786¿v195¿¿¿¿¿Identifier
1727¿ExpressionStatement¿¿2786¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1728¿Identifier¿¿2786¿v196¿¿¿¿¿Identifier
1729¿VariableDeclarator¿¿2786¿v197¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1730¿MemberExpression¿¿2786¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1731¿Identifier¿¿2786¿nums¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1732¿Identifier¿¿2786¿length¿¿¿{"start":{"line":40,"column":15},"end":{"line":40,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1733¿VariableDeclarator¿¿2786¿v198¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1734¿BinaryExpression¿>¿2786¿¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
1735¿Identifier¿¿2786¿v197¿¿¿¿¿Identifier
1736¿Identifier¿¿2786¿n¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1737¿IfStatement¿¿2786¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":42,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
1738¿Identifier¿¿2786¿v198¿¿¿¿¿Identifier
1739¿VariableDeclarator¿¿2786¿v199¿¿¿{"start":{"line":41,"column":1},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1740¿CallExpression¿¿2786¿¿¿¿{"start":{"line":41,"column":1},"end":{"line":41,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1741¿MemberExpression¿¿2786¿¿¿¿{"start":{"line":41,"column":1},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1742¿Identifier¿¿2786¿nums¿¿¿{"start":{"line":41,"column":1},"end":{"line":41,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1743¿Identifier¿¿2786¿splice¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1744¿Literal¿number¿2786¿¿0¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1745¿Literal¿number¿2786¿¿1¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1746¿ExpressionStatement¿¿2786¿¿¿¿{"start":{"line":41,"column":1},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1747¿Identifier¿¿2786¿v199¿¿¿¿¿Identifier
1748¿BlockStatement¿¿2786¿¿¿¿{"start":{"line":40,"column":27},"end":{"line":42,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1749¿VariableDeclarator¿¿2786¿maximum¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1750¿CallExpression¿¿2786¿¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1751¿MemberExpression¿¿2786¿¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1752¿Identifier¿¿2786¿_¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1753¿Identifier¿¿2786¿max¿¿¿{"start":{"line":44,"column":22},"end":{"line":44,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1754¿Identifier¿¿2786¿nums¿¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1755¿ExpressionStatement¿¿2786¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1756¿AssignmentExpression¿=¿2786¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
1757¿MemberExpression¿computed¿2786¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1758¿Identifier¿¿2786¿array¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1759¿Identifier¿¿2786¿i¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1760¿Identifier¿¿2786¿maximum¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1761¿BlockStatement¿¿2786¿¿¿¿{"start":{"line":38,"column":30},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1762¿BlockStatement¿¿2786¿¿¿¿{"start":{"line":37,"column":19},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1763¿ReturnStatement¿¿2786¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ReturnStatement
1764¿Identifier¿¿2786¿array¿¿¿{"start":{"line":49,"column":9},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1765¿BlockStatement¿¿2786¿¿¿¿{"start":{"line":34,"column":34},"end":{"line":50,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1766¿VariableDeclarator¿¿2777¿apply_moving_filter¿¿¿{"start":{"line":54,"column":0},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1767¿FunctionExpression¿¿2777¿anon¿¿¿{"start":{"line":54,"column":0},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿FunctionExpression
1768¿Identifier¿¿0¿set¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1769¿Identifier¿¿0¿filter¿¿¿{"start":{"line":54,"column":34},"end":{"line":54,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1770¿Identifier¿¿0¿n¿¿¿{"start":{"line":54,"column":42},"end":{"line":54,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1771¿VariableDeclarator¿¿2791¿v200¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1772¿CallExpression¿¿2791¿¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1773¿MemberExpression¿¿2791¿¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1774¿Identifier¿¿2791¿_¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1775¿Identifier¿¿2791¿isNumber¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1776¿Identifier¿¿2791¿n¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1777¿VariableDeclarator¿¿2791¿v201¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1778¿UnaryExpression¿!¿2791¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿UnaryExpression
1779¿Identifier¿¿2791¿v200¿¿¿¿¿Identifier
1780¿IfStatement¿¿2791¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
1781¿Identifier¿¿2791¿v201¿¿¿¿¿Identifier
1782¿ExpressionStatement¿¿2791¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1783¿AssignmentExpression¿=¿2791¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
1784¿Identifier¿¿2791¿n¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1785¿Literal¿number¿2791¿¿3¿¿{"start":{"line":55,"column":28},"end":{"line":55,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
1786¿BlockStatement¿¿2791¿¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
1787¿ForInStatement¿¿2791¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":60,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ForInStatement
1788¿Identifier¿¿2791¿series¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1789¿Identifier¿¿2791¿set¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1790¿VariableDeclarator¿¿2791¿v202¿¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1791¿MemberExpression¿computed¿2791¿¿¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
1792¿Identifier¿¿2791¿set¿¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1793¿Identifier¿¿2791¿series¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1794¿VariableDeclarator¿¿2791¿v203¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
1795¿CallExpression¿¿2791¿¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
1796¿Identifier¿¿2791¿filter¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1797¿Identifier¿¿2791¿v202¿¿¿¿¿Identifier
1798¿Identifier¿¿2791¿n¿¿¿{"start":{"line":59,"column":38},"end":{"line":59,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
1799¿ExpressionStatement¿¿2791¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
1800¿AssignmentExpression¿=¿2791¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
