Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5936¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":761,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Program
6048¿Literal¿boolean¿10435¿¿true¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6049¿VariableDeclarator¿¿10435¿D¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6050¿VariableDeclarator¿¿10435¿v536¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6051¿CallExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
6052¿Identifier¿¿10435¿require¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6053¿Literal¿string¿10435¿¿'os'¿¿{"start":{"line":38,"column":18},"end":{"line":38,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6054¿VariableDeclarator¿¿10435¿v537¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6055¿CallExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
6056¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6057¿Identifier¿¿10435¿v536¿¿¿¿¿Identifier
6058¿Identifier¿¿10435¿platform¿¿¿{"start":{"line":38,"column":24},"end":{"line":38,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6059¿VariableDeclarator¿¿10435¿v538¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6060¿CallExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
6061¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6062¿Identifier¿¿10435¿v537¿¿¿¿¿Identifier
6063¿Identifier¿¿10435¿substring¿¿¿{"start":{"line":38,"column":35},"end":{"line":38,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6064¿Literal¿number¿10435¿¿0¿¿{"start":{"line":38,"column":45},"end":{"line":38,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6065¿Literal¿number¿10435¿¿3¿¿{"start":{"line":38,"column":48},"end":{"line":38,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6066¿VariableDeclarator¿¿10435¿v539¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6067¿CallExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
6068¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6069¿Identifier¿¿10435¿v538¿¿¿¿¿Identifier
6070¿Identifier¿¿10435¿toLowerCase¿¿¿{"start":{"line":38,"column":51},"end":{"line":38,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6071¿VariableDeclarator¿¿10435¿v540¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6072¿BinaryExpression¿===¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
6073¿Identifier¿¿10435¿v539¿¿¿¿¿Identifier
6074¿Literal¿string¿10435¿¿'win'¿¿{"start":{"line":38,"column":69},"end":{"line":38,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6075¿IfStatement¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
6076¿Identifier¿¿10435¿v540¿¿¿¿¿Identifier
6077¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6078¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6079¿Identifier¿¿10435¿D¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6080¿Literal¿string¿10435¿¿'''¿¿{"start":{"line":38,"column":77},"end":{"line":38,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6081¿BlockStatement¿¿10435¿¿¿¿¿¿BlockStatement
6082¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6083¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6084¿Identifier¿¿10435¿D¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6085¿Literal¿string¿10435¿¿'\''¿¿{"start":{"line":38,"column":83},"end":{"line":38,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6086¿BlockStatement¿¿10435¿¿¿¿¿¿BlockStatement
6087¿VariableDeclarator¿¿10435¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6088¿ObjectExpression¿¿10435¿¿¿¿¿¿ObjectExpression
6089¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6090¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6091¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6092¿Identifier¿¿10435¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6093¿Identifier¿¿10435¿gm¿¿¿{"start":{"line":39,"column":22},"end":{"line":39,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6094¿Literal¿string¿10435¿¿'gm'¿¿{"start":{"line":39,"column":26},"end":{"line":39,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6095¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6096¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6097¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6098¿Identifier¿¿10435¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6099¿Identifier¿¿10435¿im¿¿¿{"start":{"line":39,"column":32},"end":{"line":39,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6100¿Literal¿string¿10435¿¿'convert'¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6101¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6102¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6103¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6104¿Identifier¿¿10435¿CMD_CONVERT¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6105¿Identifier¿¿10435¿magick¿¿¿{"start":{"line":39,"column":47},"end":{"line":39,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6106¿Literal¿string¿10435¿¿'magick'¿¿{"start":{"line":39,"column":55},"end":{"line":39,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6107¿VariableDeclarator¿¿10435¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6108¿ObjectExpression¿¿10435¿¿¿¿¿¿ObjectExpression
6109¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6110¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6111¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6112¿Identifier¿¿10435¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6113¿Identifier¿¿10435¿gm¿¿¿{"start":{"line":40,"column":23},"end":{"line":40,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6114¿Literal¿string¿10435¿¿'gm convert'¿¿{"start":{"line":40,"column":27},"end":{"line":40,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6115¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6116¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6117¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6118¿Identifier¿¿10435¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6119¿Identifier¿¿10435¿im¿¿¿{"start":{"line":40,"column":41},"end":{"line":40,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6120¿Literal¿string¿10435¿¿'convert'¿¿{"start":{"line":40,"column":45},"end":{"line":40,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6121¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6122¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6123¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6124¿Identifier¿¿10435¿CMD_CONVERT2¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6125¿Identifier¿¿10435¿magick¿¿¿{"start":{"line":40,"column":56},"end":{"line":40,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6126¿Literal¿string¿10435¿¿'magick'¿¿{"start":{"line":40,"column":64},"end":{"line":40,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6127¿VariableDeclarator¿¿10435¿SUPPORTEDIMAGES¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
6128¿ObjectExpression¿¿10435¿¿¿¿¿¿ObjectExpression
6129¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
6130¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
6131¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
6132¿Identifier¿¿10435¿SUPPORTEDIMAGES¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6133¿Identifier¿¿10435¿jpg¿¿¿{"start":{"line":41,"column":26},"end":{"line":41,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
6134¿Literal¿number¿10435¿¿1¿¿{"start":{"line":41,"column":31},"end":{"line":41,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
6135¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":41,"column":6},"end":{"line":41,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
