Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1034¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Program
1538¿VariableDeclarator¿¿1814¿v159¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1539¿CallExpression¿¿1814¿¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1540¿Identifier¿¿1814¿isInside¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1541¿Identifier¿¿1814¿uploadsBase¿¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1542¿Identifier¿¿1814¿target¿¿¿{"start":{"line":95,"column":31},"end":{"line":95,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1543¿VariableDeclarator¿¿1814¿v160¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1544¿UnaryExpression¿!¿1814¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1545¿Identifier¿¿1814¿v159¿¿¿¿¿Identifier
1546¿IfStatement¿¿1814¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1547¿Identifier¿¿1814¿v160¿¿¿¿¿Identifier
1548¿VariableDeclarator¿¿1814¿v161¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1549¿CallExpression¿¿1814¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1550¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1551¿Identifier¿¿1814¿res¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1552¿Identifier¿¿1814¿status¿¿¿{"start":{"line":96,"column":17},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1553¿Literal¿number¿1814¿¿400¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1554¿VariableDeclarator¿¿1814¿v162¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1555¿ObjectExpression¿¿1814¿¿¿¿¿¿ObjectExpression
1556¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1557¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1558¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1559¿Identifier¿¿1814¿v162¿¿¿¿¿Identifier
1560¿Identifier¿¿1814¿message¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1561¿Literal¿string¿1814¿¿'Invalid filename'¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1562¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1563¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1564¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1565¿Identifier¿¿1814¿v162¿¿¿¿¿Identifier
1566¿Identifier¿¿1814¿code¿¿¿{"start":{"line":98,"column":46},"end":{"line":98,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1567¿Literal¿string¿1814¿¿'VALIDATION_ERROR'¿¿{"start":{"line":98,"column":52},"end":{"line":98,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1568¿VariableDeclarator¿¿1814¿v163¿¿¿{"start":{"line":96,"column":34},"end":{"line":99,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1569¿ObjectExpression¿¿1814¿¿¿¿{"start":{"line":96,"column":34},"end":{"line":99,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1570¿Property¿¿1814¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1571¿Identifier¿¿1814¿success¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1572¿Literal¿boolean¿1814¿¿false¿¿{"start":{"line":97,"column":17},"end":{"line":97,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1573¿Property¿¿1814¿¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1574¿Identifier¿¿1814¿error¿¿¿{"start":{"line":98,"column":8},"end":{"line":98,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1575¿Identifier¿¿1814¿v162¿¿¿¿¿Identifier
1576¿VariableDeclarator¿¿1814¿v164¿¿¿{"start":{"line":96,"column":13},"end":{"line":99,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1577¿CallExpression¿¿1814¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":99,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1578¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1579¿Identifier¿¿1814¿v161¿¿¿¿¿Identifier
1580¿Identifier¿¿1814¿json¿¿¿{"start":{"line":96,"column":29},"end":{"line":96,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1581¿Identifier¿¿1814¿v163¿¿¿¿¿Identifier
1582¿ReturnStatement¿¿1814¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":99,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1583¿Identifier¿¿1814¿v164¿¿¿¿¿Identifier
1584¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":95,"column":40},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1585¿VariableDeclarator¿¿1814¿v165¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1586¿CallExpression¿¿1814¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1587¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1588¿Identifier¿¿1814¿fs¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1589¿Identifier¿¿1814¿existsSync¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1590¿Identifier¿¿1814¿target¿¿¿{"start":{"line":103,"column":22},"end":{"line":103,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1591¿IfStatement¿¿1814¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":112,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1592¿Identifier¿¿1814¿v165¿¿¿¿¿Identifier
1593¿VariableDeclarator¿¿1814¿realBase¿¿¿{"start":{"line":104,"column":12},"end":{"line":104,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1594¿CallExpression¿¿1814¿¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1595¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1596¿Identifier¿¿1814¿fs¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1597¿Identifier¿¿1814¿realpathSync¿¿¿{"start":{"line":104,"column":26},"end":{"line":104,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1598¿Identifier¿¿1814¿uploadsBase¿¿¿{"start":{"line":104,"column":39},"end":{"line":104,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1599¿VariableDeclarator¿¿1814¿realTarget¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1600¿CallExpression¿¿1814¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1601¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1602¿Identifier¿¿1814¿fs¿¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1603¿Identifier¿¿1814¿realpathSync¿¿¿{"start":{"line":105,"column":28},"end":{"line":105,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1604¿Identifier¿¿1814¿target¿¿¿{"start":{"line":105,"column":41},"end":{"line":105,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1605¿VariableDeclarator¿¿1814¿v166¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1606¿CallExpression¿¿1814¿¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1607¿Identifier¿¿1814¿isInside¿¿¿{"start":{"line":106,"column":11},"end":{"line":106,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1608¿Identifier¿¿1814¿realBase¿¿¿{"start":{"line":106,"column":20},"end":{"line":106,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1609¿Identifier¿¿1814¿realTarget¿¿¿{"start":{"line":106,"column":30},"end":{"line":106,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1814¿v167¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1611¿UnaryExpression¿!¿1814¿¿¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1612¿Identifier¿¿1814¿v166¿¿¿¿¿Identifier
1613¿IfStatement¿¿1814¿¿¿¿{"start":{"line":106,"column":6},"end":{"line":111,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1614¿Identifier¿¿1814¿v167¿¿¿¿¿Identifier
1615¿VariableDeclarator¿¿1814¿v168¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1616¿CallExpression¿¿1814¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1617¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1618¿Identifier¿¿1814¿res¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1619¿Identifier¿¿1814¿status¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1620¿Literal¿number¿1814¿¿403¿¿{"start":{"line":107,"column":26},"end":{"line":107,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1621¿VariableDeclarator¿¿1814¿v169¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1622¿ObjectExpression¿¿1814¿¿¿¿¿¿ObjectExpression
1623¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1624¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1625¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1626¿Identifier¿¿1814¿v169¿¿¿¿¿Identifier
1627¿Identifier¿¿1814¿message¿¿¿{"start":{"line":109,"column":19},"end":{"line":109,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1628¿Literal¿string¿1814¿¿'Forbidden'¿¿{"start":{"line":109,"column":28},"end":{"line":109,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1629¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1630¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1631¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1632¿Identifier¿¿1814¿v169¿¿¿¿¿Identifier
1633¿Identifier¿¿1814¿code¿¿¿{"start":{"line":109,"column":41},"end":{"line":109,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1634¿Literal¿string¿1814¿¿'FORBIDDEN'¿¿{"start":{"line":109,"column":47},"end":{"line":109,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1635¿VariableDeclarator¿¿1814¿v170¿¿¿{"start":{"line":107,"column":36},"end":{"line":110,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1636¿ObjectExpression¿¿1814¿¿¿¿{"start":{"line":107,"column":36},"end":{"line":110,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1637¿Property¿¿1814¿¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1638¿Identifier¿¿1814¿success¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1639¿Literal¿boolean¿1814¿¿false¿¿{"start":{"line":108,"column":19},"end":{"line":108,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1640¿Property¿¿1814¿¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1641¿Identifier¿¿1814¿error¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1642¿Identifier¿¿1814¿v169¿¿¿¿¿Identifier
1643¿VariableDeclarator¿¿1814¿v171¿¿¿{"start":{"line":107,"column":15},"end":{"line":110,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1644¿CallExpression¿¿1814¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":110,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1645¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":107,"column":15},"end":{"line":107,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1646¿Identifier¿¿1814¿v168¿¿¿¿¿Identifier
1647¿Identifier¿¿1814¿json¿¿¿{"start":{"line":107,"column":31},"end":{"line":107,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1648¿Identifier¿¿1814¿v170¿¿¿¿¿Identifier
1649¿ReturnStatement¿¿1814¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":110,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1650¿Identifier¿¿1814¿v171¿¿¿¿¿Identifier
1651¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":106,"column":43},"end":{"line":111,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1652¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":103,"column":31},"end":{"line":112,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1653¿VariableDeclarator¿¿1814¿v172¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1654¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1655¿Identifier¿¿1814¿res¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1656¿Identifier¿¿1814¿locals¿¿¿{"start":{"line":115,"column":8},"end":{"line":115,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1657¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1658¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1659¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1660¿Identifier¿¿1814¿v172¿¿¿¿¿Identifier
1661¿Identifier¿¿1814¿safeUploadPath¿¿¿{"start":{"line":115,"column":15},"end":{"line":115,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1662¿Identifier¿¿1814¿target¿¿¿{"start":{"line":115,"column":32},"end":{"line":115,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1663¿VariableDeclarator¿¿1814¿v173¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1664¿CallExpression¿¿1814¿¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1665¿Identifier¿¿1814¿next¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
