Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
677¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Program
1220¿PDG_OBJECT¿¿0¿1164.event-o221¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1149.logEvent-o222¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1166.this-o223¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1149.getBackupFlags-o224¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1168.this-o225¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1149.getStatus-o226¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1170.this-o227¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1170.contentType-o228¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1170.data-o229¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1149.processForm-o230¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1149.v54-o231¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1149.v54-o232¿¿¿¿¿PDG_OBJECT
1232¿PDG_OBJECT¿¿0¿1149.v54.searchWorkers-o233¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1149.v54-o234¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1149.v54.getWorkerRecord-o235¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1149.v54-o236¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1149.v54.saveDocument-o237¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿0¿1149.v54-o238¿¿¿¿¿PDG_OBJECT
1238¿PDG_OBJECT¿¿0¿1149.v54.getDocument-o239¿¿¿¿¿PDG_OBJECT
1239¿PDG_OBJECT¿¿0¿1149.v54-o240¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿0¿1149.v54.updateStatus-o241¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1149.v54-o242¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1149.v54.getAllWorkers-o243¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1149.v54-o244¿¿¿¿¿PDG_OBJECT
1244¿PDG_OBJECT¿¿0¿1149.v54.logEvent-o245¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1149.v54-o246¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1149.v54.getBackupFlags-o247¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1149.v54-o248¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1149.v54.getStatus-o249¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1149.v54-o250¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿0¿1149.v54.processForm-o251¿¿¿¿¿PDG_OBJECT
1251¿PDG_OBJECT¿¿0¿1149.module-o252¿¿¿¿¿PDG_OBJECT
1252¿PDG_OBJECT¿¿0¿1149.module.exports-o253¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1151.sql-o254¿¿¿¿¿PDG_OBJECT
1254¿PDG_OBJECT¿¿0¿1151.v28-o255¿¿¿¿¿PDG_OBJECT
1255¿PDG_OBJECT¿¿0¿1151.v29-o256¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1151.v29-o257¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1151.v29.results-o258¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1151.v29-o259¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1151.v29.query-o260¿¿¿¿¿PDG_OBJECT
1260¿PDG_RETURN¿¿0¿1151.RET_OBJ-o261¿¿¿¿¿PDG_RETURN
1261¿PDG_OBJECT¿¿0¿1153.FLAGS.main-o262¿¿¿¿¿PDG_OBJECT
1262¿PDG_OBJECT¿¿0¿1153.v31-o263¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿0¿1153.v31-o264¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1153.v31.id-o265¿¿¿¿¿PDG_OBJECT
1265¿PDG_OBJECT¿¿0¿1153.v31-o266¿¿¿¿¿PDG_OBJECT
1266¿PDG_OBJECT¿¿0¿1153.v31.name-o267¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1153.v31-o268¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1153.v31.content-o269¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1153.v31-o270¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1153.v31.flag-o271¿¿¿¿¿PDG_OBJECT
1271¿PDG_RETURN¿¿0¿1153.RET_OBJ-o272¿¿¿¿¿PDG_RETURN
1272¿PDG_OBJECT¿¿0¿1155.file.name-o273¿¿¿¿¿PDG_OBJECT
1273¿PDG_CALL¿¿1155¿1155.CALL->path.join-o274¿¿¿¿¿PDG_CALL
1274¿PDG_OBJECT¿¿0¿1155.uploadPath-o275¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1155.file.data-o276¿¿¿¿¿PDG_OBJECT
1276¿PDG_CALL¿¿1155¿1155.CALL->fs.writeFileSync-o277¿¿¿¿¿PDG_CALL
1277¿PDG_OBJECT¿¿0¿1155.v34-o278¿¿¿¿¿PDG_OBJECT
1278¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1279¿PDG_OBJECT¿¿0¿1155.v35-o279¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1155.v35-o280¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1155.v35.success-o281¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1155.v35-o282¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1155.v35.path-o283¿¿¿¿¿PDG_OBJECT
1284¿PDG_RETURN¿¿0¿1155.RET_OBJ-o284¿¿¿¿¿PDG_RETURN
1285¿PDG_CALL¿¿1157¿1157.CALL->fs.readFileSync-o285¿¿¿¿¿PDG_CALL
1286¿PDG_OBJECT¿¿0¿1157.content-o286¿¿¿¿¿PDG_OBJECT
1287¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1288¿PDG_OBJECT¿¿0¿1157.v36-o287¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1157.v36-o288¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1157.v36.success-o289¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1157.v36-o290¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1157.v36.content-o291¿¿¿¿¿PDG_OBJECT
1293¿PDG_RETURN¿¿0¿1157.RET_OBJ-o292¿¿¿¿¿PDG_RETURN
1294¿PDG_OBJECT¿¿0¿1157.v37-o293¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1157.v37-o294¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1157.v37.error-o295¿¿¿¿¿PDG_OBJECT
1297¿PDG_RETURN¿¿0¿1157.RET_OBJ-o296¿¿¿¿¿PDG_RETURN
1298¿PDG_OBJECT¿¿0¿1160.v38-o297¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1160.v38-o298¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1160.v38.success-o299¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1160.v38-o300¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1160.v38.workerId-o301¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1160.v38-o302¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1160.v38.status-o303¿¿¿¿¿PDG_OBJECT
1305¿PDG_RETURN¿¿0¿1160.RET_OBJ-o304¿¿¿¿¿PDG_RETURN
1306¿PDG_OBJECT¿¿0¿1162.v39-o305¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1162.v40-o306¿¿¿¿¿PDG_OBJECT
1308¿PDG_OBJECT¿¿0¿1162.v41-o307¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1162.v41.0-o308¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1162.v41.1-o309¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1162.v43-o310¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1162.v43-o311¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1162.v43.workers-o312¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1162.v43-o313¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1162.v43.flag-o314¿¿¿¿¿PDG_OBJECT
1316¿PDG_RETURN¿¿0¿1162.RET_OBJ-o315¿¿¿¿¿PDG_RETURN
1317¿PDG_OBJECT¿¿0¿1164.v44-o316¿¿¿¿¿PDG_OBJECT
1318¿PDG_CALL¿¿1164¿1164.CALL->console.log-o317¿¿¿¿¿PDG_CALL
1319¿PDG_OBJECT¿¿0¿1164.v45-o318¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1164.v46-o319¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1164.v46-o320¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1164.v46.success-o321¿¿¿¿¿PDG_OBJECT
1323¿PDG_RETURN¿¿0¿1164.RET_OBJ-o322¿¿¿¿¿PDG_RETURN
1324¿PDG_CALL¿¿1166¿1166.CALL->Date-o323¿¿¿¿¿PDG_CALL
1325¿PDG_OBJECT¿¿0¿1166.v47-o324¿¿¿¿¿PDG_OBJECT
1326¿PDG_CALL¿¿1166¿1166.CALL->v47.toISOString-o325¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1166.v48-o326¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1166.v49-o327¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1166.v49-o328¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1166.v49.flags-o329¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1166.v49-o330¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1166.v49.timestamp-o331¿¿¿¿¿PDG_OBJECT
1333¿PDG_RETURN¿¿0¿1166.RET_OBJ-o332¿¿¿¿¿PDG_RETURN
1334¿PDG_OBJECT¿¿0¿1168.v50-o333¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1168.v50-o334¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1168.v50.status-o335¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1168.v50-o336¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1168.v50.version-o337¿¿¿¿¿PDG_OBJECT
1339¿PDG_RETURN¿¿0¿1168.RET_OBJ-o338¿¿¿¿¿PDG_RETURN
1340¿PDG_CALL¿¿1170¿1170.CALL->contentType.includes-o339¿¿¿¿¿PDG_CALL
1341¿PDG_OBJECT¿¿0¿1170.v51-o340¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1170.v52-o341¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1170.v52-o342¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1170.v52.processed-o343¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1170.v52-o344¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1170.v52.data-o345¿¿¿¿¿PDG_OBJECT
1347¿PDG_RETURN¿¿0¿1170.RET_OBJ-o346¿¿¿¿¿PDG_RETURN
1348¿PDG_OBJECT¿¿0¿1170.v53-o347¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1170.v53-o348¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1170.v53.processed-o349¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1170.v53-o350¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1170.v53.error-o351¿¿¿¿¿PDG_OBJECT
1353¿PDG_RETURN¿¿0¿1170.RET_OBJ-o352¿¿¿¿¿PDG_RETURN
