Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
805¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Program
1286¿VariableDeclarator¿¿1428¿v124¿¿¿{"start":{"line":80,"column":29},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1287¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":80,"column":29},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1288¿Identifier¿¿1428¿req¿¿¿{"start":{"line":80,"column":29},"end":{"line":80,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1289¿Identifier¿¿1428¿flag¿¿¿{"start":{"line":80,"column":33},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1428¿flagSign¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1291¿CallExpression¿¿1428¿¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1292¿Identifier¿¿1428¿sha256sum¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1293¿Identifier¿¿1428¿v124¿¿¿¿¿Identifier
1294¿TryStatement¿¿1428¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":93,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿TryStatement
1295¿VariableDeclarator¿¿1428¿v125¿¿¿{"start":{"line":83,"column":55},"end":{"line":83,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1296¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":83,"column":55},"end":{"line":83,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1297¿Identifier¿¿1428¿req¿¿¿{"start":{"line":83,"column":55},"end":{"line":83,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1298¿Identifier¿¿1428¿chal_id¿¿¿{"start":{"line":83,"column":59},"end":{"line":83,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1428¿v126¿¿¿{"start":{"line":83,"column":46},"end":{"line":83,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1300¿ObjectExpression¿¿1428¿¿¿¿{"start":{"line":83,"column":46},"end":{"line":83,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1301¿Property¿¿1428¿¿¿¿{"start":{"line":83,"column":48},"end":{"line":83,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1302¿Identifier¿¿1428¿ch_id¿¿¿{"start":{"line":83,"column":48},"end":{"line":83,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1303¿Identifier¿¿1428¿v125¿¿¿¿¿Identifier
1304¿Property¿¿1428¿¿¿¿{"start":{"line":83,"column":68},"end":{"line":83,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1305¿Identifier¿¿1428¿flag_sign¿¿¿{"start":{"line":83,"column":68},"end":{"line":83,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1306¿Identifier¿¿1428¿flagSign¿¿¿{"start":{"line":83,"column":79},"end":{"line":83,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1307¿VariableDeclarator¿¿1428¿flagExists¿¿¿{"start":{"line":83,"column":10},"end":{"line":83,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1308¿AwaitExpression¿¿1428¿¿¿¿{"start":{"line":83,"column":23},"end":{"line":83,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿AwaitExpression
1309¿CallExpression¿¿1428¿¿¿¿{"start":{"line":83,"column":29},"end":{"line":83,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1310¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":83,"column":29},"end":{"line":83,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1311¿Identifier¿¿1428¿FlagsTbl¿¿¿{"start":{"line":83,"column":29},"end":{"line":83,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1312¿Identifier¿¿1428¿findOne¿¿¿{"start":{"line":83,"column":38},"end":{"line":83,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1313¿Identifier¿¿1428¿v126¿¿¿¿¿Identifier
1314¿IfStatement¿¿1428¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿IfStatement
1315¿Identifier¿¿1428¿flagExists¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1316¿VariableDeclarator¿¿1428¿v127¿¿¿{"start":{"line":86,"column":38},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1317¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":86,"column":38},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1318¿Identifier¿¿1428¿req¿¿¿{"start":{"line":86,"column":38},"end":{"line":86,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1319¿Identifier¿¿1428¿chal_id¿¿¿{"start":{"line":86,"column":42},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1320¿VariableDeclarator¿¿1428¿v128¿¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1321¿ObjectExpression¿¿1428¿¿¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1322¿Property¿¿1428¿¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1323¿Identifier¿¿1428¿challenge_id¿¿¿{"start":{"line":86,"column":24},"end":{"line":86,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1324¿Identifier¿¿1428¿v127¿¿¿¿¿Identifier
1325¿Property¿¿1428¿¿¿¿{"start":{"line":86,"column":51},"end":{"line":86,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1326¿Identifier¿¿1428¿success¿¿¿{"start":{"line":86,"column":51},"end":{"line":86,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1327¿Literal¿boolean¿1428¿¿true¿¿{"start":{"line":86,"column":60},"end":{"line":86,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1328¿VariableDeclarator¿¿1428¿v129¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1329¿CallExpression¿¿1428¿¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1330¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1331¿Identifier¿¿1428¿res¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1332¿Identifier¿¿1428¿json¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1333¿Identifier¿¿1428¿v128¿¿¿¿¿Identifier
1334¿ReturnStatement¿¿1428¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1335¿Identifier¿¿1428¿v129¿¿¿¿¿Identifier
1336¿BlockStatement¿¿1428¿¿¿¿{"start":{"line":85,"column":20},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1337¿VariableDeclarator¿¿1428¿v130¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1338¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1339¿Identifier¿¿1428¿req¿¿¿{"start":{"line":89,"column":36},"end":{"line":89,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1340¿Identifier¿¿1428¿chal_id¿¿¿{"start":{"line":89,"column":40},"end":{"line":89,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1341¿VariableDeclarator¿¿1428¿v131¿¿¿{"start":{"line":89,"column":20},"end":{"line":89,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1342¿ObjectExpression¿¿1428¿¿¿¿{"start":{"line":89,"column":20},"end":{"line":89,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1343¿Property¿¿1428¿¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1344¿Identifier¿¿1428¿challenge_id¿¿¿{"start":{"line":89,"column":22},"end":{"line":89,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1345¿Identifier¿¿1428¿v130¿¿¿¿¿Identifier
1346¿Property¿¿1428¿¿¿¿{"start":{"line":89,"column":49},"end":{"line":89,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1347¿Identifier¿¿1428¿success¿¿¿{"start":{"line":89,"column":49},"end":{"line":89,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1348¿Literal¿boolean¿1428¿¿false¿¿{"start":{"line":89,"column":58},"end":{"line":89,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1349¿VariableDeclarator¿¿1428¿v132¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1350¿CallExpression¿¿1428¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1351¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1352¿Identifier¿¿1428¿res¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1353¿Identifier¿¿1428¿json¿¿¿{"start":{"line":89,"column":15},"end":{"line":89,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1354¿Identifier¿¿1428¿v131¿¿¿¿¿Identifier
1355¿ReturnStatement¿¿1428¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1356¿Identifier¿¿1428¿v132¿¿¿¿¿Identifier
1357¿BlockStatement¿¿1428¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":90,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1358¿CatchClause¿¿1428¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":93,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CatchClause
1359¿VariableDeclarator¿¿1428¿v133¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1360¿CallExpression¿¿1428¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1361¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1362¿Identifier¿¿1428¿console¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1363¿Identifier¿¿1428¿error¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1364¿Literal¿string¿1428¿¿'Error:'¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1365¿Identifier¿¿1428¿err¿¿¿{"start":{"line":91,"column":28},"end":{"line":91,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1366¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1367¿Identifier¿¿1428¿v133¿¿¿¿¿Identifier
1368¿VariableDeclarator¿¿1428¿v134¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1369¿CallExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1370¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1371¿Identifier¿¿1428¿res¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1372¿Identifier¿¿1428¿status¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1373¿Literal¿number¿1428¿¿500¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1374¿VariableDeclarator¿¿1428¿v135¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1375¿ObjectExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1376¿Property¿¿1428¿¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1377¿Identifier¿¿1428¿error¿¿¿{"start":{"line":92,"column":27},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1378¿Literal¿string¿1428¿¿'Internal server error, check back later'¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1379¿Property¿¿1428¿¿¿¿{"start":{"line":92,"column":77},"end":{"line":92,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1380¿Identifier¿¿1428¿success¿¿¿{"start":{"line":92,"column":77},"end":{"line":92,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1381¿Literal¿boolean¿1428¿¿false¿¿{"start":{"line":92,"column":86},"end":{"line":92,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1382¿VariableDeclarator¿¿1428¿v136¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1383¿CallExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1384¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1385¿Identifier¿¿1428¿v134¿¿¿¿¿Identifier
1386¿Identifier¿¿1428¿json¿¿¿{"start":{"line":92,"column":20},"end":{"line":92,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1387¿Identifier¿¿1428¿v135¿¿¿¿¿Identifier
1388¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":92,"column":4},"end":{"line":92,"column":95},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1389¿Identifier¿¿1428¿v136¿¿¿¿¿Identifier
1390¿BlockStatement¿¿1428¿¿¿¿{"start":{"line":90,"column":16},"end":{"line":93,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1391¿Identifier¿¿1428¿err¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1392¿BlockStatement¿¿1428¿¿¿¿{"start":{"line":79,"column":62},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1393¿VariableDeclarator¿¿1409¿v138¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1394¿CallExpression¿¿1409¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1395¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1396¿Identifier¿¿1409¿router¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1397¿Identifier¿¿1409¿post¿¿¿{"start":{"line":79,"column":7},"end":{"line":79,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1398¿Literal¿string¿1409¿¿'/submit-flag'¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1399¿Identifier¿¿1409¿validateFlag¿¿¿{"start":{"line":79,"column":28},"end":{"line":79,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1400¿Identifier¿¿1409¿v137¿¿¿¿¿Identifier
1401¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1402¿Identifier¿¿1409¿v138¿¿¿¿¿Identifier
1403¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1404¿AssignmentExpression¿=¿1409¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿AssignmentExpression
1405¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1406¿Identifier¿¿1409¿module¿¿¿{"start":{"line":96,"column":0},"end":{"line":96,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
