Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1038¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":136,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Program
1540¿VariableDeclarator¿¿1852¿v166¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1541¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1542¿Identifier¿¿1852¿v165¿¿¿¿¿Identifier
1543¿Identifier¿¿1852¿inputDir¿¿¿{"start":{"line":96,"column":31},"end":{"line":96,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1544¿VariableDeclarator¿¿1852¿v167¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1545¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1546¿Identifier¿¿1852¿OPTS¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1547¿Identifier¿¿1852¿assets¿¿¿{"start":{"line":96,"column":46},"end":{"line":96,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1548¿VariableDeclarator¿¿1852¿v168¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1549¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":96,"column":41},"end":{"line":96,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1550¿Identifier¿¿1852¿v167¿¿¿¿¿Identifier
1551¿Identifier¿¿1852¿outputDir¿¿¿{"start":{"line":96,"column":53},"end":{"line":96,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1552¿VariableDeclarator¿¿1852¿v169¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1553¿CallExpression¿¿1852¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1554¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1555¿Identifier¿¿1852¿shell¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1556¿Identifier¿¿1852¿cp¿¿¿{"start":{"line":96,"column":10},"end":{"line":96,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1557¿Literal¿string¿1852¿¿'-R'¿¿{"start":{"line":96,"column":13},"end":{"line":96,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1558¿Identifier¿¿1852¿v166¿¿¿¿¿Identifier
1559¿Identifier¿¿1852¿v168¿¿¿¿¿Identifier
1560¿ExpressionStatement¿¿1852¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":96,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1561¿Identifier¿¿1852¿v169¿¿¿¿¿Identifier
1562¿VariableDeclarator¿¿1852¿v170¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1563¿CallExpression¿¿1852¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1564¿Identifier¿¿1852¿regenerateAllNunjucksTemplates¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1565¿ExpressionStatement¿¿1852¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1566¿Identifier¿¿1852¿v170¿¿¿¿¿Identifier
1567¿BlockStatement¿¿1852¿¿¿¿{"start":{"line":84,"column":32},"end":{"line":98,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1568¿VariableDeclarator¿¿1841¿v172¿¿¿{"start":{"line":79,"column":10},"end":{"line":98,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1569¿CallExpression¿¿1841¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":98,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1570¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":84,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1571¿Identifier¿¿1841¿v156¿¿¿¿¿Identifier
1572¿Identifier¿¿1841¿on¿¿¿{"start":{"line":84,"column":3},"end":{"line":84,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1573¿Literal¿string¿1841¿¿'connect'¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1574¿Identifier¿¿1841¿v171¿¿¿¿¿Identifier
1575¿VariableDeclarator¿¿1841¿v210¿¿¿{"start":{"line":99,"column":16},"end":{"line":134,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1576¿FunctionExpression¿¿1841¿anon¿¿¿{"start":{"line":99,"column":16},"end":{"line":134,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿FunctionExpression
1577¿Identifier¿¿0¿file¿¿¿{"start":{"line":99,"column":26},"end":{"line":99,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1578¿VariableDeclarator¿¿1856¿v173¿¿¿{"start":{"line":100,"column":31},"end":{"line":100,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1579¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":100,"column":31},"end":{"line":100,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1580¿Identifier¿¿1856¿path¿¿¿{"start":{"line":100,"column":31},"end":{"line":100,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1581¿Identifier¿¿1856¿sep¿¿¿{"start":{"line":100,"column":36},"end":{"line":100,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1582¿VariableDeclarator¿¿1856¿v174¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1583¿CallExpression¿¿1856¿¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1584¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1585¿Identifier¿¿1856¿file¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1586¿Identifier¿¿1856¿split¿¿¿{"start":{"line":100,"column":25},"end":{"line":100,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1587¿Identifier¿¿1856¿v173¿¿¿¿¿Identifier
1588¿VariableDeclarator¿¿1856¿parentDir¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1589¿MemberExpression¿computed¿1856¿¿¿¿{"start":{"line":100,"column":20},"end":{"line":100,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1590¿Identifier¿¿1856¿v174¿¿¿¿¿Identifier
1591¿Literal¿number¿1856¿¿0¿¿{"start":{"line":100,"column":41},"end":{"line":100,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1592¿IfStatement¿¿1856¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":103,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿IfStatement
1593¿Identifier¿¿1856¿parentDir¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1594¿VariableDeclarator¿¿1856¿v175¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1595¿CallExpression¿¿1856¿¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1596¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1597¿Identifier¿¿1856¿parentDir¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1598¿Identifier¿¿1856¿toLowerCase¿¿¿{"start":{"line":102,"column":49},"end":{"line":102,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1599¿ExpressionStatement¿¿1856¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1600¿AssignmentExpression¿=¿1856¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1601¿Identifier¿¿1856¿parentDir¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1602¿CallExpression¿¿1856¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1603¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1604¿Identifier¿¿1856¿path¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1605¿Identifier¿¿1856¿join¿¿¿{"start":{"line":102,"column":23},"end":{"line":102,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1606¿Identifier¿¿1856¿__dirname¿¿¿{"start":{"line":102,"column":28},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1607¿Identifier¿¿1856¿v175¿¿¿¿¿Identifier
1608¿BlockStatement¿¿1856¿¿¿¿{"start":{"line":101,"column":19},"end":{"line":103,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1609¿VariableDeclarator¿¿1856¿v176¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1610¿UnaryExpression¿!¿1856¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿UnaryExpression
1611¿Identifier¿¿1856¿parentDir¿¿¿{"start":{"line":104,"column":9},"end":{"line":104,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1612¿VariableDeclarator¿¿1856¿v177¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1613¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1614¿Identifier¿¿1856¿OPTS¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1615¿Identifier¿¿1856¿assets¿¿¿{"start":{"line":105,"column":27},"end":{"line":105,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1616¿VariableDeclarator¿¿1856¿v178¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1617¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":105,"column":22},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1618¿Identifier¿¿1856¿v177¿¿¿¿¿Identifier
1619¿Identifier¿¿1856¿outputDir¿¿¿{"start":{"line":105,"column":34},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1620¿VariableDeclarator¿¿1856¿v179¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1621¿BinaryExpression¿===¿1856¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1622¿Identifier¿¿1856¿parentDir¿¿¿{"start":{"line":105,"column":8},"end":{"line":105,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1623¿Identifier¿¿1856¿v178¿¿¿¿¿Identifier
1624¿VariableDeclarator¿¿1856¿v180¿¿¿{"start":{"line":104,"column":8},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1625¿LogicalExpression¿||¿1856¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":105,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿LogicalExpression
1626¿Identifier¿¿1856¿v176¿¿¿¿¿Identifier
1627¿Identifier¿¿1856¿v179¿¿¿¿¿Identifier
1628¿VariableDeclarator¿¿1856¿v181¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1629¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1630¿Identifier¿¿1856¿OPTS¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1631¿Identifier¿¿1856¿nunjucks¿¿¿{"start":{"line":106,"column":27},"end":{"line":106,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1856¿v182¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1633¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1634¿Identifier¿¿1856¿v181¿¿¿¿¿Identifier
1635¿Identifier¿¿1856¿outputDir¿¿¿{"start":{"line":106,"column":36},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1636¿VariableDeclarator¿¿1856¿v183¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1637¿BinaryExpression¿===¿1856¿¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1638¿Identifier¿¿1856¿parentDir¿¿¿{"start":{"line":106,"column":8},"end":{"line":106,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1639¿Identifier¿¿1856¿v182¿¿¿¿¿Identifier
1640¿VariableDeclarator¿¿1856¿v184¿¿¿{"start":{"line":104,"column":8},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1641¿LogicalExpression¿||¿1856¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":106,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿LogicalExpression
1642¿Identifier¿¿1856¿v180¿¿¿¿¿Identifier
1643¿Identifier¿¿1856¿v183¿¿¿¿¿Identifier
1644¿IfStatement¿¿1856¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":109,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿IfStatement
1645¿Identifier¿¿1856¿v184¿¿¿¿¿Identifier
1646¿ReturnStatement¿¿1856¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ReturnStatement
1647¿BlockStatement¿¿1856¿¿¿¿{"start":{"line":106,"column":47},"end":{"line":109,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1648¿VariableDeclarator¿¿1856¿v185¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1649¿CallExpression¿¿1856¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1650¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1651¿Identifier¿¿1856¿console¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1652¿Identifier¿¿1856¿log¿¿¿{"start":{"line":111,"column":12},"end":{"line":111,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1653¿Literal¿string¿1856¿¿'File reloaded:'¿¿{"start":{"line":111,"column":16},"end":{"line":111,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1654¿Identifier¿¿1856¿file¿¿¿{"start":{"line":111,"column":34},"end":{"line":111,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1655¿ExpressionStatement¿¿1856¿¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1656¿Identifier¿¿1856¿v185¿¿¿¿¿Identifier
1657¿VariableDeclarator¿¿1856¿v186¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1658¿CallExpression¿¿1856¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1659¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1660¿Identifier¿¿1856¿path¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1661¿Identifier¿¿1856¿extname¿¿¿{"start":{"line":113,"column":19},"end":{"line":113,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1662¿Identifier¿¿1856¿file¿¿¿{"start":{"line":113,"column":27},"end":{"line":113,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1663¿VariableDeclarator¿¿1856¿ext¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1664¿CallExpression¿¿1856¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1665¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":113,"column":14},"end":{"line":113,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1666¿Identifier¿¿1856¿v186¿¿¿¿¿Identifier
1667¿Identifier¿¿1856¿toLowerCase¿¿¿{"start":{"line":113,"column":33},"end":{"line":113,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
