Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
809¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Program
1311¿ExpressionStatement¿¿1441¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1312¿Identifier¿¿1441¿v142¿¿¿¿¿Identifier
1313¿VariableDeclarator¿¿1441¿v143¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1314¿CallExpression¿¿1441¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1315¿Identifier¿¿1441¿resolve¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1316¿ExpressionStatement¿¿1441¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1317¿Identifier¿¿1441¿v143¿¿¿¿¿Identifier
1318¿BlockStatement¿¿1441¿¿¿¿{"start":{"line":90,"column":29},"end":{"line":93,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1319¿VariableDeclarator¿¿1439¿v145¿¿¿{"start":{"line":88,"column":8},"end":{"line":93,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1320¿CallExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":93,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1321¿MemberExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":90,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1322¿Identifier¿¿1439¿v141¿¿¿¿¿Identifier
1323¿Identifier¿¿1439¿on¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1324¿Literal¿string¿1439¿¿'close'¿¿{"start":{"line":90,"column":14},"end":{"line":90,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1325¿Identifier¿¿1439¿v144¿¿¿¿¿Identifier
1326¿VariableDeclarator¿¿1439¿v150¿¿¿{"start":{"line":94,"column":23},"end":{"line":97,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1327¿ArrowFunctionExpression¿¿1439¿¿¿¿{"start":{"line":94,"column":23},"end":{"line":97,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ArrowFunctionExpression
1328¿Identifier¿¿0¿err¿¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1329¿VariableDeclarator¿¿1443¿v146¿¿¿{"start":{"line":95,"column":54},"end":{"line":95,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1330¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":95,"column":54},"end":{"line":95,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1331¿Identifier¿¿1443¿err¿¿¿{"start":{"line":95,"column":54},"end":{"line":95,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1332¿Identifier¿¿1443¿message¿¿¿{"start":{"line":95,"column":58},"end":{"line":95,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1333¿VariableDeclarator¿¿1443¿v147¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1334¿TemplateLiteral¿¿1443¿¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿TemplateLiteral
1335¿Identifier¿¿1443¿v146¿¿¿¿¿Identifier
1336¿VariableDeclarator¿¿1443¿v148¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1337¿CallExpression¿¿1443¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1338¿MemberExpression¿¿1443¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1339¿Identifier¿¿1443¿console¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1340¿Identifier¿¿1443¿error¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1341¿Identifier¿¿1443¿v147¿¿¿¿¿Identifier
1342¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1343¿Identifier¿¿1443¿v148¿¿¿¿¿Identifier
1344¿VariableDeclarator¿¿1443¿v149¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1345¿CallExpression¿¿1443¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1346¿Identifier¿¿1443¿reject¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1347¿Identifier¿¿1443¿err¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1348¿ExpressionStatement¿¿1443¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1349¿Identifier¿¿1443¿v149¿¿¿¿¿Identifier
1350¿BlockStatement¿¿1443¿¿¿¿{"start":{"line":94,"column":32},"end":{"line":97,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1351¿VariableDeclarator¿¿1439¿v151¿¿¿{"start":{"line":88,"column":8},"end":{"line":97,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1352¿CallExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":97,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1353¿MemberExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":94,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1354¿Identifier¿¿1439¿v145¿¿¿¿¿Identifier
1355¿Identifier¿¿1439¿on¿¿¿{"start":{"line":94,"column":11},"end":{"line":94,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1356¿Literal¿string¿1439¿¿'error'¿¿{"start":{"line":94,"column":14},"end":{"line":94,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1357¿Identifier¿¿1439¿v150¿¿¿¿¿Identifier
1358¿ExpressionStatement¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":97,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1359¿Identifier¿¿1439¿v151¿¿¿¿¿Identifier
1360¿BlockStatement¿¿1439¿¿¿¿{"start":{"line":87,"column":26},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1361¿VariableDeclarator¿¿1437¿v153¿¿¿{"start":{"line":86,"column":4},"end":{"line":98,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1362¿CallExpression¿¿1437¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":98,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1363¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":87,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1364¿Identifier¿¿1437¿v137¿¿¿¿¿Identifier
1365¿Identifier¿¿1437¿then¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1366¿Identifier¿¿1437¿v152¿¿¿¿¿Identifier
1367¿VariableDeclarator¿¿1437¿v158¿¿¿{"start":{"line":99,"column":13},"end":{"line":102,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1368¿ArrowFunctionExpression¿¿1437¿¿¿¿{"start":{"line":99,"column":13},"end":{"line":102,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ArrowFunctionExpression
1369¿Identifier¿¿0¿err¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1370¿VariableDeclarator¿¿1445¿v154¿¿¿{"start":{"line":100,"column":48},"end":{"line":100,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1371¿MemberExpression¿¿1445¿¿¿¿{"start":{"line":100,"column":48},"end":{"line":100,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1372¿Identifier¿¿1445¿err¿¿¿{"start":{"line":100,"column":48},"end":{"line":100,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1373¿Identifier¿¿1445¿message¿¿¿{"start":{"line":100,"column":52},"end":{"line":100,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1374¿VariableDeclarator¿¿1445¿v155¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1375¿TemplateLiteral¿¿1445¿¿¿¿{"start":{"line":100,"column":22},"end":{"line":100,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿TemplateLiteral
1376¿Identifier¿¿1445¿v154¿¿¿¿¿Identifier
1377¿VariableDeclarator¿¿1445¿v156¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1445¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1379¿MemberExpression¿¿1445¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1380¿Identifier¿¿1445¿console¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1381¿Identifier¿¿1445¿error¿¿¿{"start":{"line":100,"column":16},"end":{"line":100,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1382¿Identifier¿¿1445¿v155¿¿¿¿¿Identifier
1383¿ExpressionStatement¿¿1445¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1384¿Identifier¿¿1445¿v156¿¿¿¿¿Identifier
1385¿VariableDeclarator¿¿1445¿v157¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1386¿CallExpression¿¿1445¿¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1387¿Identifier¿¿1445¿reject¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1388¿Identifier¿¿1445¿err¿¿¿{"start":{"line":101,"column":15},"end":{"line":101,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1389¿ExpressionStatement¿¿1445¿¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1390¿Identifier¿¿1445¿v157¿¿¿¿¿Identifier
1391¿BlockStatement¿¿1445¿¿¿¿{"start":{"line":99,"column":22},"end":{"line":102,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1392¿VariableDeclarator¿¿1437¿v159¿¿¿{"start":{"line":86,"column":4},"end":{"line":102,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1393¿CallExpression¿¿1437¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":102,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1394¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":99,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1395¿Identifier¿¿1437¿v153¿¿¿¿¿Identifier
1396¿Identifier¿¿1437¿catch¿¿¿{"start":{"line":99,"column":7},"end":{"line":99,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1397¿Identifier¿¿1437¿v158¿¿¿¿¿Identifier
1398¿ExpressionStatement¿¿1437¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":102,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1399¿Identifier¿¿1437¿v159¿¿¿¿¿Identifier
1400¿BlockStatement¿¿1437¿¿¿¿{"start":{"line":85,"column":42},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1401¿VariableDeclarator¿¿1435¿v161¿¿¿{"start":{"line":85,"column":9},"end":{"line":103,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1402¿NewExpression¿¿1435¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":103,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿NewExpression
1403¿Identifier¿¿1435¿Promise¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1404¿Identifier¿¿1435¿v160¿¿¿¿¿Identifier
1405¿ReturnStatement¿¿1435¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":103,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ReturnStatement
1406¿Identifier¿¿1435¿v161¿¿¿¿¿Identifier
1407¿BlockStatement¿¿1435¿¿¿¿{"start":{"line":84,"column":54},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1408¿VariableDeclarator¿¿1413¿v162¿¿¿{"start":{"line":106,"column":0},"end":{"line":106,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1413¿¿¿¿{"start":{"line":106,"column":0},"end":{"line":106,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1410¿Identifier¿¿1413¿getDevRevSnapInTemplate¿¿¿{"start":{"line":106,"column":0},"end":{"line":106,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1411¿ExpressionStatement¿¿1413¿¿¿¿{"start":{"line":106,"column":0},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1412¿Identifier¿¿1413¿v162¿¿¿¿¿Identifier
1413¿CFG_F_START¿¿1413¿__main__¿¿¿¿¿CFG_F_START
1414¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1415¿CFG_F_START¿¿1415¿937_anon¿¿¿¿¿CFG_F_START
1416¿CFG_F_END¿¿0¿937_anon¿¿¿¿¿CFG_F_END
1417¿CFG_IF_END¿¿0¿944¿¿¿¿¿CFG_IF_END
1418¿CFG_IF_END¿¿0¿973¿¿¿¿¿CFG_IF_END
1419¿CFG_IF_END¿¿0¿1007¿¿¿¿¿CFG_IF_END
1420¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1421¿CFG_IF_END¿¿0¿1047¿¿¿¿¿CFG_IF_END
1422¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1423¿CFG_IF_END¿¿0¿1087¿¿¿¿¿CFG_IF_END
1424¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1425¿CFG_IF_END¿¿0¿1127¿¿¿¿¿CFG_IF_END
1426¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1427¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1428¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1429¿CFG_IF_END¿¿0¿968¿¿¿¿¿CFG_IF_END
1430¿CFG_F_START¿¿1430¿1166_anon¿¿¿¿¿CFG_F_START
1431¿CFG_F_END¿¿0¿1166_anon¿¿¿¿¿CFG_F_END
1432¿CFG_IF_END¿¿0¿1179¿¿¿¿¿CFG_IF_END
1433¿CFG_IF_END¿¿0¿1200¿¿¿¿¿CFG_IF_END
1434¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1435¿CFG_F_START¿¿1435¿1257_anon¿¿¿¿¿CFG_F_START
1436¿CFG_F_END¿¿0¿1257_anon¿¿¿¿¿CFG_F_END
1437¿CFG_F_START¿¿1437¿1261_anon¿¿¿¿¿CFG_F_START
1438¿CFG_F_END¿¿0¿1261_anon¿¿¿¿¿CFG_F_END
1439¿CFG_F_START¿¿1439¿1280_anon¿¿¿¿¿CFG_F_START
1440¿CFG_F_END¿¿0¿1280_anon¿¿¿¿¿CFG_F_END
1441¿CFG_F_START¿¿1441¿1304_anon¿¿¿¿¿CFG_F_START
1442¿CFG_F_END¿¿0¿1304_anon¿¿¿¿¿CFG_F_END
1443¿CFG_F_START¿¿1443¿1327_anon¿¿¿¿¿CFG_F_START
1444¿CFG_F_END¿¿0¿1327_anon¿¿¿¿¿CFG_F_END
1445¿CFG_F_START¿¿1445¿1368_anon¿¿¿¿¿CFG_F_START
1446¿CFG_F_END¿¿0¿1368_anon¿¿¿¿¿CFG_F_END
1447¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1448¿PDG_CALL¿¿1413¿1413.CALL->require-o165¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1413.v82-o166¿¿¿¿¿PDG_OBJECT
1450¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1451¿PDG_OBJECT¿¿0¿1413.v82.checkDevRevCLI-o167¿¿¿¿¿PDG_OBJECT
1452¿PDG_CALL¿¿1413¿1413.CALL->require-o168¿¿¿¿¿PDG_CALL
1453¿PDG_OBJECT¿¿0¿1413.axios-o169¿¿¿¿¿PDG_OBJECT
1454¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1455¿PDG_CALL¿¿1413¿1413.CALL->require-o170¿¿¿¿¿PDG_CALL
1456¿PDG_OBJECT¿¿0¿1413.fs-o171¿¿¿¿¿PDG_OBJECT
1457¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1458¿PDG_CALL¿¿1413¿1413.CALL->require-o172¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿0¿1413.path-o173¿¿¿¿¿PDG_OBJECT
1460¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1461¿PDG_CALL¿¿1413¿1413.CALL->require-o174¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿0¿1413.unzipper-o175¿¿¿¿¿PDG_OBJECT
1463¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1464¿PDG_CALL¿¿1413¿1413.CALL->require-o176¿¿¿¿¿PDG_CALL
1465¿PDG_OBJECT¿¿0¿1413.checkRename-o177¿¿¿¿¿PDG_OBJECT
1466¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1467¿PDG_OBJECT¿¿0¿1413.process-o178¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1413.process.argv-o179¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1413.v83.5-o180¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1413.v84.3-o181¿¿¿¿¿PDG_OBJECT
1471¿PDG_OBJECT¿¿0¿1413.v85-o182¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1413.v85-o183¿¿¿¿¿PDG_OBJECT
1473¿PDG_OBJECT¿¿0¿1413.v85.url-o184¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1413.v85-o185¿¿¿¿¿PDG_OBJECT
1475¿PDG_OBJECT¿¿0¿1413.v85.name-o186¿¿¿¿¿PDG_OBJECT
1476¿PDG_OBJECT¿¿0¿1413.v86-o187¿¿¿¿¿PDG_OBJECT
1477¿PDG_OBJECT¿¿0¿1413.v86-o188¿¿¿¿¿PDG_OBJECT
1478¿PDG_OBJECT¿¿0¿1413.v86.url-o189¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿0¿1413.v86-o190¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1413.v86.name-o191¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1413.v87-o192¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1413.v87-o193¿¿¿¿¿PDG_OBJECT
1483¿PDG_OBJECT¿¿0¿1413.v87.url-o194¿¿¿¿¿PDG_OBJECT
1484¿PDG_OBJECT¿¿0¿1413.v87-o195¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿0¿1413.v87.name-o196¿¿¿¿¿PDG_OBJECT
