Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":97,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Program
1549¿UnaryExpression¿!¿1844¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿UnaryExpression
1550¿Identifier¿¿1844¿v173¿¿¿¿¿Identifier
1551¿IfStatement¿¿1844¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿IfStatement
1552¿Identifier¿¿1844¿v174¿¿¿¿¿Identifier
1553¿VariableDeclarator¿¿1844¿v175¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1554¿CallExpression¿¿1844¿¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1555¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1556¿Identifier¿¿1844¿res¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1557¿Identifier¿¿1844¿status¿¿¿{"start":{"line":64,"column":37},"end":{"line":64,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1558¿Literal¿number¿1844¿¿404¿¿{"start":{"line":64,"column":44},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1559¿VariableDeclarator¿¿1844¿v176¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1560¿CallExpression¿¿1844¿¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1561¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":64,"column":33},"end":{"line":64,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1562¿Identifier¿¿1844¿v175¿¿¿¿¿Identifier
1563¿Identifier¿¿1844¿end¿¿¿{"start":{"line":64,"column":49},"end":{"line":64,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1564¿ReturnStatement¿¿1844¿¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ReturnStatement
1565¿Identifier¿¿1844¿v176¿¿¿¿¿Identifier
1566¿BlockStatement¿¿1844¿¿¿¿¿¿BlockStatement
1567¿VariableDeclarator¿¿1844¿v177¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1568¿CallExpression¿¿1844¿¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1569¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1570¿Identifier¿¿1844¿path¿¿¿{"start":{"line":65,"column":65},"end":{"line":65,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1571¿Identifier¿¿1844¿basename¿¿¿{"start":{"line":65,"column":70},"end":{"line":65,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1572¿Identifier¿¿1844¿n¿¿¿{"start":{"line":65,"column":79},"end":{"line":65,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1573¿VariableDeclarator¿¿1844¿v178¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1574¿BinaryExpression¿+¿1844¿¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BinaryExpression
1575¿Literal¿string¿1844¿¿'attachment; filename='¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1576¿Identifier¿¿1844¿v177¿¿¿¿¿Identifier
1577¿VariableDeclarator¿¿1844¿v179¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1578¿CallExpression¿¿1844¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1579¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1580¿Identifier¿¿1844¿res¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1581¿Identifier¿¿1844¿setHeader¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1582¿Literal¿string¿1844¿¿'Content-Disposition'¿¿{"start":{"line":65,"column":16},"end":{"line":65,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1583¿Identifier¿¿1844¿v178¿¿¿¿¿Identifier
1584¿ExpressionStatement¿¿1844¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1585¿Identifier¿¿1844¿v179¿¿¿¿¿Identifier
1586¿VariableDeclarator¿¿1844¿v180¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1587¿CallExpression¿¿1844¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1588¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1589¿Identifier¿¿1844¿res¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1590¿Identifier¿¿1844¿sendFile¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1591¿Identifier¿¿1844¿fp¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1592¿ExpressionStatement¿¿1844¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1593¿Identifier¿¿1844¿v180¿¿¿¿¿Identifier
1594¿BlockStatement¿¿1844¿¿¿¿{"start":{"line":60,"column":35},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1595¿VariableDeclarator¿¿1823¿v182¿¿¿{"start":{"line":60,"column":0},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1596¿CallExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":0},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1597¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":0},"end":{"line":60,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1598¿Identifier¿¿1823¿app¿¿¿{"start":{"line":60,"column":0},"end":{"line":60,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1599¿Identifier¿¿1823¿get¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1600¿Literal¿string¿1823¿¿'/download'¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1601¿Identifier¿¿1823¿v181¿¿¿¿¿Identifier
1602¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":60,"column":0},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1603¿Identifier¿¿1823¿v182¿¿¿¿¿Identifier
1604¿VariableDeclarator¿¿1823¿v204¿¿¿{"start":{"line":70,"column":19},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1605¿ArrowFunctionExpression¿¿1823¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1606¿Identifier¿¿0¿req¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1607¿Identifier¿¿0¿res¿¿¿{"start":{"line":70,"column":25},"end":{"line":70,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1608¿VariableDeclarator¿¿1848¿v183¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1609¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1610¿Identifier¿¿1848¿req¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1611¿Identifier¿¿1848¿query¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1612¿VariableDeclarator¿¿1848¿v184¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1613¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1614¿Identifier¿¿1848¿v183¿¿¿¿¿Identifier
1615¿Identifier¿¿1848¿files¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1616¿VariableDeclarator¿¿1848¿v185¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1617¿LogicalExpression¿||¿1848¿¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1618¿Identifier¿¿1848¿v184¿¿¿¿¿Identifier
1619¿Literal¿string¿1848¿¿''¿¿{"start":{"line":71,"column":36},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1620¿VariableDeclarator¿¿1848¿v186¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1621¿CallExpression¿¿1848¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1622¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1623¿Identifier¿¿1848¿v185¿¿¿¿¿Identifier
1624¿Identifier¿¿1848¿split¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1625¿Literal¿string¿1848¿¿','¿¿{"start":{"line":71,"column":46},"end":{"line":71,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1626¿VariableDeclarator¿¿1848¿files¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1627¿CallExpression¿¿1848¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1628¿MemberExpression¿¿1848¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1629¿Identifier¿¿1848¿v186¿¿¿¿¿Identifier
1630¿Identifier¿¿1848¿filter¿¿¿{"start":{"line":71,"column":51},"end":{"line":71,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1631¿Identifier¿¿1848¿Boolean¿¿¿{"start":{"line":71,"column":58},"end":{"line":71,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1848¿hits¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1633¿ArrayExpression¿¿1848¿¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrayExpression
1634¿VariableDeclarator¿¿1848¿v200¿¿¿{"start":{"line":73,"column":16},"end":{"line":81,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1635¿ArrowFunctionExpression¿¿1848¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":81,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1636¿Identifier¿¿0¿f¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1637¿VariableDeclarator¿¿1850¿p¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1638¿CallExpression¿¿1850¿¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1639¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1640¿Identifier¿¿1850¿path¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1641¿Identifier¿¿1850¿join¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1642¿Identifier¿¿1850¿ROOT¿¿¿{"start":{"line":74,"column":24},"end":{"line":74,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1643¿Identifier¿¿1850¿f¿¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1644¿VariableDeclarator¿¿1850¿v187¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1645¿CallExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1646¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1647¿Identifier¿¿1850¿p¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1648¿Identifier¿¿1850¿startsWith¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1649¿Identifier¿¿1850¿ROOT¿¿¿{"start":{"line":75,"column":21},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1650¿VariableDeclarator¿¿1850¿v188¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1651¿CallExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1652¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1653¿Identifier¿¿1850¿fs¿¿¿{"start":{"line":75,"column":30},"end":{"line":75,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1654¿Identifier¿¿1850¿existsSync¿¿¿{"start":{"line":75,"column":33},"end":{"line":75,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1655¿Identifier¿¿1850¿p¿¿¿{"start":{"line":75,"column":44},"end":{"line":75,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1656¿VariableDeclarator¿¿1850¿v189¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1657¿LogicalExpression¿&&¿1850¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1658¿Identifier¿¿1850¿v187¿¿¿¿¿Identifier
1659¿Identifier¿¿1850¿v188¿¿¿¿¿Identifier
1660¿VariableDeclarator¿¿1850¿v190¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1661¿CallExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1662¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1663¿Identifier¿¿1850¿fs¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1664¿Identifier¿¿1850¿statSync¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1665¿Identifier¿¿1850¿p¿¿¿{"start":{"line":75,"column":62},"end":{"line":75,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1666¿VariableDeclarator¿¿1850¿v191¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1668¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1669¿Identifier¿¿1850¿v190¿¿¿¿¿Identifier
1670¿Identifier¿¿1850¿isFile¿¿¿{"start":{"line":75,"column":65},"end":{"line":75,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1671¿VariableDeclarator¿¿1850¿v192¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
