Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
668¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Program
1152¿BlockStatement¿¿1185¿¿¿¿{"start":{"line":65,"column":62},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
1153¿VariableDeclarator¿¿1169¿v116¿¿¿{"start":{"line":65,"column":0},"end":{"line":83,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1154¿CallExpression¿¿1169¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":83,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1155¿MemberExpression¿¿1169¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1156¿Identifier¿¿1169¿router¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1157¿Identifier¿¿1169¿post¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1158¿Literal¿string¿1169¿¿'/submit-flag'¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1159¿Identifier¿¿1169¿validateFlag¿¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1160¿Identifier¿¿1169¿v115¿¿¿¿¿Identifier
1161¿ExpressionStatement¿¿1169¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":83,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1162¿Identifier¿¿1169¿v116¿¿¿¿¿Identifier
1163¿ExpressionStatement¿¿1169¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1164¿AssignmentExpression¿=¿1169¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿AssignmentExpression
1165¿MemberExpression¿¿1169¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1166¿Identifier¿¿1169¿module¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1167¿Identifier¿¿1169¿exports¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1168¿Identifier¿¿1169¿router¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1169¿CFG_F_START¿¿1169¿__main__¿¿¿¿¿CFG_F_START
1170¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1171¿CFG_F_START¿¿1171¿715_anon¿¿¿¿¿CFG_F_START
1172¿CFG_F_END¿¿0¿715_anon¿¿¿¿¿CFG_F_END
1173¿CFG_F_START¿¿1173¿739_anon¿¿¿¿¿CFG_F_START
1174¿CFG_F_END¿¿0¿739_anon¿¿¿¿¿CFG_F_END
1175¿CFG_F_START¿¿1175¿757_anon¿¿¿¿¿CFG_F_START
1176¿CFG_F_END¿¿0¿757_anon¿¿¿¿¿CFG_F_END
1177¿CFG_IF_END¿¿0¿830¿¿¿¿¿CFG_IF_END
1178¿CFG_IF_END¿¿0¿822¿¿¿¿¿CFG_IF_END
1179¿CFG_F_START¿¿1179¿908_anon¿¿¿¿¿CFG_F_START
1180¿CFG_F_END¿¿0¿908_anon¿¿¿¿¿CFG_F_END
1181¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1182¿CFG_F_START¿¿1182¿974_anon¿¿¿¿¿CFG_F_START
1183¿CFG_F_END¿¿0¿974_anon¿¿¿¿¿CFG_F_END
1184¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1185¿CFG_F_START¿¿1185¿1043_anon¿¿¿¿¿CFG_F_START
1186¿CFG_F_END¿¿0¿1043_anon¿¿¿¿¿CFG_F_END
1187¿CFG_IF_END¿¿0¿1074¿¿¿¿¿CFG_IF_END
1188¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1189¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1190¿PDG_CALL¿¿1169¿1169.CALL->require-o140¿¿¿¿¿PDG_CALL
1191¿PDG_OBJECT¿¿0¿1169.express-o141¿¿¿¿¿PDG_OBJECT
1192¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1193¿PDG_CALL¿¿1169¿1169.CALL->require-o142¿¿¿¿¿PDG_CALL
1194¿PDG_OBJECT¿¿0¿1169.mongoose-o143¿¿¿¿¿PDG_OBJECT
1195¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1196¿PDG_CALL¿¿1169¿1169.CALL->require-o144¿¿¿¿¿PDG_CALL
1197¿PDG_OBJECT¿¿0¿1169.path-o145¿¿¿¿¿PDG_OBJECT
1198¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1199¿PDG_CALL¿¿1169¿1169.CALL->require-o146¿¿¿¿¿PDG_CALL
1200¿PDG_OBJECT¿¿0¿1169.fs-o147¿¿¿¿¿PDG_OBJECT
1201¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1202¿PDG_CALL¿¿1169¿1169.CALL->require-o148¿¿¿¿¿PDG_CALL
1203¿PDG_OBJECT¿¿0¿1169.crypto-o149¿¿¿¿¿PDG_OBJECT
1204¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1205¿PDG_CALL¿¿1169¿1169.CALL->express.Router-o150¿¿¿¿¿PDG_CALL
1206¿PDG_OBJECT¿¿0¿1169.router-o151¿¿¿¿¿PDG_OBJECT
1207¿PDG_CALL¿¿1169¿1169.CALL->require-o152¿¿¿¿¿PDG_CALL
1208¿PDG_OBJECT¿¿0¿1169.v59-o153¿¿¿¿¿PDG_OBJECT
1209¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1210¿PDG_OBJECT¿¿0¿1169.v59.FlagsTbl-o154¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1169.v59.ChallengesTbl-o155¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1169.v59.ProjectsTbl-o156¿¿¿¿¿PDG_OBJECT
1213¿PDG_CALL¿¿1169¿1169.CALL->require-o157¿¿¿¿¿PDG_CALL
1214¿PDG_OBJECT¿¿0¿1169.validateFlag-o158¿¿¿¿¿PDG_OBJECT
1215¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1216¿PDG_OBJECT¿¿0¿1171.this-o159¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1171.string-o160¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1169.sha256sum-o161¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1173.this-o162¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1173.filepath-o163¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1169.filePathExists-o164¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1175.this-o165¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1175.req-o166¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1175.res-o167¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1169.v83-o168¿¿¿¿¿PDG_OBJECT
1226¿PDG_CALL¿¿1169¿1169.CALL->router.get-o169¿¿¿¿¿PDG_CALL
1227¿PDG_OBJECT¿¿0¿1169.v84-o170¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1179.this-o171¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1179.req-o172¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1179.res-o173¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1169.v91-o174¿¿¿¿¿PDG_OBJECT
1232¿PDG_CALL¿¿1169¿1169.CALL->router.get-o175¿¿¿¿¿PDG_CALL
1233¿PDG_OBJECT¿¿0¿1169.v92-o176¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1182.this-o177¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1182.req-o178¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1182.res-o179¿¿¿¿¿PDG_OBJECT
1237¿PDG_OBJECT¿¿0¿1169.v100-o180¿¿¿¿¿PDG_OBJECT
1238¿PDG_CALL¿¿1169¿1169.CALL->router.get-o181¿¿¿¿¿PDG_CALL
1239¿PDG_OBJECT¿¿0¿1169.v101-o182¿¿¿¿¿PDG_OBJECT
1240¿PDG_OBJECT¿¿0¿1185.this-o183¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1185.req-o184¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1185.res-o185¿¿¿¿¿PDG_OBJECT
1243¿PDG_OBJECT¿¿0¿1169.v115-o186¿¿¿¿¿PDG_OBJECT
1244¿PDG_CALL¿¿1169¿1169.CALL->router.post-o187¿¿¿¿¿PDG_CALL
1245¿PDG_OBJECT¿¿0¿1169.v116-o188¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1169.module-o189¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1169.module.exports-o190¿¿¿¿¿PDG_OBJECT
1248¿PDG_CALL¿¿1171¿1171.CALL->crypto.createHash-o191¿¿¿¿¿PDG_CALL
1249¿PDG_OBJECT¿¿0¿1171.v60-o192¿¿¿¿¿PDG_OBJECT
1250¿PDG_CALL¿¿1171¿1171.CALL->v60.update-o193¿¿¿¿¿PDG_CALL
1251¿PDG_OBJECT¿¿0¿1171.v61-o194¿¿¿¿¿PDG_OBJECT
1252¿PDG_CALL¿¿1171¿1171.CALL->v61.digest-o195¿¿¿¿¿PDG_CALL
1253¿PDG_OBJECT¿¿0¿1171.v62-o196¿¿¿¿¿PDG_OBJECT
1254¿PDG_RETURN¿¿0¿1171.RET_OBJ-o197¿¿¿¿¿PDG_RETURN
1255¿PDG_CALL¿¿1173¿1173.CALL->path.resolve-o198¿¿¿¿¿PDG_CALL
1256¿PDG_OBJECT¿¿0¿1173.absPath-o199¿¿¿¿¿PDG_OBJECT
1257¿PDG_CALL¿¿1173¿1173.CALL->fs.existsSync-o200¿¿¿¿¿PDG_CALL
1258¿PDG_OBJECT¿¿0¿1173.v63-o201¿¿¿¿¿PDG_OBJECT
1259¿PDG_RETURN¿¿0¿1173.RET_OBJ-o202¿¿¿¿¿PDG_RETURN
1260¿PDG_OBJECT¿¿0¿1175.req.params-o203¿¿¿¿¿PDG_OBJECT
1261¿PDG_OBJECT¿¿0¿1175.v64.fileName-o204¿¿¿¿¿PDG_OBJECT
1262¿PDG_CALL¿¿1175¿1175.CALL->path.basename-o205¿¿¿¿¿PDG_CALL
1263¿PDG_OBJECT¿¿0¿1175.fileName-o206¿¿¿¿¿PDG_OBJECT
1264¿PDG_CALL¿¿1175¿1175.CALL->path.join-o207¿¿¿¿¿PDG_CALL
1265¿PDG_OBJECT¿¿0¿1175.reqFile-o208¿¿¿¿¿PDG_OBJECT
1266¿PDG_CALL¿¿1175¿1175.CALL->path.join-o209¿¿¿¿¿PDG_CALL
1267¿PDG_OBJECT¿¿0¿1175.v66-o210¿¿¿¿¿PDG_OBJECT
1268¿PDG_CALL¿¿1175¿1175.CALL->path.relative-o211¿¿¿¿¿PDG_CALL
1269¿PDG_OBJECT¿¿0¿1175.relative-o212¿¿¿¿¿PDG_OBJECT
1270¿PDG_CALL¿¿1175¿1175.CALL->relative.startsWith-o213¿¿¿¿¿PDG_CALL
1271¿PDG_OBJECT¿¿0¿1175.v67-o214¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1175.v69-o215¿¿¿¿¿PDG_OBJECT
1273¿PDG_CALL¿¿1175¿1175.CALL->path.isAbsolute-o216¿¿¿¿¿PDG_CALL
1274¿PDG_OBJECT¿¿0¿1175.v70-o217¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1175.v72-o218¿¿¿¿¿PDG_OBJECT
1276¿PDG_CALL¿¿1175¿1175.CALL->fs.existsSync-o219¿¿¿¿¿PDG_CALL
1277¿PDG_OBJECT¿¿0¿1175.v73-o220¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1175.v74-o221¿¿¿¿¿PDG_OBJECT
1279¿PDG_CALL¿¿1175¿1175.CALL->res.setHeader-o222¿¿¿¿¿PDG_CALL
1280¿PDG_OBJECT¿¿0¿1175.v75-o223¿¿¿¿¿PDG_OBJECT
1281¿PDG_CALL¿¿1175¿1175.CALL->res.sendFile-o224¿¿¿¿¿PDG_CALL
1282¿PDG_OBJECT¿¿0¿1175.v76-o225¿¿¿¿¿PDG_OBJECT
1283¿PDG_CALL¿¿1175¿1175.CALL->res.status-o226¿¿¿¿¿PDG_CALL
1284¿PDG_OBJECT¿¿0¿1175.v77-o227¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1175.v78-o228¿¿¿¿¿PDG_OBJECT
1286¿PDG_CALL¿¿1175¿1175.CALL->v77.json-o229¿¿¿¿¿PDG_CALL
1287¿PDG_OBJECT¿¿0¿1175.v79-o230¿¿¿¿¿PDG_OBJECT
1288¿PDG_CALL¿¿1175¿1175.CALL->res.status-o231¿¿¿¿¿PDG_CALL
1289¿PDG_OBJECT¿¿0¿1175.v80-o232¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1175.v81-o233¿¿¿¿¿PDG_OBJECT
1291¿PDG_CALL¿¿1175¿1175.CALL->v80.json-o234¿¿¿¿¿PDG_CALL
1292¿PDG_OBJECT¿¿0¿1175.v82-o235¿¿¿¿¿PDG_OBJECT
1293¿PDG_CALL¿¿1179¿1179.CALL->res.status-o236¿¿¿¿¿PDG_CALL
1294¿PDG_OBJECT¿¿0¿1179.v85-o237¿¿¿¿¿PDG_OBJECT
1295¿PDG_CALL¿¿1179¿1179.CALL->v85.json-o238¿¿¿¿¿PDG_CALL
1296¿PDG_OBJECT¿¿0¿1179.v86-o239¿¿¿¿¿PDG_OBJECT
1297¿PDG_CALL¿¿1179¿1179.CALL->console.error-o240¿¿¿¿¿PDG_CALL
1298¿PDG_OBJECT¿¿0¿1179.v87-o241¿¿¿¿¿PDG_OBJECT
1299¿PDG_CALL¿¿1179¿1179.CALL->res.status-o242¿¿¿¿¿PDG_CALL
1300¿PDG_OBJECT¿¿0¿1179.v88-o243¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1179.v89-o244¿¿¿¿¿PDG_OBJECT
1302¿PDG_CALL¿¿1179¿1179.CALL->v88.json-o245¿¿¿¿¿PDG_CALL
1303¿PDG_OBJECT¿¿0¿1179.v90-o246¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1182.v93-o247¿¿¿¿¿PDG_OBJECT
1305¿PDG_CALL¿¿1182¿1182.CALL->res.status-o248¿¿¿¿¿PDG_CALL
1306¿PDG_OBJECT¿¿0¿1182.v94-o249¿¿¿¿¿PDG_OBJECT
1307¿PDG_CALL¿¿1182¿1182.CALL->v94.json-o250¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿0¿1182.v95-o251¿¿¿¿¿PDG_OBJECT
1309¿PDG_CALL¿¿1182¿1182.CALL->console.error-o252¿¿¿¿¿PDG_CALL
1310¿PDG_OBJECT¿¿0¿1182.v96-o253¿¿¿¿¿PDG_OBJECT
1311¿PDG_CALL¿¿1182¿1182.CALL->res.status-o254¿¿¿¿¿PDG_CALL
1312¿PDG_OBJECT¿¿0¿1182.v97-o255¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1182.v98-o256¿¿¿¿¿PDG_OBJECT
1314¿PDG_CALL¿¿1182¿1182.CALL->v97.json-o257¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿0¿1182.v99-o258¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1185.req.flag-o259¿¿¿¿¿PDG_OBJECT
1317¿PDG_CALL¿¿1185¿1185.CALL->sha256sum-o260¿¿¿¿¿PDG_CALL
1318¿PDG_OBJECT¿¿0¿1185.flagSign-o261¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1185.req.chal_id-o262¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1185.v104-o263¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1185.v106-o264¿¿¿¿¿PDG_OBJECT
1322¿PDG_CALL¿¿1185¿1185.CALL->res.json-o265¿¿¿¿¿PDG_CALL
1323¿PDG_OBJECT¿¿0¿1185.v107-o266¿¿¿¿¿PDG_OBJECT
1324¿PDG_RETURN¿¿0¿1185.RET_OBJ-o267¿¿¿¿¿PDG_RETURN
1325¿PDG_OBJECT¿¿0¿1185.v109-o268¿¿¿¿¿PDG_OBJECT
1326¿PDG_CALL¿¿1185¿1185.CALL->res.json-o269¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1185.v110-o270¿¿¿¿¿PDG_OBJECT
1328¿PDG_RETURN¿¿0¿1185.RET_OBJ-o271¿¿¿¿¿PDG_RETURN
1329¿PDG_CALL¿¿1185¿1185.CALL->console.error-o272¿¿¿¿¿PDG_CALL
1330¿PDG_OBJECT¿¿0¿1185.v111-o273¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1185¿1185.CALL->res.status-o274¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1185.v112-o275¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1185.v113-o276¿¿¿¿¿PDG_OBJECT
1334¿PDG_CALL¿¿1185¿1185.CALL->v112.json-o277¿¿¿¿¿PDG_CALL
1335¿PDG_OBJECT¿¿0¿1185.v114-o278¿¿¿¿¿PDG_OBJECT
