Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
726¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Program
1237¿ExpressionStatement¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1238¿AssignmentExpression¿=¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1239¿MemberExpression¿computed¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1240¿Identifier¿¿1249¿Pullit¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1241¿Literal¿string¿1249¿¿is_class¿¿¿¿Literal
1242¿Literal¿boolean¿1249¿¿true¿¿¿¿Literal
1243¿ExpressionStatement¿¿1249¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1244¿AssignmentExpression¿=¿1249¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1245¿MemberExpression¿¿1249¿¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1246¿Identifier¿¿1249¿module¿¿¿{"start":{"line":87,"column":0},"end":{"line":87,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1247¿Identifier¿¿1249¿exports¿¿¿{"start":{"line":87,"column":7},"end":{"line":87,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1248¿Identifier¿¿1249¿Pullit¿¿¿{"start":{"line":87,"column":17},"end":{"line":87,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1249¿CFG_F_START¿¿1249¿__main__¿¿¿¿¿CFG_F_START
1250¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1251¿CFG_F_START¿¿1251¿748_Pullit¿¿¿¿¿CFG_F_START
1252¿CFG_F_END¿¿0¿748_Pullit¿¿¿¿¿CFG_F_END
1253¿CFG_F_START¿¿1253¿768_init¿¿¿¿¿CFG_F_START
1254¿CFG_F_END¿¿0¿768_init¿¿¿¿¿CFG_F_END
1255¿CFG_F_START¿¿1255¿802_parsedGithubUrl¿¿¿¿¿CFG_F_START
1256¿CFG_F_END¿¿0¿802_parsedGithubUrl¿¿¿¿¿CFG_F_END
1257¿CFG_F_START¿¿1257¿836_fetch¿¿¿¿¿CFG_F_START
1258¿CFG_F_END¿¿0¿836_fetch¿¿¿¿¿CFG_F_END
1259¿CFG_F_START¿¿1259¿872_anon¿¿¿¿¿CFG_F_START
1260¿CFG_F_END¿¿0¿872_anon¿¿¿¿¿CFG_F_END
1261¿CFG_F_START¿¿1261¿905_anon¿¿¿¿¿CFG_F_START
1262¿CFG_F_END¿¿0¿905_anon¿¿¿¿¿CFG_F_END
1263¿CFG_F_START¿¿1263¿932_fetchRequests¿¿¿¿¿CFG_F_START
1264¿CFG_F_END¿¿0¿932_fetchRequests¿¿¿¿¿CFG_F_END
1265¿CFG_F_START¿¿1265¿973_display¿¿¿¿¿CFG_F_START
1266¿CFG_F_END¿¿0¿973_display¿¿¿¿¿CFG_F_END
1267¿CFG_F_START¿¿1267¿980_anon¿¿¿¿¿CFG_F_START
1268¿CFG_F_END¿¿0¿980_anon¿¿¿¿¿CFG_F_END
1269¿CFG_F_START¿¿1269¿1037_anon¿¿¿¿¿CFG_F_START
1270¿CFG_F_END¿¿0¿1037_anon¿¿¿¿¿CFG_F_END
1271¿CFG_F_START¿¿1271¿1092_anon¿¿¿¿¿CFG_F_START
1272¿CFG_F_END¿¿0¿1092_anon¿¿¿¿¿CFG_F_END
1273¿CFG_F_START¿¿1273¿1169_anon¿¿¿¿¿CFG_F_START
1274¿CFG_F_END¿¿0¿1169_anon¿¿¿¿¿CFG_F_END
1275¿CFG_F_START¿¿1275¿1211_anon¿¿¿¿¿CFG_F_START
1276¿CFG_F_END¿¿0¿1211_anon¿¿¿¿¿CFG_F_END
1277¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1278¿PDG_CALL¿¿1249¿1249.CALL->require-o167¿¿¿¿¿PDG_CALL
1279¿PDG_OBJECT¿¿0¿1249.GitHubApi-o168¿¿¿¿¿PDG_OBJECT
1280¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1281¿PDG_CALL¿¿1249¿1249.CALL->require-o169¿¿¿¿¿PDG_CALL
1282¿PDG_OBJECT¿¿0¿1249.Menu-o170¿¿¿¿¿PDG_OBJECT
1283¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1284¿PDG_CALL¿¿1249¿1249.CALL->require-o171¿¿¿¿¿PDG_CALL
1285¿PDG_OBJECT¿¿0¿1249.v75-o172¿¿¿¿¿PDG_OBJECT
1286¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1287¿PDG_OBJECT¿¿0¿1249.v75.execSync-o173¿¿¿¿¿PDG_OBJECT
1288¿PDG_CALL¿¿1249¿1249.CALL->require-o174¿¿¿¿¿PDG_CALL
1289¿PDG_OBJECT¿¿0¿1249.parse-o175¿¿¿¿¿PDG_OBJECT
1290¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1291¿PDG_OBJECT¿¿0¿1251.this-o176¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1249.Pullit-o177¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1253.this-o178¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1249.init-o179¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1249.Pullit-o180¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1249.Pullit.init-o181¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1255.this-o182¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1255.url-o183¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1249.parsedGithubUrl-o184¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1249.Pullit-o185¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1249.Pullit.parsedGithubUrl-o186¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1257.this-o187¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1257.id-o188¿¿¿¿¿PDG_OBJECT
1304¿PDG_OBJECT¿¿0¿1249.fetch-o189¿¿¿¿¿PDG_OBJECT
1305¿PDG_OBJECT¿¿0¿1249.Pullit-o190¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1249.Pullit.fetch-o191¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1263.this-o192¿¿¿¿¿PDG_OBJECT
1308¿PDG_OBJECT¿¿0¿1249.fetchRequests-o193¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1249.Pullit-o194¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1249.Pullit.fetchRequests-o195¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1265.this-o196¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1249.display-o197¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1249.Pullit-o198¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1249.Pullit.display-o199¿¿¿¿¿PDG_OBJECT
1315¿PDG_OBJECT¿¿0¿1249.Pullit-o200¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1249.Pullit.is_class-o201¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1249.module-o202¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1249.module.exports-o203¿¿¿¿¿PDG_OBJECT
1319¿PDG_CALL¿¿1251¿1251.CALL->this.init-o204¿¿¿¿¿PDG_CALL
1320¿PDG_OBJECT¿¿0¿1251.v76-o205¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1251.v77-o206¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1251.this-o207¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1251.this.github-o208¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1253.v78-o209¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1253.v79-o210¿¿¿¿¿PDG_OBJECT
1326¿PDG_CALL¿¿1253¿1253.CALL->execSync-o211¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1253.v80-o212¿¿¿¿¿PDG_OBJECT
1328¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1329¿PDG_CALL¿¿1253¿1253.CALL->v80.trim-o213¿¿¿¿¿PDG_CALL
1330¿PDG_OBJECT¿¿0¿1253.url-o214¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1253¿1253.CALL->this.parsedGithubUrl-o215¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1253.v81-o216¿¿¿¿¿PDG_OBJECT
1333¿PDG_RETURN¿¿0¿1253.RET_OBJ-o217¿¿¿¿¿PDG_RETURN
1334¿PDG_CALL¿¿1255¿1255.CALL->parse-o218¿¿¿¿¿PDG_CALL
1335¿PDG_OBJECT¿¿0¿1255.parsedUrl-o219¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1255.parsedUrl.0-o220¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1255.parsedUrl.1-o221¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1255.this-o222¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1255.this.owner-o223¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1255.this-o224¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1255.this.repo-o225¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1257.this.github-o226¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1257.v84.pullRequests-o227¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1257.this.owner-o228¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1257.this.repo-o229¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1257.v88-o230¿¿¿¿¿PDG_OBJECT
1347¿PDG_CALL¿¿1257¿1257.CALL->v85.get-o231¿¿¿¿¿PDG_CALL
1348¿PDG_OBJECT¿¿0¿1257.v89-o232¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1259.this-o233¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1259.res-o234¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1257.v94-o235¿¿¿¿¿PDG_OBJECT
1352¿PDG_CALL¿¿1257¿1257.CALL->v89.then-o236¿¿¿¿¿PDG_CALL
1353¿PDG_OBJECT¿¿0¿1257.v95-o237¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1261.this-o238¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1261.err-o239¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1257.v97-o240¿¿¿¿¿PDG_OBJECT
1357¿PDG_CALL¿¿1257¿1257.CALL->v95.catch-o241¿¿¿¿¿PDG_CALL
1358¿PDG_OBJECT¿¿0¿1257.v98-o242¿¿¿¿¿PDG_OBJECT
1359¿PDG_RETURN¿¿0¿1257.RET_OBJ-o243¿¿¿¿¿PDG_RETURN
1360¿PDG_OBJECT¿¿0¿1259.res.data-o244¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1259.v90.head-o245¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1259.v91.ref-o246¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1259.v92-o247¿¿¿¿¿PDG_OBJECT
1364¿PDG_CALL¿¿1259¿1259.CALL->execSync-o248¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1259.v93-o249¿¿¿¿¿PDG_OBJECT
1366¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1367¿PDG_CALL¿¿1261¿1261.CALL->console.log-o250¿¿¿¿¿PDG_CALL
1368¿PDG_OBJECT¿¿0¿1261.v96-o251¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1263.this.github-o252¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1263.v99.pullRequests-o253¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1263.this.owner-o254¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1263.this.repo-o255¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1263.v103-o256¿¿¿¿¿PDG_OBJECT
1374¿PDG_CALL¿¿1263¿1263.CALL->v100.getAll-o257¿¿¿¿¿PDG_CALL
1375¿PDG_OBJECT¿¿0¿1263.v104-o258¿¿¿¿¿PDG_OBJECT
1376¿PDG_RETURN¿¿0¿1263.RET_OBJ-o259¿¿¿¿¿PDG_RETURN
1377¿PDG_CALL¿¿1265¿1265.CALL->this.fetchRequests-o260¿¿¿¿¿PDG_CALL
1378¿PDG_OBJECT¿¿0¿1265.v105-o261¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1267.this-o262¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1267.results-o263¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1265.v144-o264¿¿¿¿¿PDG_OBJECT
1382¿PDG_CALL¿¿1265¿1265.CALL->v105.then-o265¿¿¿¿¿PDG_CALL
1383¿PDG_OBJECT¿¿0¿1265.v145-o266¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1275.this-o267¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1275.err-o268¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1265.v147-o269¿¿¿¿¿PDG_OBJECT
1387¿PDG_CALL¿¿1265¿1265.CALL->v145.catch-o270¿¿¿¿¿PDG_CALL
1388¿PDG_OBJECT¿¿0¿1265.v148-o271¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1267.process-o272¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1267.process.stdout-o273¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1267.v106.columns-o274¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1267.v108-o275¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1267.v109-o276¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1267¿1267.CALL->Menu-o277¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1267.menu-o278¿¿¿¿¿PDG_OBJECT
1396¿PDG_CALL¿¿1267¿1267.CALL->menu.reset-o279¿¿¿¿¿PDG_CALL
1397¿PDG_OBJECT¿¿0¿1267.v110-o280¿¿¿¿¿PDG_OBJECT
1398¿PDG_CALL¿¿1267¿1267.CALL->menu.write-o281¿¿¿¿¿PDG_CALL
1399¿PDG_OBJECT¿¿0¿1267.v111-o282¿¿¿¿¿PDG_OBJECT
1400¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1401¿PDG_CALL¿¿1267¿1267.CALL->menu.write-o283¿¿¿¿¿PDG_CALL
1402¿PDG_OBJECT¿¿0¿1267.v112-o284¿¿¿¿¿PDG_OBJECT
1403¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1404¿PDG_OBJECT¿¿0¿1267.results.data-o285¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿0¿1269.this-o286¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1269.element-o287¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1267.v121-o288¿¿¿¿¿PDG_OBJECT
1408¿PDG_CALL¿¿1267¿1267.CALL->v113.forEach-o289¿¿¿¿¿PDG_CALL
1409¿PDG_OBJECT¿¿0¿1267.v122-o290¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿0¿1267.v123-o291¿¿¿¿¿PDG_OBJECT
1411¿PDG_CALL¿¿1267¿1267.CALL->menu.add-o292¿¿¿¿¿PDG_CALL
1412¿PDG_OBJECT¿¿0¿1267.v124-o293¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1271.this-o294¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1271.label-o295¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿0¿1267.v129-o296¿¿¿¿¿PDG_OBJECT
1416¿PDG_CALL¿¿1267¿1267.CALL->menu.on-o297¿¿¿¿¿PDG_CALL
1417¿PDG_OBJECT¿¿0¿1267.v130-o298¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿0¿1267.process.stdin-o299¿¿¿¿¿PDG_OBJECT
1419¿PDG_CALL¿¿1267¿1267.CALL->menu.createStream-o300¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿0¿1267.v132-o301¿¿¿¿¿PDG_OBJECT
1421¿PDG_CALL¿¿1267¿1267.CALL->v131.pipe-o302¿¿¿¿¿PDG_CALL
1422¿PDG_OBJECT¿¿0¿1267.v133-o303¿¿¿¿¿PDG_OBJECT
1423¿PDG_CALL¿¿1267¿1267.CALL->v133.pipe-o304¿¿¿¿¿PDG_CALL
1424¿PDG_OBJECT¿¿0¿1267.v135-o305¿¿¿¿¿PDG_OBJECT
1425¿PDG_CALL¿¿1267¿1267.CALL->v136.setRawMode-o306¿¿¿¿¿PDG_CALL
1426¿PDG_OBJECT¿¿0¿1267.v137-o307¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿0¿1273.this-o308¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1267.v142-o309¿¿¿¿¿PDG_OBJECT
1429¿PDG_CALL¿¿1267¿1267.CALL->menu.on-o310¿¿¿¿¿PDG_CALL
1430¿PDG_OBJECT¿¿0¿1267.v143-o311¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿0¿1269.element.number-o312¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿0¿1269.element.title-o313¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1269.element.head-o314¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1269.v116.user-o315¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿0¿1269.v117.login-o316¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿0¿1269.v119-o317¿¿¿¿¿PDG_OBJECT
1437¿PDG_CALL¿¿1269¿1269.CALL->menu.add-o318¿¿¿¿¿PDG_CALL
1438¿PDG_OBJECT¿¿0¿1269.v120-o319¿¿¿¿¿PDG_OBJECT
1439¿PDG_CALL¿¿1271¿1271.CALL->menu.close-o320¿¿¿¿¿PDG_CALL
1440¿PDG_OBJECT¿¿0¿1271.v125-o321¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1271¿1271.CALL->label.split-o322¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿0¿1271.v126-o323¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿0¿1271.v126.0-o324¿¿¿¿¿PDG_OBJECT
1444¿PDG_CALL¿¿1271¿1271.CALL->this.fetch-o325¿¿¿¿¿PDG_CALL
1445¿PDG_OBJECT¿¿0¿1271.v128-o326¿¿¿¿¿PDG_OBJECT
1446¿PDG_CALL¿¿1273¿1273.CALL->v138.setRawMode-o327¿¿¿¿¿PDG_CALL
1447¿PDG_OBJECT¿¿0¿1273.v139-o328¿¿¿¿¿PDG_OBJECT
1448¿PDG_CALL¿¿1273¿1273.CALL->v140.end-o329¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1273.v141-o330¿¿¿¿¿PDG_OBJECT
1450¿PDG_CALL¿¿1275¿1275.CALL->console.log-o331¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿0¿1275.v146-o332¿¿¿¿¿PDG_OBJECT
