Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
874¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Program
1358¿CallExpression¿¿1534¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1359¿Identifier¿¿1534¿reject¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1360¿Identifier¿¿1534¿v143¿¿¿¿¿Identifier
1361¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1362¿Identifier¿¿1534¿v144¿¿¿¿¿Identifier
1363¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":88,"column":31},"end":{"line":90,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1364¿VariableDeclarator¿¿1534¿v145¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1365¿CallExpression¿¿1534¿¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1366¿Identifier¿¿1534¿reject¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1367¿Identifier¿¿1534¿error¿¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1368¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1369¿Identifier¿¿1534¿v145¿¿¿¿¿Identifier
1370¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":90,"column":15},"end":{"line":92,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1371¿BlockStatement¿¿1534¿¿¿¿¿¿BlockStatement
1372¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":81,"column":78},"end":{"line":93,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1373¿VariableDeclarator¿¿1534¿v146¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1374¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1375¿Identifier¿¿1534¿error¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1376¿Identifier¿¿1534¿code¿¿¿{"start":{"line":93,"column":32},"end":{"line":93,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1534¿v147¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1378¿BinaryExpression¿===¿1534¿¿¿¿{"start":{"line":93,"column":26},"end":{"line":93,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1379¿Identifier¿¿1534¿v146¿¿¿¿¿Identifier
1380¿Literal¿number¿1534¿¿1¿¿{"start":{"line":93,"column":41},"end":{"line":93,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1381¿VariableDeclarator¿¿1534¿v148¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1382¿LogicalExpression¿&&¿1534¿¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1383¿Identifier¿¿1534¿error¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1384¿Identifier¿¿1534¿v147¿¿¿¿¿Identifier
1385¿VariableDeclarator¿¿1534¿v149¿¿¿{"start":{"line":93,"column":46},"end":{"line":93,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1386¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":93,"column":46},"end":{"line":93,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1387¿Identifier¿¿1534¿report¿¿¿{"start":{"line":93,"column":46},"end":{"line":93,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1388¿Identifier¿¿1534¿length¿¿¿{"start":{"line":93,"column":53},"end":{"line":93,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1389¿VariableDeclarator¿¿1534¿v150¿¿¿{"start":{"line":93,"column":46},"end":{"line":93,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1390¿BinaryExpression¿===¿1534¿¿¿¿{"start":{"line":93,"column":46},"end":{"line":93,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1391¿Identifier¿¿1534¿v149¿¿¿¿¿Identifier
1392¿Literal¿number¿1534¿¿0¿¿{"start":{"line":93,"column":64},"end":{"line":93,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1393¿VariableDeclarator¿¿1534¿v151¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1394¿LogicalExpression¿&&¿1534¿¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1395¿Identifier¿¿1534¿v148¿¿¿¿¿Identifier
1396¿Identifier¿¿1534¿v150¿¿¿¿¿Identifier
1397¿IfStatement¿¿1534¿¿¿¿{"start":{"line":93,"column":13},"end":{"line":101,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1398¿Identifier¿¿1534¿v151¿¿¿¿¿Identifier
1399¿VariableDeclarator¿¿1534¿v152¿¿¿{"start":{"line":94,"column":31},"end":{"line":94,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1400¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":94,"column":31},"end":{"line":94,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1401¿Identifier¿¿1534¿error¿¿¿{"start":{"line":94,"column":31},"end":{"line":94,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1402¿Identifier¿¿1534¿code¿¿¿{"start":{"line":94,"column":37},"end":{"line":94,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1403¿VariableDeclarator¿¿1534¿v153¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1404¿BinaryExpression¿+¿1534¿¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1405¿Literal¿string¿1534¿¿'Error code '¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1406¿Identifier¿¿1534¿v152¿¿¿¿¿Identifier
1407¿VariableDeclarator¿¿1534¿v154¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1408¿BinaryExpression¿+¿1534¿¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1409¿Identifier¿¿1534¿v153¿¿¿¿¿Identifier
1410¿Literal¿string¿1534¿¿'\n'¿¿{"start":{"line":94,"column":44},"end":{"line":94,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1411¿VariableDeclarator¿¿1534¿v155¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1412¿BinaryExpression¿+¿1534¿¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1413¿Identifier¿¿1534¿v154¿¿¿¿¿Identifier
1414¿Identifier¿¿1534¿error¿¿¿{"start":{"line":94,"column":51},"end":{"line":94,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1415¿VariableDeclarator¿¿1534¿v156¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1416¿CallExpression¿¿1534¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1417¿Identifier¿¿1534¿reject¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1418¿Identifier¿¿1534¿v155¿¿¿¿¿Identifier
1419¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1420¿Identifier¿¿1534¿v156¿¿¿¿¿Identifier
1421¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":93,"column":67},"end":{"line":95,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1422¿VariableDeclarator¿¿1534¿v157¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1423¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1424¿Identifier¿¿1534¿options¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1425¿Identifier¿¿1534¿format¿¿¿{"start":{"line":96,"column":20},"end":{"line":96,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1426¿VariableDeclarator¿¿1534¿v158¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1427¿BinaryExpression¿===¿1534¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1428¿Identifier¿¿1534¿v157¿¿¿¿¿Identifier
1429¿Literal¿string¿1534¿¿'JSON'¿¿{"start":{"line":96,"column":31},"end":{"line":96,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1430¿IfStatement¿¿1534¿¿¿¿{"start":{"line":96,"column":8},"end":{"line":100,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1431¿Identifier¿¿1534¿v158¿¿¿¿¿Identifier
1432¿VariableDeclarator¿¿1534¿v159¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1433¿CallExpression¿¿1534¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1434¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1435¿Identifier¿¿1534¿JSON¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1436¿Identifier¿¿1534¿parse¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1437¿Identifier¿¿1534¿report¿¿¿{"start":{"line":97,"column":30},"end":{"line":97,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1438¿VariableDeclarator¿¿1534¿v160¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1439¿ArrayExpression¿¿1534¿¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ArrayExpression
1440¿Identifier¿¿1534¿v159¿¿¿¿¿Identifier
1441¿VariableDeclarator¿¿1534¿v161¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1442¿CallExpression¿¿1534¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1443¿Identifier¿¿1534¿resolve¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1444¿Identifier¿¿1534¿v160¿¿¿¿¿Identifier
1445¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1446¿Identifier¿¿1534¿v161¿¿¿¿¿Identifier
1447¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":96,"column":38},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1448¿VariableDeclarator¿¿1534¿v162¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1449¿CallExpression¿¿1534¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1450¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1451¿Identifier¿¿1534¿checkstyle¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1452¿Identifier¿¿1534¿toJSON¿¿¿{"start":{"line":99,"column":21},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1453¿Identifier¿¿1534¿report¿¿¿{"start":{"line":99,"column":28},"end":{"line":99,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1454¿Identifier¿¿1534¿resolve¿¿¿{"start":{"line":99,"column":36},"end":{"line":99,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1455¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":99,"column":10},"end":{"line":99,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1456¿Identifier¿¿1534¿v162¿¿¿¿¿Identifier
1457¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":98,"column":15},"end":{"line":100,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1458¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":95,"column":14},"end":{"line":101,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1459¿BlockStatement¿¿1534¿¿¿¿¿¿BlockStatement
1460¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":77,"column":56},"end":{"line":102,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1461¿VariableDeclarator¿¿1532¿v164¿¿¿{"start":{"line":77,"column":4},"end":{"line":102,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1532¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":102,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1463¿MemberExpression¿¿1532¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1464¿Identifier¿¿1532¿v119¿¿¿¿¿Identifier
1465¿Identifier¿¿1532¿then¿¿¿{"start":{"line":77,"column":34},"end":{"line":77,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1466¿Identifier¿¿1532¿v163¿¿¿¿¿Identifier
1467¿ExpressionStatement¿¿1532¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":102,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1468¿Identifier¿¿1532¿v164¿¿¿¿¿Identifier
1469¿BlockStatement¿¿1532¿¿¿¿{"start":{"line":76,"column":47},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1470¿VariableDeclarator¿¿1530¿v166¿¿¿{"start":{"line":76,"column":9},"end":{"line":103,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1471¿NewExpression¿¿1530¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":103,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿NewExpression
1472¿Identifier¿¿1530¿Promise¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1473¿Identifier¿¿1530¿v165¿¿¿¿¿Identifier
1474¿ReturnStatement¿¿1530¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":103,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ReturnStatement
1475¿Identifier¿¿1530¿v166¿¿¿¿¿Identifier
1476¿BlockStatement¿¿1530¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1477¿VariableDeclarator¿exported¿1515¿v170¿¿¿{"start":{"line":106,"column":0},"end":{"line":114,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1478¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":106,"column":17},"end":{"line":114,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1479¿Identifier¿¿0¿filePaths¿¿¿{"start":{"line":106,"column":26},"end":{"line":106,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1480¿Identifier¿¿0¿options¿¿¿{"start":{"line":106,"column":37},"end":{"line":106,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1481¿VariableDeclarator¿¿1542¿command¿¿¿{"start":{"line":107,"column":6},"end":{"line":107,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1482¿CallExpression¿¿1542¿¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1483¿Identifier¿¿1542¿generateCommand¿¿¿{"start":{"line":107,"column":16},"end":{"line":107,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1484¿Identifier¿¿1542¿filePaths¿¿¿{"start":{"line":107,"column":32},"end":{"line":107,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1485¿Identifier¿¿1542¿options¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1486¿VariableDeclarator¿¿1542¿v167¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1487¿MemberExpression¿¿1542¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
