Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4329¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1142,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Program
4455¿Identifier¿¿7601¿Object¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4456¿Identifier¿¿7601¿create¿¿¿{"start":{"line":42,"column":17},"end":{"line":42,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4457¿Identifier¿¿7601¿v373¿¿¿¿¿Identifier
4458¿ExpressionStatement¿¿7601¿¿¿¿{"start":{"line":49,"column":0},"end":{"line":49,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
4459¿AssignmentExpression¿=¿7601¿¿¿¿{"start":{"line":49,"column":0},"end":{"line":49,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
4460¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":49,"column":0},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4461¿Identifier¿¿7601¿module¿¿¿{"start":{"line":49,"column":0},"end":{"line":49,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4462¿Identifier¿¿7601¿exports¿¿¿{"start":{"line":49,"column":7},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4463¿Identifier¿¿7601¿res¿¿¿{"start":{"line":49,"column":17},"end":{"line":49,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4464¿VariableDeclarator¿¿7601¿charsetRegExp¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4465¿Literal¿object¿7601¿¿/;\s*charset\s*=/¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4466¿VariableDeclarator¿¿7601¿status¿¿¿{"start":{"line":66,"column":0},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4467¿FunctionExpression¿¿7601¿anon¿¿¿{"start":{"line":66,"column":13},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
4468¿Identifier¿¿0¿code¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4469¿ExpressionStatement¿¿7603¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
4470¿AssignmentExpression¿=¿7603¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
4471¿MemberExpression¿¿7603¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4472¿ThisExpression¿¿7603¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
4473¿Identifier¿¿7603¿statusCode¿¿¿{"start":{"line":67,"column":7},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4474¿Identifier¿¿7603¿code¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4475¿ReturnStatement¿¿7603¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
4476¿ThisExpression¿¿7603¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
4477¿BlockStatement¿¿7603¿¿¿¿{"start":{"line":66,"column":35},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
4478¿ExpressionStatement¿¿7601¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":69,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
4479¿AssignmentExpression¿=¿7601¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
4480¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4481¿Identifier¿¿7601¿res¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4482¿Identifier¿¿7601¿status¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4483¿Identifier¿¿7601¿status¿¿¿¿¿Identifier
4484¿VariableDeclarator¿¿7601¿v386¿¿¿{"start":{"line":86,"column":0},"end":{"line":92,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4485¿FunctionExpression¿¿7601¿anon¿¿¿{"start":{"line":86,"column":12},"end":{"line":92,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
4486¿Identifier¿¿0¿links¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4487¿VariableDeclarator¿¿7605¿v374¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4488¿CallExpression¿¿7605¿¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
4489¿MemberExpression¿¿7605¿¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4490¿ThisExpression¿¿7605¿¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
4491¿Identifier¿¿7605¿get¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4492¿Literal¿string¿7605¿¿'Link'¿¿{"start":{"line":87,"column":22},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4493¿VariableDeclarator¿¿7605¿link¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4494¿LogicalExpression¿||¿7605¿¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿LogicalExpression
4495¿Identifier¿¿7605¿v374¿¿¿¿¿Identifier
4496¿Literal¿string¿7605¿¿''¿¿{"start":{"line":87,"column":33},"end":{"line":87,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4497¿IfStatement¿¿7605¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
4498¿Identifier¿¿7605¿link¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4499¿ExpressionStatement¿¿7605¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
4500¿AssignmentExpression¿+=¿7605¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
4501¿Identifier¿¿7605¿link¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4502¿Literal¿string¿7605¿¿', '¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4503¿BlockStatement¿¿7605¿¿¿¿¿¿BlockStatement
4504¿VariableDeclarator¿¿7605¿v375¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4505¿CallExpression¿¿7605¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
4506¿MemberExpression¿¿7605¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4507¿Identifier¿¿7605¿Object¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4508¿Identifier¿¿7605¿keys¿¿¿{"start":{"line":89,"column":40},"end":{"line":89,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4509¿Identifier¿¿7605¿links¿¿¿{"start":{"line":89,"column":45},"end":{"line":89,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4510¿VariableDeclarator¿¿7605¿v381¿¿¿{"start":{"line":89,"column":56},"end":{"line":91,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4511¿FunctionExpression¿¿7605¿anon¿¿¿{"start":{"line":89,"column":56},"end":{"line":91,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
4512¿Identifier¿¿0¿rel¿¿¿{"start":{"line":89,"column":65},"end":{"line":89,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4513¿VariableDeclarator¿¿7608¿v376¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4514¿MemberExpression¿computed¿7608¿¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4515¿Identifier¿¿7608¿links¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4516¿Identifier¿¿7608¿rel¿¿¿{"start":{"line":90,"column":23},"end":{"line":90,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4517¿VariableDeclarator¿¿7608¿v377¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4518¿BinaryExpression¿+¿7608¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
4519¿Literal¿string¿7608¿¿'<'¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4520¿Identifier¿¿7608¿v376¿¿¿¿¿Identifier
4521¿VariableDeclarator¿¿7608¿v378¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4522¿BinaryExpression¿+¿7608¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
4523¿Identifier¿¿7608¿v377¿¿¿¿¿Identifier
4524¿Literal¿string¿7608¿¿'>; rel=''¿¿{"start":{"line":90,"column":30},"end":{"line":90,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4525¿VariableDeclarator¿¿7608¿v379¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4526¿BinaryExpression¿+¿7608¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
4527¿Identifier¿¿7608¿v378¿¿¿¿¿Identifier
4528¿Identifier¿¿7608¿rel¿¿¿{"start":{"line":90,"column":43},"end":{"line":90,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4529¿VariableDeclarator¿¿7608¿v380¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4530¿BinaryExpression¿+¿7608¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
4531¿Identifier¿¿7608¿v379¿¿¿¿¿Identifier
4532¿Literal¿string¿7608¿¿'''¿¿{"start":{"line":90,"column":49},"end":{"line":90,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
4533¿ReturnStatement¿¿7608¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
4534¿Identifier¿¿7608¿v380¿¿¿¿¿Identifier
4535¿BlockStatement¿¿7608¿¿¿¿{"start":{"line":89,"column":69},"end":{"line":91,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
4536¿VariableDeclarator¿¿7605¿v382¿¿¿{"start":{"line":89,"column":33},"end":{"line":91,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
4537¿CallExpression¿¿7605¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":91,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
4538¿MemberExpression¿¿7605¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
4539¿Identifier¿¿7605¿v375¿¿¿¿¿Identifier
4540¿Identifier¿¿7605¿map¿¿¿{"start":{"line":89,"column":52},"end":{"line":89,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
4541¿Identifier¿¿7605¿v381¿¿¿¿¿Identifier
4542¿VariableDeclarator¿¿7605¿v383¿¿¿{"start":{"line":89,"column":33},"end":{"line":91,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
