Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1007¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Program
1533¿ExpressionStatement¿¿1744¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1534¿Identifier¿¿1744¿v175¿¿¿¿¿Identifier
1535¿VariableDeclarator¿¿1744¿v176¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1536¿MemberExpression¿¿1744¿¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1537¿Identifier¿¿1744¿config¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1538¿Identifier¿¿1744¿engine¿¿¿{"start":{"line":72,"column":35},"end":{"line":72,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1539¿VariableDeclarator¿¿1744¿v177¿¿¿{"start":{"line":72,"column":43},"end":{"line":72,"column":107},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1540¿ArrayExpression¿¿1744¿¿¿¿{"start":{"line":72,"column":43},"end":{"line":72,"column":107},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ArrayExpression
1541¿Literal¿string¿1744¿¿'-shell-escape'¿¿{"start":{"line":72,"column":44},"end":{"line":72,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1542¿Literal¿string¿1744¿¿'-interaction'¿¿{"start":{"line":72,"column":61},"end":{"line":72,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1543¿Literal¿string¿1744¿¿'nonstopmode'¿¿{"start":{"line":72,"column":77},"end":{"line":72,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1544¿Literal¿string¿1744¿¿'template.tex'¿¿{"start":{"line":72,"column":92},"end":{"line":72,"column":106},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1545¿VariableDeclarator¿¿1744¿v178¿¿¿{"start":{"line":72,"column":116},"end":{"line":72,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1546¿MemberExpression¿¿1744¿¿¿¿{"start":{"line":72,"column":116},"end":{"line":72,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1547¿Identifier¿¿1744¿config¿¿¿{"start":{"line":72,"column":116},"end":{"line":72,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1548¿Identifier¿¿1744¿tmpFolder¿¿¿{"start":{"line":72,"column":123},"end":{"line":72,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1549¿VariableDeclarator¿¿1744¿v179¿¿¿{"start":{"line":72,"column":109},"end":{"line":72,"column":133},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1550¿ObjectExpression¿¿1744¿¿¿¿{"start":{"line":72,"column":109},"end":{"line":72,"column":133},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ObjectExpression
1551¿Property¿¿1744¿¿¿¿{"start":{"line":72,"column":111},"end":{"line":72,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Property
1552¿Identifier¿¿1744¿cwd¿¿¿{"start":{"line":72,"column":111},"end":{"line":72,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1553¿Identifier¿¿1744¿v178¿¿¿¿¿Identifier
1554¿VariableDeclarator¿¿1744¿compile¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1555¿CallExpression¿¿1744¿¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1556¿Identifier¿¿1744¿spawn¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1557¿Identifier¿¿1744¿v176¿¿¿¿¿Identifier
1558¿Identifier¿¿1744¿v177¿¿¿¿¿Identifier
1559¿Identifier¿¿1744¿v179¿¿¿¿¿Identifier
1560¿VariableDeclarator¿¿1744¿v181¿¿¿{"start":{"line":73,"column":28},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1561¿FunctionExpression¿¿1744¿anon¿¿¿{"start":{"line":73,"column":28},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1562¿Identifier¿¿0¿code¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1563¿VariableDeclarator¿¿1746¿v180¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1564¿CallExpression¿¿1746¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1565¿Identifier¿¿1746¿cb¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1566¿Literal¿object¿1746¿¿null¿¿{"start":{"line":74,"column":13},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1567¿Literal¿boolean¿1746¿¿true¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1568¿ExpressionStatement¿¿1746¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1569¿Identifier¿¿1746¿v180¿¿¿¿¿Identifier
1570¿BlockStatement¿¿1746¿¿¿¿{"start":{"line":73,"column":43},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1571¿VariableDeclarator¿¿1744¿v182¿¿¿{"start":{"line":73,"column":8},"end":{"line":75,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1572¿CallExpression¿¿1744¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":75,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1573¿MemberExpression¿¿1744¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1574¿Identifier¿¿1744¿compile¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1575¿Identifier¿¿1744¿on¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1576¿Literal¿string¿1744¿¿'close'¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1577¿Identifier¿¿1744¿v181¿¿¿¿¿Identifier
1578¿ExpressionStatement¿¿1744¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":75,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1579¿Identifier¿¿1744¿v182¿¿¿¿¿Identifier
1580¿BlockStatement¿¿1744¿¿¿¿{"start":{"line":70,"column":25},"end":{"line":76,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1581¿EmptyStatement¿¿1740¿¿¿¿{"start":{"line":76,"column":7},"end":{"line":76,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿EmptyStatement
1582¿VariableDeclarator¿¿1740¿bibtex¿¿¿{"start":{"line":77,"column":6},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1583¿FunctionExpression¿¿1740¿anon¿¿¿{"start":{"line":77,"column":6},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1584¿Identifier¿¿0¿cb¿¿¿{"start":{"line":77,"column":22},"end":{"line":77,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1585¿VariableDeclarator¿¿1748¿v183¿¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1586¿CallExpression¿¿1748¿¿¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1587¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1588¿Identifier¿¿1748¿chalk¿¿¿{"start":{"line":78,"column":28},"end":{"line":78,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1589¿Identifier¿¿1748¿magenta¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1590¿Literal¿string¿1748¿¿'BibTeX'¿¿{"start":{"line":78,"column":42},"end":{"line":78,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1591¿VariableDeclarator¿¿1748¿v184¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1592¿BinaryExpression¿+¿1748¿¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1593¿Literal¿string¿1748¿¿'...'¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1594¿Identifier¿¿1748¿v183¿¿¿¿¿Identifier
1595¿VariableDeclarator¿¿1748¿v185¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1596¿CallExpression¿¿1748¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1597¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1598¿Identifier¿¿1748¿console¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1599¿Identifier¿¿1748¿log¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1600¿Identifier¿¿1748¿v184¿¿¿¿¿Identifier
1601¿ExpressionStatement¿¿1748¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1602¿Identifier¿¿1748¿v185¿¿¿¿¿Identifier
1603¿VariableDeclarator¿¿1748¿v186¿¿¿{"start":{"line":79,"column":37},"end":{"line":79,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1604¿ArrayExpression¿¿1748¿¿¿¿{"start":{"line":79,"column":37},"end":{"line":79,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ArrayExpression
1605¿Literal¿string¿1748¿¿'template'¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1606¿VariableDeclarator¿¿1748¿v187¿¿¿{"start":{"line":79,"column":58},"end":{"line":79,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1607¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":79,"column":58},"end":{"line":79,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1608¿Identifier¿¿1748¿config¿¿¿{"start":{"line":79,"column":58},"end":{"line":79,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1609¿Identifier¿¿1748¿tmpFolder¿¿¿{"start":{"line":79,"column":65},"end":{"line":79,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1748¿v188¿¿¿{"start":{"line":79,"column":51},"end":{"line":79,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1611¿ObjectExpression¿¿1748¿¿¿¿{"start":{"line":79,"column":51},"end":{"line":79,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ObjectExpression
1612¿Property¿¿1748¿¿¿¿{"start":{"line":79,"column":53},"end":{"line":79,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Property
1613¿Identifier¿¿1748¿cwd¿¿¿{"start":{"line":79,"column":53},"end":{"line":79,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1614¿Identifier¿¿1748¿v187¿¿¿¿¿Identifier
1615¿VariableDeclarator¿¿1748¿compile¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1616¿CallExpression¿¿1748¿¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1617¿Identifier¿¿1748¿spawn¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1618¿Literal¿string¿1748¿¿'biber'¿¿{"start":{"line":79,"column":28},"end":{"line":79,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1619¿Identifier¿¿1748¿v186¿¿¿¿¿Identifier
1620¿Identifier¿¿1748¿v188¿¿¿¿¿Identifier
1621¿VariableDeclarator¿¿1748¿v190¿¿¿{"start":{"line":80,"column":28},"end":{"line":82,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1622¿FunctionExpression¿¿1748¿anon¿¿¿{"start":{"line":80,"column":28},"end":{"line":82,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1623¿Identifier¿¿0¿code¿¿¿{"start":{"line":80,"column":37},"end":{"line":80,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1624¿VariableDeclarator¿¿1750¿v189¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1625¿CallExpression¿¿1750¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1626¿Identifier¿¿1750¿cb¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1627¿Literal¿object¿1750¿¿null¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1628¿Literal¿boolean¿1750¿¿true¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1629¿ExpressionStatement¿¿1750¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1630¿Identifier¿¿1750¿v189¿¿¿¿¿Identifier
1631¿BlockStatement¿¿1750¿¿¿¿{"start":{"line":80,"column":43},"end":{"line":82,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1632¿VariableDeclarator¿¿1748¿v191¿¿¿{"start":{"line":80,"column":8},"end":{"line":82,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1633¿CallExpression¿¿1748¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":82,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1634¿MemberExpression¿¿1748¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1635¿Identifier¿¿1748¿compile¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1636¿Identifier¿¿1748¿on¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1637¿Literal¿string¿1748¿¿'close'¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1638¿Identifier¿¿1748¿v190¿¿¿¿¿Identifier
1639¿ExpressionStatement¿¿1748¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":82,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1640¿Identifier¿¿1748¿v191¿¿¿¿¿Identifier
1641¿BlockStatement¿¿1748¿¿¿¿{"start":{"line":77,"column":26},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1642¿EmptyStatement¿¿1740¿¿¿¿{"start":{"line":83,"column":7},"end":{"line":83,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿EmptyStatement
1643¿VariableDeclarator¿¿1740¿v192¿¿¿{"start":{"line":84,"column":19},"end":{"line":90,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1644¿ArrayExpression¿¿1740¿¿¿¿{"start":{"line":84,"column":19},"end":{"line":90,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ArrayExpression
1645¿Identifier¿¿1740¿copyBibliography¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1646¿Identifier¿¿1740¿latex¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1647¿Identifier¿¿1740¿bibtex¿¿¿{"start":{"line":87,"column":8},"end":{"line":87,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1648¿Identifier¿¿1740¿latex¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1649¿Identifier¿¿1740¿latex¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1650¿VariableDeclarator¿¿1740¿v194¿¿¿{"start":{"line":90,"column":9},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1651¿FunctionExpression¿¿1740¿anon¿¿¿{"start":{"line":90,"column":9},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1652¿Identifier¿¿0¿err¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1653¿VariableDeclarator¿¿1752¿v193¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1654¿CallExpression¿¿1752¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1655¿Identifier¿¿1752¿callback¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1656¿Literal¿object¿1752¿¿null¿¿{"start":{"line":91,"column":17},"end":{"line":91,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1657¿ExpressionStatement¿¿1752¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1658¿Identifier¿¿1752¿v193¿¿¿¿¿Identifier
1659¿BlockStatement¿¿1752¿¿¿¿{"start":{"line":90,"column":23},"end":{"line":92,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1660¿VariableDeclarator¿¿1740¿v195¿¿¿{"start":{"line":84,"column":6},"end":{"line":92,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1661¿CallExpression¿¿1740¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":92,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1662¿MemberExpression¿¿1740¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1663¿Identifier¿¿1740¿async¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1664¿Identifier¿¿1740¿series¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1665¿Identifier¿¿1740¿v192¿¿¿¿¿Identifier
