Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":90,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Program
1276¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1277¿AssignmentExpression¿=¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1278¿MemberExpression¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1279¿Identifier¿¿1294¿Pullit¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1280¿Identifier¿¿1294¿display¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1281¿Identifier¿¿1294¿display¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1282¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1283¿AssignmentExpression¿=¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1284¿MemberExpression¿computed¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1285¿Identifier¿¿1294¿Pullit¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1286¿Literal¿string¿1294¿¿is_class¿¿¿¿Literal
1287¿Literal¿boolean¿1294¿¿true¿¿¿¿Literal
1288¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1289¿AssignmentExpression¿=¿1294¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1290¿MemberExpression¿¿1294¿¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1291¿Identifier¿¿1294¿module¿¿¿{"start":{"line":90,"column":0},"end":{"line":90,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1292¿Identifier¿¿1294¿exports¿¿¿{"start":{"line":90,"column":7},"end":{"line":90,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1293¿Identifier¿¿1294¿Pullit¿¿¿{"start":{"line":90,"column":17},"end":{"line":90,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1294¿CFG_F_START¿¿1294¿__main__¿¿¿¿¿CFG_F_START
1295¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1296¿CFG_F_START¿¿1296¿775_Pullit¿¿¿¿¿CFG_F_START
1297¿CFG_F_END¿¿0¿775_Pullit¿¿¿¿¿CFG_F_END
1298¿CFG_F_START¿¿1298¿795_init¿¿¿¿¿CFG_F_START
1299¿CFG_F_END¿¿0¿795_init¿¿¿¿¿CFG_F_END
1300¿CFG_F_START¿¿1300¿833_parsedGithubUrl¿¿¿¿¿CFG_F_START
1301¿CFG_F_END¿¿0¿833_parsedGithubUrl¿¿¿¿¿CFG_F_END
1302¿CFG_F_START¿¿1302¿867_fetch¿¿¿¿¿CFG_F_START
1303¿CFG_F_END¿¿0¿867_fetch¿¿¿¿¿CFG_F_END
1304¿CFG_F_START¿¿1304¿903_anon¿¿¿¿¿CFG_F_START
1305¿CFG_F_END¿¿0¿903_anon¿¿¿¿¿CFG_F_END
1306¿CFG_F_START¿¿1306¿950_anon¿¿¿¿¿CFG_F_START
1307¿CFG_F_END¿¿0¿950_anon¿¿¿¿¿CFG_F_END
1308¿CFG_F_START¿¿1308¿977_fetchRequests¿¿¿¿¿CFG_F_START
1309¿CFG_F_END¿¿0¿977_fetchRequests¿¿¿¿¿CFG_F_END
1310¿CFG_F_START¿¿1310¿1018_display¿¿¿¿¿CFG_F_START
1311¿CFG_F_END¿¿0¿1018_display¿¿¿¿¿CFG_F_END
1312¿CFG_F_START¿¿1312¿1025_anon¿¿¿¿¿CFG_F_START
1313¿CFG_F_END¿¿0¿1025_anon¿¿¿¿¿CFG_F_END
1314¿CFG_F_START¿¿1314¿1082_anon¿¿¿¿¿CFG_F_START
1315¿CFG_F_END¿¿0¿1082_anon¿¿¿¿¿CFG_F_END
1316¿CFG_F_START¿¿1316¿1137_anon¿¿¿¿¿CFG_F_START
1317¿CFG_F_END¿¿0¿1137_anon¿¿¿¿¿CFG_F_END
1318¿CFG_F_START¿¿1318¿1214_anon¿¿¿¿¿CFG_F_START
1319¿CFG_F_END¿¿0¿1214_anon¿¿¿¿¿CFG_F_END
1320¿CFG_F_START¿¿1320¿1256_anon¿¿¿¿¿CFG_F_START
1321¿CFG_F_END¿¿0¿1256_anon¿¿¿¿¿CFG_F_END
1322¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1323¿PDG_CALL¿¿1294¿1294.CALL->require-o178¿¿¿¿¿PDG_CALL
1324¿PDG_OBJECT¿¿0¿1294.GitHubApi-o179¿¿¿¿¿PDG_OBJECT
1325¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1326¿PDG_CALL¿¿1294¿1294.CALL->require-o180¿¿¿¿¿PDG_CALL
1327¿PDG_OBJECT¿¿0¿1294.Menu-o181¿¿¿¿¿PDG_OBJECT
1328¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1329¿PDG_CALL¿¿1294¿1294.CALL->require-o182¿¿¿¿¿PDG_CALL
1330¿PDG_OBJECT¿¿0¿1294.v77-o183¿¿¿¿¿PDG_OBJECT
1331¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1332¿PDG_OBJECT¿¿0¿1294.v77.execFileSync-o184¿¿¿¿¿PDG_OBJECT
1333¿PDG_CALL¿¿1294¿1294.CALL->require-o185¿¿¿¿¿PDG_CALL
1334¿PDG_OBJECT¿¿0¿1294.parse-o186¿¿¿¿¿PDG_OBJECT
1335¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1336¿PDG_OBJECT¿¿0¿1296.this-o187¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1294.Pullit-o188¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1298.this-o189¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1294.init-o190¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1294.Pullit-o191¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1294.Pullit.init-o192¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1300.this-o193¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1300.url-o194¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1294.parsedGithubUrl-o195¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1294.Pullit-o196¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1294.Pullit.parsedGithubUrl-o197¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1302.this-o198¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1302.id-o199¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1294.fetch-o200¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1294.Pullit-o201¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1294.Pullit.fetch-o202¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1308.this-o203¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1294.fetchRequests-o204¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1294.Pullit-o205¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1294.Pullit.fetchRequests-o206¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1310.this-o207¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1294.display-o208¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1294.Pullit-o209¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1294.Pullit.display-o210¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1294.Pullit-o211¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1294.Pullit.is_class-o212¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1294.module-o213¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1294.module.exports-o214¿¿¿¿¿PDG_OBJECT
1364¿PDG_CALL¿¿1296¿1296.CALL->this.init-o215¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1296.v78-o216¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1296.v79-o217¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1296.this-o218¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1296.this.github-o219¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1298.v80-o220¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1298.v80.0-o221¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1298.v80.1-o222¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1298.v80.2-o223¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1298.v81-o224¿¿¿¿¿PDG_OBJECT
1374¿PDG_CALL¿¿1298¿1298.CALL->execFileSync-o225¿¿¿¿¿PDG_CALL
1375¿PDG_OBJECT¿¿0¿1298.v82-o226¿¿¿¿¿PDG_OBJECT
1376¿PDG_CALL¿¿1298¿1298.CALL->v82.trim-o227¿¿¿¿¿PDG_CALL
1377¿PDG_OBJECT¿¿0¿1298.url-o228¿¿¿¿¿PDG_OBJECT
1378¿PDG_CALL¿¿1298¿1298.CALL->this.parsedGithubUrl-o229¿¿¿¿¿PDG_CALL
1379¿PDG_OBJECT¿¿0¿1298.v83-o230¿¿¿¿¿PDG_OBJECT
1380¿PDG_RETURN¿¿0¿1298.RET_OBJ-o231¿¿¿¿¿PDG_RETURN
1381¿PDG_CALL¿¿1300¿1300.CALL->parse-o232¿¿¿¿¿PDG_CALL
1382¿PDG_OBJECT¿¿0¿1300.parsedUrl-o233¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1300.parsedUrl.0-o234¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1300.parsedUrl.1-o235¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1300.this-o236¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1300.this.owner-o237¿¿¿¿¿PDG_OBJECT
1387¿PDG_OBJECT¿¿0¿1300.this-o238¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1300.this.repo-o239¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1302.this.github-o240¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1302.v86.pullRequests-o241¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1302.this.owner-o242¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1302.this.repo-o243¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1302.v90-o244¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1302¿1302.CALL->v87.get-o245¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1302.v91-o246¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1304.this-o247¿¿¿¿¿PDG_OBJECT
1397¿PDG_OBJECT¿¿0¿1304.res-o248¿¿¿¿¿PDG_OBJECT
1398¿PDG_OBJECT¿¿0¿1302.v98-o249¿¿¿¿¿PDG_OBJECT
1399¿PDG_CALL¿¿1302¿1302.CALL->v91.then-o250¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1302.v99-o251¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1306.this-o252¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1306.err-o253¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿0¿1302.v101-o254¿¿¿¿¿PDG_OBJECT
1404¿PDG_CALL¿¿1302¿1302.CALL->v99.catch-o255¿¿¿¿¿PDG_CALL
1405¿PDG_OBJECT¿¿0¿1302.v102-o256¿¿¿¿¿PDG_OBJECT
1406¿PDG_RETURN¿¿0¿1302.RET_OBJ-o257¿¿¿¿¿PDG_RETURN
1407¿PDG_OBJECT¿¿0¿1304.res.data-o258¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1304.v92.head-o259¿¿¿¿¿PDG_OBJECT
1409¿PDG_OBJECT¿¿0¿1304.v93.ref-o260¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿0¿1304.v94-o261¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1304.v94.0-o262¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1304.v94.1-o263¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1304.v94.2-o264¿¿¿¿¿PDG_OBJECT
1414¿PDG_CALL¿¿1304¿1304.CALL->execFileSync-o265¿¿¿¿¿PDG_CALL
1415¿PDG_OBJECT¿¿0¿1304.v95-o266¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1304.v96-o267¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1304.v96.0-o268¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿0¿1304.v96.1-o269¿¿¿¿¿PDG_OBJECT
1419¿PDG_CALL¿¿1304¿1304.CALL->execFileSync-o270¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿0¿1304.v97-o271¿¿¿¿¿PDG_OBJECT
1421¿PDG_CALL¿¿1306¿1306.CALL->console.log-o272¿¿¿¿¿PDG_CALL
1422¿PDG_OBJECT¿¿0¿1306.v100-o273¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿0¿1308.this.github-o274¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿0¿1308.v103.pullRequests-o275¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1308.this.owner-o276¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿0¿1308.this.repo-o277¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿0¿1308.v107-o278¿¿¿¿¿PDG_OBJECT
1428¿PDG_CALL¿¿1308¿1308.CALL->v104.getAll-o279¿¿¿¿¿PDG_CALL
1429¿PDG_OBJECT¿¿0¿1308.v108-o280¿¿¿¿¿PDG_OBJECT
1430¿PDG_RETURN¿¿0¿1308.RET_OBJ-o281¿¿¿¿¿PDG_RETURN
1431¿PDG_CALL¿¿1310¿1310.CALL->this.fetchRequests-o282¿¿¿¿¿PDG_CALL
1432¿PDG_OBJECT¿¿0¿1310.v109-o283¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1312.this-o284¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1312.results-o285¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿0¿1310.v148-o286¿¿¿¿¿PDG_OBJECT
1436¿PDG_CALL¿¿1310¿1310.CALL->v109.then-o287¿¿¿¿¿PDG_CALL
1437¿PDG_OBJECT¿¿0¿1310.v149-o288¿¿¿¿¿PDG_OBJECT
1438¿PDG_OBJECT¿¿0¿1320.this-o289¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1320.err-o290¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿0¿1310.v151-o291¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1310¿1310.CALL->v149.catch-o292¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿0¿1310.v152-o293¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿0¿1312.process-o294¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿0¿1312.process.stdout-o295¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿0¿1312.v110.columns-o296¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿0¿1312.v112-o297¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿0¿1312.v113-o298¿¿¿¿¿PDG_OBJECT
1448¿PDG_CALL¿¿1312¿1312.CALL->Menu-o299¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1312.menu-o300¿¿¿¿¿PDG_OBJECT
1450¿PDG_CALL¿¿1312¿1312.CALL->menu.reset-o301¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿0¿1312.v114-o302¿¿¿¿¿PDG_OBJECT
1452¿PDG_CALL¿¿1312¿1312.CALL->menu.write-o303¿¿¿¿¿PDG_CALL
1453¿PDG_OBJECT¿¿0¿1312.v115-o304¿¿¿¿¿PDG_OBJECT
1454¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1455¿PDG_CALL¿¿1312¿1312.CALL->menu.write-o305¿¿¿¿¿PDG_CALL
1456¿PDG_OBJECT¿¿0¿1312.v116-o306¿¿¿¿¿PDG_OBJECT
1457¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1458¿PDG_OBJECT¿¿0¿1312.results.data-o307¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿0¿1314.this-o308¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1314.element-o309¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1312.v125-o310¿¿¿¿¿PDG_OBJECT
1462¿PDG_CALL¿¿1312¿1312.CALL->v117.forEach-o311¿¿¿¿¿PDG_CALL
1463¿PDG_OBJECT¿¿0¿1312.v126-o312¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿0¿1312.v127-o313¿¿¿¿¿PDG_OBJECT
1465¿PDG_CALL¿¿1312¿1312.CALL->menu.add-o314¿¿¿¿¿PDG_CALL
1466¿PDG_OBJECT¿¿0¿1312.v128-o315¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1316.this-o316¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1316.label-o317¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1312.v133-o318¿¿¿¿¿PDG_OBJECT
1470¿PDG_CALL¿¿1312¿1312.CALL->menu.on-o319¿¿¿¿¿PDG_CALL
1471¿PDG_OBJECT¿¿0¿1312.v134-o320¿¿¿¿¿PDG_OBJECT
1472¿PDG_OBJECT¿¿0¿1312.process.stdin-o321¿¿¿¿¿PDG_OBJECT
1473¿PDG_CALL¿¿1312¿1312.CALL->menu.createStream-o322¿¿¿¿¿PDG_CALL
1474¿PDG_OBJECT¿¿0¿1312.v136-o323¿¿¿¿¿PDG_OBJECT
1475¿PDG_CALL¿¿1312¿1312.CALL->v135.pipe-o324¿¿¿¿¿PDG_CALL
1476¿PDG_OBJECT¿¿0¿1312.v137-o325¿¿¿¿¿PDG_OBJECT
1477¿PDG_CALL¿¿1312¿1312.CALL->v137.pipe-o326¿¿¿¿¿PDG_CALL
1478¿PDG_OBJECT¿¿0¿1312.v139-o327¿¿¿¿¿PDG_OBJECT
1479¿PDG_CALL¿¿1312¿1312.CALL->v140.setRawMode-o328¿¿¿¿¿PDG_CALL
1480¿PDG_OBJECT¿¿0¿1312.v141-o329¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1318.this-o330¿¿¿¿¿PDG_OBJECT
1482¿PDG_OBJECT¿¿0¿1312.v146-o331¿¿¿¿¿PDG_OBJECT
1483¿PDG_CALL¿¿1312¿1312.CALL->menu.on-o332¿¿¿¿¿PDG_CALL
1484¿PDG_OBJECT¿¿0¿1312.v147-o333¿¿¿¿¿PDG_OBJECT
1485¿PDG_OBJECT¿¿0¿1314.element.number-o334¿¿¿¿¿PDG_OBJECT
1486¿PDG_OBJECT¿¿0¿1314.element.title-o335¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1314.element.head-o336¿¿¿¿¿PDG_OBJECT
1488¿PDG_OBJECT¿¿0¿1314.v120.user-o337¿¿¿¿¿PDG_OBJECT
1489¿PDG_OBJECT¿¿0¿1314.v121.login-o338¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1314.v123-o339¿¿¿¿¿PDG_OBJECT
1491¿PDG_CALL¿¿1314¿1314.CALL->menu.add-o340¿¿¿¿¿PDG_CALL
1492¿PDG_OBJECT¿¿0¿1314.v124-o341¿¿¿¿¿PDG_OBJECT
1493¿PDG_CALL¿¿1316¿1316.CALL->menu.close-o342¿¿¿¿¿PDG_CALL
1494¿PDG_OBJECT¿¿0¿1316.v129-o343¿¿¿¿¿PDG_OBJECT
1495¿PDG_CALL¿¿1316¿1316.CALL->label.split-o344¿¿¿¿¿PDG_CALL
1496¿PDG_OBJECT¿¿0¿1316.v130-o345¿¿¿¿¿PDG_OBJECT
1497¿PDG_OBJECT¿¿0¿1316.v130.0-o346¿¿¿¿¿PDG_OBJECT
1498¿PDG_CALL¿¿1316¿1316.CALL->this.fetch-o347¿¿¿¿¿PDG_CALL
1499¿PDG_OBJECT¿¿0¿1316.v132-o348¿¿¿¿¿PDG_OBJECT
1500¿PDG_CALL¿¿1318¿1318.CALL->v142.setRawMode-o349¿¿¿¿¿PDG_CALL
1501¿PDG_OBJECT¿¿0¿1318.v143-o350¿¿¿¿¿PDG_OBJECT
1502¿PDG_CALL¿¿1318¿1318.CALL->v144.end-o351¿¿¿¿¿PDG_CALL
1503¿PDG_OBJECT¿¿0¿1318.v145-o352¿¿¿¿¿PDG_OBJECT
1504¿PDG_CALL¿¿1320¿1320.CALL->console.log-o353¿¿¿¿¿PDG_CALL
1505¿PDG_OBJECT¿¿0¿1320.v150-o354¿¿¿¿¿PDG_OBJECT
