Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
643¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":40,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
1185¿PDG_CALL¿¿1124¿1124.CALL->v90.map-o170¿¿¿¿¿PDG_CALL
1186¿PDG_OBJECT¿¿0¿1124.headers-o171¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1130.this-o172¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1130.item-o173¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1124.v99-o174¿¿¿¿¿PDG_OBJECT
1190¿PDG_CALL¿¿1124¿1124.CALL->result.filter-o175¿¿¿¿¿PDG_CALL
1191¿PDG_OBJECT¿¿0¿1124.v100-o176¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1132.this-o177¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1132.accumulator-o178¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1132.currentValue-o179¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1124.v140-o180¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1124.v141-o181¿¿¿¿¿PDG_OBJECT
1197¿PDG_CALL¿¿1124¿1124.CALL->v100.reduce-o182¿¿¿¿¿PDG_CALL
1198¿PDG_OBJECT¿¿0¿1124.v142-o183¿¿¿¿¿PDG_OBJECT
1199¿PDG_RETURN¿¿0¿1124.RET_OBJ-o184¿¿¿¿¿PDG_RETURN
1200¿PDG_CALL¿¿1124¿1124.CALL->console.error-o185¿¿¿¿¿PDG_CALL
1201¿PDG_OBJECT¿¿0¿1124.v143-o186¿¿¿¿¿PDG_OBJECT
1202¿PDG_CALL¿¿1126¿1126.CALL->item.trim-o187¿¿¿¿¿PDG_CALL
1203¿PDG_OBJECT¿¿0¿1126.v83-o188¿¿¿¿¿PDG_OBJECT
1204¿PDG_CALL¿¿1126¿1126.CALL->item.trim-o189¿¿¿¿¿PDG_CALL
1205¿PDG_OBJECT¿¿0¿1126.v86-o190¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1126.v87-o191¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1126.v88-o192¿¿¿¿¿PDG_OBJECT
1208¿PDG_RETURN¿¿0¿1126.RET_OBJ-o193¿¿¿¿¿PDG_RETURN
1209¿PDG_CALL¿¿1128¿1128.CALL->item.toLowerCase-o194¿¿¿¿¿PDG_CALL
1210¿PDG_OBJECT¿¿0¿1128.v91-o195¿¿¿¿¿PDG_OBJECT
1211¿PDG_RETURN¿¿0¿1128.RET_OBJ-o196¿¿¿¿¿PDG_RETURN
1212¿PDG_CALL¿¿1130¿1130.CALL->item.trim-o197¿¿¿¿¿PDG_CALL
1213¿PDG_OBJECT¿¿0¿1130.v93-o198¿¿¿¿¿PDG_OBJECT
1214¿PDG_CALL¿¿1130¿1130.CALL->item.trim-o199¿¿¿¿¿PDG_CALL
1215¿PDG_OBJECT¿¿0¿1130.v96-o200¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1130.v97-o201¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1130.v98-o202¿¿¿¿¿PDG_OBJECT
1218¿PDG_RETURN¿¿0¿1130.RET_OBJ-o203¿¿¿¿¿PDG_RETURN
1219¿PDG_CALL¿¿1132¿1132.CALL->currentValue.split-o204¿¿¿¿¿PDG_CALL
1220¿PDG_OBJECT¿¿0¿1132.v101-o205¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1134.this-o206¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1134.item-o207¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1132.v108-o208¿¿¿¿¿PDG_OBJECT
1224¿PDG_CALL¿¿1132¿1132.CALL->v101.filter-o209¿¿¿¿¿PDG_CALL
1225¿PDG_OBJECT¿¿0¿1132.v109-o210¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1136.this-o211¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1136.accumulator-o212¿¿¿¿¿PDG_OBJECT
1228¿PDG_OBJECT¿¿0¿1136.currentValue-o213¿¿¿¿¿PDG_OBJECT
1229¿PDG_OBJECT¿¿0¿1136.index-o214¿¿¿¿¿PDG_OBJECT
1230¿PDG_OBJECT¿¿0¿1132.v136-o215¿¿¿¿¿PDG_OBJECT
1231¿PDG_OBJECT¿¿0¿1132.v137-o216¿¿¿¿¿PDG_OBJECT
1232¿PDG_CALL¿¿1132¿1132.CALL->v109.reduce-o217¿¿¿¿¿PDG_CALL
1233¿PDG_OBJECT¿¿0¿1132.v138-o218¿¿¿¿¿PDG_OBJECT
1234¿PDG_CALL¿¿1132¿1132.CALL->accumulator.push-o219¿¿¿¿¿PDG_CALL
1235¿PDG_OBJECT¿¿0¿1132.v139-o220¿¿¿¿¿PDG_OBJECT
1236¿PDG_RETURN¿¿0¿1132.RET_OBJ-o221¿¿¿¿¿PDG_RETURN
1237¿PDG_CALL¿¿1134¿1134.CALL->item.trim-o222¿¿¿¿¿PDG_CALL
1238¿PDG_OBJECT¿¿0¿1134.v102-o223¿¿¿¿¿PDG_OBJECT
1239¿PDG_CALL¿¿1134¿1134.CALL->item.trim-o224¿¿¿¿¿PDG_CALL
1240¿PDG_OBJECT¿¿0¿1134.v105-o225¿¿¿¿¿PDG_OBJECT
1241¿PDG_OBJECT¿¿0¿1134.v106-o226¿¿¿¿¿PDG_OBJECT
1242¿PDG_OBJECT¿¿0¿1134.v107-o227¿¿¿¿¿PDG_OBJECT
1243¿PDG_RETURN¿¿0¿1134.RET_OBJ-o228¿¿¿¿¿PDG_RETURN
1244¿PDG_OBJECT¿¿0¿1136.headers.length-o229¿¿¿¿¿PDG_OBJECT
1245¿PDG_OBJECT¿¿0¿1136.v111-o230¿¿¿¿¿PDG_OBJECT
1246¿PDG_OBJECT¿¿0¿1136.v112-o231¿¿¿¿¿PDG_OBJECT
1247¿PDG_OBJECT¿¿0¿1136.v114-o232¿¿¿¿¿PDG_OBJECT
1248¿PDG_OBJECT¿¿0¿1136.headers.*-o233¿¿¿¿¿PDG_OBJECT
1249¿PDG_OBJECT¿¿0¿1136.v117-o234¿¿¿¿¿PDG_OBJECT
1250¿PDG_OBJECT¿¿0¿1136.accumulator.*-o235¿¿¿¿¿PDG_OBJECT
1251¿PDG_CALL¿¿1136¿1136.CALL->v119.trim-o236¿¿¿¿¿PDG_CALL
1252¿PDG_OBJECT¿¿0¿1136.v120-o237¿¿¿¿¿PDG_OBJECT
1253¿PDG_OBJECT¿¿0¿1136.v124-o238¿¿¿¿¿PDG_OBJECT
1254¿PDG_CALL¿¿1136¿1136.CALL->v126.trim-o239¿¿¿¿¿PDG_CALL
1255¿PDG_OBJECT¿¿0¿1136.v127-o240¿¿¿¿¿PDG_OBJECT
1256¿PDG_OBJECT¿¿0¿1136.v128-o241¿¿¿¿¿PDG_OBJECT
1257¿PDG_OBJECT¿¿0¿1136.v129-o242¿¿¿¿¿PDG_OBJECT
1258¿PDG_OBJECT¿¿0¿1136.v131-o243¿¿¿¿¿PDG_OBJECT
1259¿PDG_OBJECT¿¿0¿1136.v134-o244¿¿¿¿¿PDG_OBJECT
1260¿PDG_OBJECT¿¿0¿1136.v134-o245¿¿¿¿¿PDG_OBJECT
1261¿PDG_OBJECT¿¿0¿1136.accumulator-o246¿¿¿¿¿PDG_OBJECT
1262¿PDG_OBJECT¿¿0¿1136.accumulator.*-o247¿¿¿¿¿PDG_OBJECT
1263¿PDG_OBJECT¿¿0¿1136.accumulator-o248¿¿¿¿¿PDG_OBJECT
1264¿PDG_OBJECT¿¿0¿1136.accumulator.*-o249¿¿¿¿¿PDG_OBJECT
1265¿PDG_RETURN¿¿0¿1136.RET_OBJ-o250¿¿¿¿¿PDG_RETURN
1266¿PDG_OBJECT¿¿0¿1141.v146-o251¿¿¿¿¿PDG_OBJECT
1267¿PDG_RETURN¿¿0¿1141.RET_OBJ-o252¿¿¿¿¿PDG_RETURN
1268¿PDG_RETURN¿¿0¿1141.RET_OBJ-o253¿¿¿¿¿PDG_RETURN
1269¿PDG_OBJECT¿¿0¿1146.this-o254¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1146.theProcess-o255¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1144.v152-o256¿¿¿¿¿PDG_OBJECT
1272¿PDG_CALL¿¿1144¿1144.CALL->processesOnPort.map-o257¿¿¿¿¿PDG_CALL
1273¿PDG_OBJECT¿¿0¿1144.killProcessResult-o258¿¿¿¿¿PDG_OBJECT
1274¿PDG_RETURN¿¿0¿1144.RET_OBJ-o259¿¿¿¿¿PDG_RETURN
1275¿PDG_CALL¿¿1144¿1144.CALL->console.log-o260¿¿¿¿¿PDG_CALL
1276¿PDG_OBJECT¿¿0¿1144.v153-o261¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1146.theProcess.pid-o262¿¿¿¿¿PDG_OBJECT
1278¿PDG_CALL¿¿1146¿1146.CALL->killProcess-o263¿¿¿¿¿PDG_CALL
1279¿PDG_OBJECT¿¿0¿1146.success-o264¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1146.v151-o265¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1146.v151-o266¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1146.v151.pid-o267¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1146.v151-o268¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1146.v151.success-o269¿¿¿¿¿PDG_OBJECT
1285¿PDG_RETURN¿¿0¿1146.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
